ID,tweet,affect_dimension,intensity_score,sentiment,tweet_text
2017-En-40397,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,sadness,0.479,sadness,I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS
2017-En-40044,Summer officially ends today. #sadness,sadness,0.812,sadness,Summer officially ends today sadness
2017-En-40325,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,sadness,0.542,sadness,Im confident they will NEVER experience our successes of last 50yrs Best they can hope for is to be another Bournemouth sad
2017-En-40692,"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple–n yet proud of our ancestry?❤️🗿",sadness,0.271,sadness,Gods love springOf one dat sunk his whole estate for d paltry bribeof a single apple–n yet proud of our ancestry redheart ️ moai
2017-En-41016,@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average,sadness,0.43799999999999994,sadness,Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers dull reshuffle predictable slow average
2017-En-41130,"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness,0.8959999999999999,sadness,And btw I really did stay in bed all day today depression I hate being lied to fuck liars w
2017-En-40482,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness,0.41700000000000004,sadness,Got mybrokenfoot running Great North Run cant wait to run again in a few months time be mostly dark then ukrunchat
2017-En-40894,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sadness,0.583,sadness,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers
2017-En-40599,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",sadness,0.33299999999999996,sadness,In the name of our Lord amp Saviour Harambe we pray bless all apes across the worldnnHear our solemn oaths and pardon sympathetic hominids
2017-En-40567,"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",sadness,0.354,sadness,From what I know of the man I have to assume that has had a heated argument with his own penis
2017-En-41116,"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",sadness,0.43799999999999994,sadness,No gbbo from us tonight sadly weve got a date with some nachos BridgetJonesBaby
2017-En-41312,Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness,0.625,sadness,Muscled man with huge heart is messing with my brain and heart lost confused
2017-En-40938,@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,sadness,0.542,sadness,I too am Ravenclaw sadness shouldhavebeenhufflepuff
2017-En-41012,California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu,sadness,0.292,sadness,California sissified pages ruling class separation in passage to dispirit attestative alphanumeric code WyrdljPyu
2017-En-40976,"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",sadness,0.312,sadness,salaams maam how r u maam May ALLAH protect u from sadness illness harm amp nazrebad AAMEEN Stay Blessed maam
2017-En-41206,Is this the Krusty Krab?\n\nNo this is crippling depression,sadness,0.688,sadness,Is this the Krusty KrabnnNo this is crippling depression
2017-En-40807,@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.,sadness,0.45799999999999996,sadness,I heard talk something is a miss He looks weary
2017-En-40836,im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary,sadness,0.45799999999999996,sadness,im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary
2017-En-40073,Groom gloom.,sadness,0.7659999999999999,sadness,Groom gloom
2017-En-41038,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",sadness,0.271,sadness,Happy Birthday LOST lost dharmainitiative 12years 22september2004 oceanic815
2017-En-41296,"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness,0.583,sadness,When it comes to Syria I get very fucking annoyed at pessimism like I get full on triggered Optimism or gtfo
2017-En-41330,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness,0.583,sadness,so you were owned by losers on Twitter sad
2017-En-21161,"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",sadness,0.542,sadness,It was dreadful even after he met the Catfish he still thought it was her
2017-En-40159,"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",sadness,0.667,sadness,But this is no easy ride for a child cries nOh find mefind me nothing more nWe are on a sullen misty moor
2017-En-41156,"hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕",sadness,0.75,sadness,hmm somehow twitter feels really depressing more like negative todayI think I missed something confusedface
2017-En-40002,Feeling worthless as always ,sadness,0.958,sadness,Feeling worthless as always
2017-En-41133,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,sadness,0.742,sadness,I get embarrassed at the slightest things and then Ill fret about it all day I hate it
2017-En-40804,I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,sadness,0.833,sadness,I feel like an appendix I dont have a purpose depressed alone lonely broken cry hurt crying life
2017-En-41242,You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,sadness,0.271,sadness,You are NOT your struggle or You are NOT your affliction YouAreStrong amp YouAreArising above it all
2017-En-41310,Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season 💕,sadness,0.25,sadness,Special thanks to amp for keeping us updated amp entertained this dismal BB season twohearts
2017-En-40848,It's basically a dead skin peel which sounds grim. But it literally gets rid of so much dead skin from your pores.,sadness,0.354,sadness,Its basically a dead skin peel which sounds grim But it literally gets rid of so much dead skin from your pores
2017-En-41127,sav tells our mom 'I love you' and she responds 'Oh.' ,sadness,0.41700000000000004,sadness,sav tells our mom I love you and she responds Oh
2017-En-41067,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,sadness,0.7290000000000001,sadness,I am often disturbed by what some people find appropriate or acceptable Its not funny nor cute that adults find this stuff humorous sad
2017-En-40553,Some Erykah Badu to sedate me 💕,sadness,0.375,sadness,Some Erykah Badu to sedate me twohearts
2017-En-40303,Add Donte Moncrief to my dismal situation #blessed.,sadness,0.561,sadness,Add Donte Moncrief to my dismal situation blessed
2017-En-41172,@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,sadness,0.6459999999999999,sadness,watching this again makes me weep tears of joy and tears of sadness that hes gone
2017-En-40773,"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",sadness,0.146,sadness,Pfft Yeye im a sucker for bright yellow red pink and blues when it comes to coloring or backgrounds haaa
2017-En-41126,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness,0.667,sadness,sav tells our mom I love you and she responds Oh sad
2017-En-41494,@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing,sadness,0.542,sadness,man imagine Ultra is promoting carnival I think u need to be the chairperson serious Cause am hearing nothing
2017-En-40301,I mourn the creativity lost.,sadness,0.562,sadness,I mourn the creativity lost
2017-En-41085,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",sadness,0.667,sadness,Don Kinghis actions really sadden me todaythe word may not have the same power to all as it once did I still cringe when i hear it
2017-En-40515,@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin,sadness,0.396,sadness,You cant be serious This man practices no religion Only in church campaignin
2017-En-40112,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness,0.7290000000000001,sadness,do we think the swallows and swifts have gone Photod 3 nights ago not seen since sad Autumn
2017-En-41121,I don't get that my parents literally don't see how unhappy I been lately,sadness,0.792,sadness,I dont get that my parents literally dont see how unhappy I been lately
2017-En-41446,"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",sadness,0.20800000000000002,sadness,Im just a sucker for pine I wanna rake you up I wanna pile you down Im just a sucker for pine FallSongs
2017-En-41113,whenever I hear concert postponed I think of dismal ticket sales   green day ?,sadness,0.5,sadness,whenever I hear concert postponed I think of dismal ticket sales green day
2017-En-41032,@MessYourself why? Do you have depression?,sadness,0.542,sadness,why Do you have depression
2017-En-40385,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,sadness,0.485,sadness,he sure as hell helped me with my depression and still does
2017-En-40255,@chocorobos I have this one so I'm not so sad.. but wtf,sadness,0.583,sadness,I have this one so Im not so sad but wtf
2017-En-41329,This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness,0.33299999999999996,sadness,This took a melancholy turn but my point is that for all the difficulties Im still happy Happy that I get to be who I am
2017-En-41064,Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿,sadness,0.396,sadness,Nothing else could possibly put a damper on my day other than doing Xrays on someone with kickinnnnn ass breath cryingcatface
2017-En-40281,"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",sadness,0.574,sadness,The thing is its either I be unproductive and unhappy or deal with some videos that do badly
2017-En-41277,"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness,0.667,sadness,even if it looks like we are okay the reality of that is were actually very worn out and forlorn
2017-En-40979,Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing,sadness,0.625,sadness,Thank you 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one But depressing
2017-En-40229,"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",sadness,0.604,sadness,Having a nail half hanging off is absolutely fucking grim even with my acrylic holding it on facewithmedicalmask facewithmedicalmask
2017-En-40572,@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it,sadness,0.354,sadness,I told pine I didnt want it so I didnt have to have it
2017-En-40197,#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness,0.6459999999999999,sadness,RIPKara i could have seen her at a local mall or any school football games im disheartened
2017-En-40629,New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,sadness,0.312,sadness,New job training too much meat eating Oh well Also got approved to drive for Lyft Just need a car day35 sober
2017-En-40020,@Ashleyavitia_ don't leave me #sad,sadness,0.875,sadness,dont leave me sad
2017-En-41132,Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,sadness,0.292,sadness,Lauren Jauregui makes all my problem dissapear it amazes my sadness She keeps me strong
2017-En-40254,The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,sadness,0.604,sadness,The voice is all about Miley and Alicia this year No longer about the contestants sad
2017-En-41201,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",sadness,0.708,sadness,Too many are on their yeah the thing going on with cops shooting innocent people is sad but just not in my backyard so blm
2017-En-40449,Positive thoughts on these gloom cloudy days,sadness,0.43799999999999994,sadness,Positive thoughts on these gloom cloudy days
2017-En-40823,you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,sadness,0.375,sadness,you are on an endless journey of figuring yourself out dont be discouraged when you dont know who you are yet
2017-En-40391,The word happiness would lose its meaning if it were not balanced by sadness.,sadness,0.479,sadness,The word happiness would lose its meaning if it were not balanced by sadness
2017-En-40285,come on let's make em hate 😘make em pout they face 👿😩.,sadness,0.562,sadness,come on lets make em hate faceblowingakiss make em pout they face angryfacewithhorns wearyface
2017-En-40472,"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”",sadness,0.426,sadness,Turning then the older woman looked at Sybil with a most somber expression nnShe ran away from me But I can not blame her
2017-En-40925,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",sadness,0.688,sadness,Texans and Astros both shut out tonight Houston were back to normal texans Astros sadness losers
2017-En-21324,@rockcock64 cum and despair,sadness,0.7290000000000001,sadness,cum and despair
2017-En-40648,@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat,sadness,0.312,sadness,I may be alwayshungry but I havent sunk that low yet
2017-En-40819,"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",sadness,0.5,sadness,dont think he did and he didnt have the rucksack or laptop in his possession murky business on that note Im away to bed
2017-En-40461,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness,0.43799999999999994,sadness,FOGO max pessimism here and no bottom yet Has a solid PE ratio for a restaurant Lets catch it at 8 level or 10 level if it comes
2017-En-40936,It serves a gloomy higher than the wolves of the village,sadness,0.45799999999999996,sadness,It serves a gloomy higher than the wolves of the village
2017-En-40973,@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA,sadness,0.604,sadness,oh I see Ive seen so many people mourn the loss that I was surprised to see your tweet I suppose same old here in SA
2017-En-40790,All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness,0.667,sadness,All I want to do is watch some netflix but I am stuck here in class depressing
2017-En-41035,It hasn't sunk in that I'm meeting the twins,sadness,0.396,sadness,It hasnt sunk in that Im meeting the twins
2017-En-40808,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,sadness,0.6459999999999999,sadness,If Angelina Jolie cant keep a man no one can Today we mourn because Love is dead
2017-En-41062,Rooney = whipping boy. #mufc #sad,sadness,0.805,sadness,Rooney whipping boy mufc sad
2017-En-40260,First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,sadness,0.583,sadness,First a coat Now a pair of sunglasses Next itll be a limb lost
2017-En-21295,Time for some despair #SDR3 #despair #fuckthisanime,sadness,0.75,sadness,Time for some despair SDR3 despair fuckthisanime
2017-En-41358,will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness,0.7290000000000001,sadness,will brawndo cure my depression Idiocracytoday
2017-En-40302,"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness,0.562,sadness,I cant have alcohol on it sadly but it only flares up under very specific circumstances so I just need to be more careful
2017-En-40738,I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂,sadness,0.20800000000000002,sadness,I dont think Luca understands how serious I am about Fallhe has no idea whats in store for him facewithtearsofjoy facewithtearsofjoy
2017-En-41138,I'm allowed to sulk,sadness,0.7290000000000001,sadness,Im allowed to sulk
2017-En-40141,And I won't even get started with Hillary and her fancy fundraisers! #depressing,sadness,0.688,sadness,And I wont even get started with Hillary and her fancy fundraisers depressing
2017-En-20948,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,sadness,0.345,sadness,And the dreadful Franglaise
2017-En-40854,"340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots",sadness,0.45799999999999996,sadness,340892 All with weary task fordonenNow the wasted brands do glownWhilst the scritchowl scritching loudnAMNDBots
2017-En-20885,the ending of how I met your mother is dreadful,sadness,0.41700000000000004,sadness,the ending of how I met your mother is dreadful
2017-En-41503,On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?,sadness,0.396,sadness,On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life
2017-En-41487,@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!,sadness,0.562,sadness,yeah friends of minw have witnesse accidents and a road near me like cars hav like sunk but ih gosh be safe okay
2017-En-40215,@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,sadness,0.625,sadness,I couldnt get on with it either Bits started drooping that shouldnt droop GP said mooncup alone to blame
2017-En-40520,"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",sadness,0.396,sadness,Interview preparation I hate talking about myself one dull subject matter yawnoff
2017-En-41484,"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",sadness,0.28300000000000003,sadness,I know right I had a tinge of the same thought Glad its Six from BSG though Happy the show stayed consistent after break
2017-En-40136,From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,sadness,0.688,sadness,From My head to think it was better but obviously its not relapse sadness sickness madness misunderstanding
2017-En-40516,"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed",sadness,0.396,sadness,something too confused to type an entire word facewithstuckouttonguewinkingeye See I can laugh again My hour of sadness has almost passed
2017-En-41411,@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,sadness,0.479,sadness,This is an ongoing affliction for me and the only cure is more Shiro
2017-En-41253,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",sadness,0.354,sadness,I so wish you could someday come to Spain with the play I cant believe Im not going to see it
2017-En-41430,"Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾",sadness,0.396,sadness,Those were the times I thought I can never be sober But still His grace are beyond my limits foldedhands mediumdarkskintone
2017-En-41250,"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",sadness,0.41700000000000004,sadness,The animals the animalsnTrap trap trap till the cage is fullnThe cage is full stay awakenIn the dark count mistakes
2017-En-41081,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",sadness,0.75,sadness,A MOMENT Skeptical annoyed undecided uneasy or hesitant nIf you kill it in the spirit it will die in the natural murder suicide depression racism pride
2017-En-40481,"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",sadness,0.41700000000000004,sadness,Like keep grinding boy your life can change in one year and even when its dark out the sun is shining somewhere
2017-En-20314,@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,sadness,0.667,sadness,quite simply the worst airline worstairline Ive ever used shocking appauling dire dismal beyondajoke useless
2017-En-40373,Y'all tune into Snapchat for Beans funereal,sadness,0.5,sadness,Yall tune into Snapchat for Beans funereal
2017-En-40124,Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,sadness,0.708,sadness,Nasty nasty chilly rain has put a damper on my afternoon cigar This is NOT a good thing And FOUR CongressCritters tomorrow
2017-En-40497,"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone",sadness,0.41700000000000004,sadness,Sometimes people leave you halfway through the wood Do not let it grieve you no one leaves for good youarenotalone nooneisalone
2017-En-40712,@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.,sadness,0.25,sadness,For serious intermediaries all required info about project or Owner will be mailed
2017-En-40777,@EBled2 Great to have you as our tournament chair and award was #serious,sadness,0.132,sadness,Great to have you as our tournament chair and award was serious
2017-En-40033,"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",sadness,0.833,sadness,yeah Im sure it will its just so depressing having to talk to my parents over the phone instead of talking to them downstairs
2017-En-40314,It's so gloomy outside. I wish it was as cold as it looked,sadness,0.542,sadness,Its so gloomy outside I wish it was as cold as it looked
2017-En-41257,"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness,0.542,sadness,sadly that idiot completely overlooks the facts He had a gun pointed at police Are they that stupidThat should be ignored
2017-En-40288,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,sadness,0.562,sadness,Patti seems so sad She stamped and ran behind the sofa We will have to give her plenty of love and affectionmore than usual
2017-En-40686,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,sadness,0.271,sadness,I added Paul Walker on Xbox but he just spends all of his time on the dashboard dark humor funny
2017-En-40824,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,sadness,0.44,sadness,On bedrest since I got out of the hospital You find in unopened beer what do I do Pour that shit out No alcohol at all for me sober
2017-En-40249,"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness,0.604,sadness,conflicting reports on mama RitaMarley healthmannn and i woke up today feeling like mi ole selfrejoicenow dis sadness
2017-En-41195,@dublinwaltz bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨,sadness,0.33299999999999996,sadness,bts 화양연화 trilogy MV is my all time fav raisinghands quite gloomy but beautiful as well sparkles
2017-En-40584,"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃",sadness,0.354,sadness,lol senior year we would get early dismal for work study he was her boss and you know what happened next upsidedownface
2017-En-41419,@AniahROSE I know smh. My heart sunk into my stomach.,sadness,0.762,sadness,I know smh My heart sunk into my stomach
2017-En-41137,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,sadness,0.292,sadness,Oh and I play it capo 2nd fret in a G position RS
2017-En-40673,@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,sadness,0.271,sadness,lmao I can only imagine the frown across that face of yours Hilarity
2017-En-41364,"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness,0.354,sadness,But is it your fault you worked hard and stayed the course until eventually it all paid off no so let it be known and count up
2017-En-40604,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",sadness,0.33299999999999996,sadness,My heart because you left me for so long againnnslight pout but it turned to a smilennheheh just kidding no Im fine
2017-En-40394,"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness,0.479,sadness,1Pet 47 But the end of all things is at han Tongue sticking out cheeky playful or blowing a raspberry be ye therefore sober and watch unto prayer
2017-En-41047,I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,sadness,0.354,sadness,Im not the type to flee from adversity nor does it discourage me Ill always stand strong in the paint
2017-En-40454,"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",sadness,0.43799999999999994,sadness,So I tried to give her time to sober up while waiting at the our friends house 2 hours later gal wake up out her nap to vomit again
2017-En-20652,@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',sadness,0.479,sadness,so you mean like Uber but for despair for someone other than the driver
2017-En-40300,"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness,0.562,sadness,Where has your 50 grapefruit squash gonenot been able to get for weeks unhappy
2017-En-41360,"because a kitchen sink to you is not a kitchen sink to me, okay friend?",sadness,0.33299999999999996,sadness,because a kitchen sink to you is not a kitchen sink to me okay friend
2017-En-40809,"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",sadness,0.479,sadness,frustration looking up at Elphaba in a frown of aggravation Her high pitched voice was growing more and more
2017-En-40070,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy,sadness,0.7709999999999999,sadness,worst possible decision I could have made when arriving in the UK Shocking service Poor coverage unhappy
2017-En-40468,"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know.",sadness,0.43799999999999994,sadness,Well theres no need to sulk You can always request a song you know
2017-En-40640,@xxnogard_G88 Welcome to the  dark honey !,sadness,0.312,sadness,Welcome to the dark honey
2017-En-41231,Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,sadness,0.188,sadness,Rockin to Bob Dylan singin Bob Dylans 115th Dream on LPCO Klassic Rock classicrock klassicrock rocknroll blues onlineradio
2017-En-40664,@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂,sadness,0.292,sadness,we sound like vampires saying we wanna sink our teeth into the TT lads and their talents facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
2017-En-41396,People too weak to follow their own dreams will always find a way to discourage yours.,sadness,0.562,sadness,People too weak to follow their own dreams will always find a way to discourage yours
2017-En-40943,@MlaStandard The depth that you've sunk to. You're readership deserves more.,sadness,0.41700000000000004,sadness,The depth that youve sunk to Youre readership deserves more
2017-En-20267,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",sadness,0.625,sadness,Rooney Oh dear oh dear Fucking dreadful seenoevilmonkey soccerball ️ soccerball ️
2017-En-41496,"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",sadness,0.8540000000000001,sadness,life is hard its harder if ur stupid life love sadderness moreofsad howdoestears whatislife
2017-En-40218,When you have 15 doe run the opposite side of you 🙁 ,sadness,0.625,sadness,When you have 15 doe run the opposite side of you slightlyfrowningface
2017-En-40768,"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",sadness,0.16699999999999998,sadness,Nice to see Balotelli back to his best good player Just lost his way a bit
2017-En-40732,I can't mourn Kid Cudi cause we have Travis Scott...,sadness,0.22899999999999998,sadness,I cant mourn Kid Cudi because we have Travis Scott
2017-En-40352,"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness,0.521,sadness,Gundlach calling for rounding top doom and gloom 15 down move
2017-En-40693,That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation,sadness,0.271,sadness,That house on GrandDesigns isnt in a forest its in a wibbly wobbly pine plantation
2017-En-40869,"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness,0.625,sadness,I believe the work I do is meaningful my clients would agree but at the end of the day I feel like a pawn lost in this chaotic world
2017-En-41264,People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness,0.604,sadness,People are trying too hard to hate on Cam Newton without understanding his position sad
2017-En-40436,What do you do?'\n'You are not worthy enough to know.' #what #serious,sadness,0.45799999999999996,sadness,What do you donYou are not worthy enough to know what serious
2017-En-41276,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness,0.625,sadness,I did the dishes yesterday fell asleep woke up to the sink full and I didnt even eat dinner but I have to do the dishes
2017-En-40954,I'm throwing myself straight into American Horror Story so I don't have time to grieve,sadness,0.655,sadness,Im throwing myself straight into American Horror Story so I dont have time to grieve
2017-En-40661,ya boy gets mad tired of pine trees,sadness,0.292,sadness,ya boy gets mad tired of pine trees
2017-En-40548,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,sadness,0.375,sadness,Contactless affliction kart are the needs must regarding the psychological moment xbeUJGB
2017-En-40327,"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness,0.542,sadness,Absolutely can not believe the generosity pouring out for us but Id give everything I have for Nick to be healthy and happy lost
2017-En-40019,My heads still in Ibiza but my body is sat at me desk at work #depressing,sadness,0.875,sadness,My heads still in Ibiza but my body is sat at me desk at work depressing
2017-En-20070,@BigBossPeltonen \nLikewise #death #cutting #despair,sadness,0.7290000000000001,sadness,nLikewise death cutting despair
2017-En-40145,@thatsabingo grim really,sadness,0.688,sadness,grim really
