Word	ErrorFrequency	CorrectFrequency	ErrorProbability
corresponding	0	18	0.0
jeopardizing	0	1	0.0
powerfully	0	2	0.0
doubted	0	8	0.0
amethyst	0	1	0.0
representative	4	103	0.037383177570093455
huffy	0	1	0.0
matted	0	1	0.0
waterways	0	1	0.0
louses	0	2	0.0
caress	0	3	0.0
abroad	1	615	0.0016233766233766235
bumped	0	7	0.0
dawned	0	1	0.0
sights	0	28	0.0
fuck	0	3	0.0
watching	9	3063	0.0029296875
scratch	0	21	0.0
administering	0	6	0.0
haunches	0	1	0.0
waivers	1	1	0.5
haughty	0	1	0.0
thermal	0	41	0.0
blood	0	358	0.0
candlelight	0	5	0.0
sap	0	58	0.0
cheetah	0	6	0.0
lamps	0	401	0.0
chandler	0	1	0.0
spitefully	0	1	0.0
gradually	0	173	0.0
raced	0	2	0.0
cuddle	0	3	0.0
embittered	0	1	0.0
timings	0	3	0.0
admits	0	7	0.0
quotidian	0	3	0.0
shoemaker	0	4	0.0
earnest	0	6	0.0
gasoline	0	21	0.0
transnational	0	6	0.0
boardroom	0	1	0.0
bodyguard	0	1	0.0
pact	0	2	0.0
now	1	12172	8.214901831923109E-5
administrators	0	24	0.0
adventurous	1	88	0.011235955056179775
compatible	0	21	0.0
guacamole	0	6	0.0
wintertime	0	3	0.0
inherited	0	11	0.0
grip	0	8	0.0
medical	1	564	0.0017699115044247787
futon	0	1	0.0
aeronautical	0	11	0.0
discloses	0	1	0.0
diarist	0	1	0.0
hole	0	96	0.0
carbon	0	21	0.0
cereal	0	27	0.0
aquatic	0	14	0.0
capsule	0	5	0.0
childlike	0	2	0.0
municipality	0	7	0.0
habitable	0	54	0.0
compensated	1	80	0.012345679012345678
concur	0	3	0.0
imply	0	1	0.0
indispensable	0	21	0.0
like	19	76387	2.486715702955265E-4
gaucho	0	3	0.0
eight	13	2202	0.005869074492099322
quoits	0	1	0.0
flyers	0	3	0.0
enamel	0	2	0.0
drains	0	194	0.0
weeder	0	2	0.0
padre	0	4	0.0
duel	0	12	0.0
intricate	0	2	0.0
dirty	6	1543	0.003873466752743706
strings	0	5	0.0
reckoning	0	1	0.0
nails	0	21	0.0
breathe	0	53	0.0
porridge	0	13	0.0
rationed	0	1	0.0
desalination	0	1	0.0
ranged	0	5	0.0
invasion	0	7	0.0
rural	0	35	0.0
relieved	0	27	0.0
makers	0	7	0.0
deadly	0	9	0.0
retarded	0	2	0.0
hilarious	0	24	0.0
unaware	0	5	0.0
madly	0	18	0.0
coupled	0	2	0.0
transmitter	0	1	0.0
toxicology	0	2	0.0
opulent	0	1	0.0
impacts	0	9	0.0
sleeps	0	35	0.0
arrested	0	237	0.0
deserter	0	2	0.0
impudently	0	1	0.0
drips	0	1	0.0
aglow	0	1	0.0
centenarian	0	2	0.0
rescued	0	73	0.0
unconditional	0	2	0.0
notion	0	7	0.0
spirit	0	84	0.0
regents	0	1	0.0
apparels	0	1	0.0
chameleon	0	4	0.0
substandard	0	4	0.0
robes	0	23	0.0
optimist	0	9	0.0
seeking	0	191	0.0
dogs	0	4162	0.0
nice	24	12525	0.0019125029882859192
genuinely	1	4	0.2
intravenous	0	1	0.0
trimmings	0	2	0.0
perfect	4	1659	0.0024052916416115455
monopoly	0	8	0.0
raising	0	38	0.0
delta	0	4	0.0
collies	0	1	0.0
legitimate	0	1	0.0
missive	0	1	0.0
exasperating	0	6	0.0
dimensional	0	2	0.0
deducing	0	1	0.0
proofreading	0	1	0.0
scarcity	0	4	0.0
minor	0	39	0.0
lava	0	2	0.0
monarchies	0	1	0.0
forcing	0	8	0.0
aggressive	6	121	0.047244094488188976
signet	0	1	0.0
tribunal	0	4	0.0
wherever	0	76	0.0
bomb	0	11	0.0
deploying	0	13	0.0
unchanging	0	1	0.0
cot	0	1	0.0
cancelled	0	17	0.0
drunkenness	0	2	0.0
allergy	0	10	0.0
scrolling	0	1	0.0
flavored	0	5	0.0
defeating	0	1	0.0
motley	0	1	0.0
repetitions	0	1	0.0
alien	1	33	0.029411764705882353
scornful	0	1	0.0
infidelity	0	2	0.0
totals	0	2	0.0
hate	0	1271	0.0
perfume	0	29	0.0
arias	0	4	0.0
crime	0	793	0.0
geographic	0	11	0.0
truly	0	248	0.0
relieving	0	14	0.0
restored	0	22	0.0
hot	4	6768	5.906674542232723E-4
creed	0	4	0.0
northwest	0	12	0.0
womanly	0	1	0.0
breakthrough	0	5	0.0
mindfully	0	1	0.0
pedagogue	0	2	0.0
tail	0	140	0.0
traced	0	5	0.0
cockpit	0	1	0.0
plant	0	429	0.0
french	10	1528	0.006501950585175552
cloches	0	2	0.0
unhelpful	0	10	0.0
bomber	0	1	0.0
divisions	0	6	0.0
calculated	1	71	0.013888888888888888
fanatical	0	2	0.0
jets	0	5	0.0
considerably	0	26	0.0
overdue	0	6	0.0
popped	0	4	0.0
snatch	0	7	0.0
ingeniously	0	2	0.0
gravitational	0	5	0.0
political	0	92	0.0
conscience	0	12	0.0
broadening	0	2	0.0
concept	0	59	0.0
mobs	0	2	0.0
enquiry	0	8	0.0
professors	0	31	0.0
apprehend	0	3	0.0
tackled	0	2	0.0
socializing	0	7	0.0
hubs	0	1	0.0
seedless	0	1	0.0
node	0	1	0.0
subversion	0	1	0.0
inserts	0	1	0.0
counselor	0	37	0.0
strops	0	1	0.0
abolished	0	2	0.0
hay	0	17	0.0
tyranny	0	2	0.0
summit	0	12	0.0
voted	0	16	0.0
camisole	1	8	0.1111111111111111
closely	0	65	0.0
openness	0	4	0.0
freeing	0	1	0.0
rewarded	0	56	0.0
assigning	0	3	0.0
quote	0	41	0.0
intelligentsia	0	1	0.0
cranberry	0	1	0.0
known	0	454	0.0
numerical	0	13	0.0
aristocrat	0	1	0.0
alligator	0	13	0.0
brainteaser	0	1	0.0
muffins	0	2	0.0
intense	0	33	0.0
surfaces	0	16	0.0
applications	0	282	0.0
abominable	0	2	0.0
consultations	0	1	0.0
housewife	4	420	0.009433962264150943
grounded	0	5	0.0
poker	0	41	0.0
masked	0	6	0.0
beefs	0	12	0.0
dialysis	0	1	0.0
sorrowful	0	3	0.0
harmonious	0	25	0.0
stagnates	0	1	0.0
spore	0	1	0.0
megalopolis	0	1	0.0
influences	0	18	0.0
miscues	0	1	0.0
gentile	0	3	0.0
sensors	0	3	0.0
local	0	898	0.0
alcoholic	0	15	0.0
recommendation	3	50	0.05660377358490566
bean	0	82	0.0
dean	0	69	0.0
fluttering	0	2	0.0
agitated	0	4	0.0
have	16	93992	1.7019828099736192E-4
intruders	0	1	0.0
multifaceted	0	2	0.0
corps	0	148	0.0
servant	0	92	0.0
grouchy	0	1	0.0
clicking	0	4	0.0
carfare	0	1	0.0
objective	0	186	0.0
cracks	0	19	0.0
crane	0	22	0.0
disappointing	2	241	0.00823045267489712
disciplined	0	36	0.0
venom	0	1	0.0
lam	0	14	0.0
cheater	0	9	0.0
vampires	1	14	0.06666666666666667
bile	0	1	0.0
opponents	0	24	0.0
oxidation	0	1	0.0
contemplated	0	3	0.0
parturition	0	2	0.0
shortcomings	0	3	0.0
greeted	0	5	0.0
sized	0	27	0.0
seventeen	0	441	0.0
surgeon	2	50	0.038461538461538464
explanatory	0	1	0.0
university	48	5259	0.009044657998869417
lineup	0	2	0.0
blender	0	21	0.0
scaly	0	2	0.0
braid	0	5	0.0
boars	0	2	0.0
detergent	0	4	0.0
bunch	0	35	0.0
hunting	0	35	0.0
reemphasized	0	1	0.0
equivalence	0	1	0.0
trunks	0	4	0.0
registration	1	30	0.03225806451612903
load	0	46	0.0
carried	0	126	0.0
meaningless	0	10	0.0
associations	0	11	0.0
buffers	0	1	0.0
split	0	316	0.0
industrialized	0	1	0.0
cased	0	2	0.0
cruised	0	1	0.0
indicators	0	20	0.0
breast	0	21	0.0
immediately	9	489	0.018072289156626505
compulsively	0	3	0.0
excepts	0	2	0.0
progressively	0	1	0.0
starred	0	10	0.0
parody	0	2	0.0
guardrail	0	4	0.0
electing	0	4	0.0
palliative	0	4	0.0
spud	0	1	0.0
hose	0	39	0.0
encourage	7	1549	0.004498714652956298
rough	0	29	0.0
eloping	0	1	0.0
seized	0	1	0.0
centralize	0	2	0.0
refund	0	97	0.0
pedicure	0	3	0.0
fells	0	11	0.0
transpired	0	1	0.0
slopped	0	2	0.0
changeable	0	8	0.0
onwards	0	3	0.0
palace	0	69	0.0
hammering	0	2	0.0
instructor	2	485	0.004106776180698152
atrocious	0	7	0.0
complications	0	10	0.0
obviously	0	106	0.0
veil	0	6	0.0
depicting	0	3	0.0
summers	0	15	0.0
switching	0	6	0.0
bassist	0	1	0.0
dreadlocks	0	1	0.0
characterized	0	11	0.0
hesitating	0	4	0.0
townhouses	0	1	0.0
guardian	0	7	0.0
moths	0	8	0.0
sequencers	0	1	0.0
blindly	0	1	0.0
flag	0	82	0.0
temples	0	11	0.0
encryption	0	2	0.0
intonation	0	1	0.0
downhearted	0	2	0.0
posterity	0	1	0.0
estimates	0	5	0.0
presents	0	360	0.0
eleventh	0	9	0.0
spoon	0	91	0.0
whiskey	1	12	0.07692307692307693
monument	0	32	0.0
jest	0	1	0.0
precise	0	38	0.0
drugstores	0	5	0.0
spilled	0	5	0.0
dungeon	0	1	0.0
simulated	0	2	0.0
accrued	0	2	0.0
dues	0	1	0.0
captivity	0	3	0.0
arrest	0	91	0.0
wronger	0	1	0.0
chucked	0	1	0.0
techniques	6	354	0.016666666666666666
cruelly	0	2	0.0
alerted	0	6	0.0
thieves	1	115	0.008620689655172414
vaccinations	0	3	0.0
oils	0	5	0.0
gender	0	549	0.0
commiserate	0	2	0.0
lulled	0	1	0.0
premises	0	13	0.0
wining	0	1	0.0
buckle	0	1	0.0
covet	0	2	0.0
shammed	0	1	0.0
extended	0	26	0.0
passageway	0	2	0.0
resolve	0	152	0.0
heeled	0	10	0.0
designed	0	176	0.0
advised	2	60	0.03225806451612903
macro	0	4	0.0
teary	0	1	0.0
cloth	0	68	0.0
tailored	0	5	0.0
washer	0	10	0.0
websites	0	80	0.0
yearning	0	2	0.0
unlock	0	4	0.0
architectures	0	4	0.0
journals	0	11	0.0
flood	0	167	0.0
advertisers	0	3	0.0
interrogations	0	1	0.0
abounding	0	2	0.0
innumerable	0	2	0.0
virtues	0	6	0.0
bending	0	1	0.0
transfusion	0	2	0.0
arenas	0	2	0.0
vampire	0	64	0.0
broadcasting	0	12	0.0
checkerboards	0	1	0.0
wick	0	1	0.0
viewpoints	1	51	0.019230769230769232
canceled	0	11	0.0
doming	0	1	0.0
gorge	0	2	0.0
postponed	0	6	0.0
ego	0	10	0.0
charred	0	1	0.0
vernal	0	1	0.0
appreciations	0	1	0.0
negligence	0	2	0.0
moreover	4	590	0.006734006734006734
architect	4	221	0.017777777777777778
operas	0	835	0.0
indemnify	0	1	0.0
fuel	0	60	0.0
emit	0	1	0.0
ladies	2	817	0.002442002442002442
civilians	0	17	0.0
approach	1	139	0.007142857142857143
contrasting	0	13	0.0
pensioned	0	2	0.0
while	0	1565	0.0
freer	0	1	0.0
persuaded	0	18	0.0
quaint	0	4	0.0
please	15	8641	0.001732902033271719
banknotes	0	2	0.0
bumble	0	2	0.0
participants	0	185	0.0
courtship	0	3	0.0
disclosing	0	3	0.0
inflammatory	0	1	0.0
orchestras	0	1	0.0
owls	0	7	0.0
shitty	0	1	0.0
satanic	0	1	0.0
humping	0	1	0.0
solver	0	6	0.0
respect	1	427	0.002336448598130841
noise	1	309	0.0032258064516129032
sounding	0	3	0.0
baboon	0	2	0.0
valentines	0	2	0.0
escorting	0	1	0.0
bumpers	0	1	0.0
blows	0	12	0.0
companions	0	13	0.0
grottoes	0	1	0.0
pistachio	0	1	0.0
sprayed	0	1	0.0
jointed	0	5	0.0
harm	0	34	0.0
reductions	0	2	0.0
examiner	0	1	0.0
eastern	0	22	0.0
adhering	0	2	0.0
multiplied	0	1	0.0
tens	0	9	0.0
rests	0	5	0.0
designs	0	70	0.0
feathers	0	12	0.0
marker	0	12	0.0
supervising	0	25	0.0
height	2	214	0.009259259259259259
eliminate	0	59	0.0
countryside	0	121	0.0
sterling	0	3	0.0
symbolized	0	1	0.0
adaptive	0	1	0.0
manuals	0	16	0.0
succulent	0	4	0.0
unconditionally	0	1	0.0
shooting	1	33	0.029411764705882353
opener	0	1	0.0
gadfly	0	2	0.0
feeling	3	956	0.0031282586027111575
pomegranate	0	1	0.0
contemporary	0	38	0.0
volts	0	2	0.0
grandparents	0	138	0.0
designation	0	1	0.0
massed	0	1	0.0
antihero	0	1	0.0
wondered	0	10	0.0
contains	1	143	0.006944444444444444
sills	0	1	0.0
salient	0	2	0.0
god	0	487	0.0
summoned	0	2	0.0
explications	0	1	0.0
statues	0	5	0.0
jungles	0	5	0.0
innovating	0	2	0.0
method	1	198	0.005025125628140704
bewitching	0	2	0.0
anonymity	0	1	0.0
permanents	0	1	0.0
morality	0	8	0.0
raided	0	1	0.0
eke	0	2	0.0
importer	0	4	0.0
temping	0	1	0.0
wafting	0	2	0.0
block	0	143	0.0
teaching	1	497	0.002008032128514056
boxed	0	5	0.0
massive	0	75	0.0
fulfilled	0	65	0.0
turns	4	2652	0.0015060240963855422
remission	0	1	0.0
approval	0	49	0.0
enticing	0	1	0.0
coordinates	0	6	0.0
philanthropic	0	1	0.0
qualms	0	1	0.0
vile	0	1	0.0
bishop	0	6	0.0
replying	0	20	0.0
bag	3	3467	8.645533141210375E-4
archenemy	0	1	0.0
contribute	0	96	0.0
tame	0	7	0.0
accumulates	0	1	0.0
shore	0	64	0.0
bakery	0	122	0.0
weekdays	0	37	0.0
legitimacy	0	1	0.0
range	2	1333	0.00149812734082397
geographical	0	4	0.0
correspondents	0	1	0.0
substances	0	7	0.0
auto	1	42	0.023255813953488372
tub	0	5	0.0
timber	0	6	0.0
barn	0	3	0.0
lever	0	7	0.0
refrain	0	3	0.0
encrust	0	1	0.0
articulately	0	1	0.0
belle	0	7	0.0
flexible	1	283	0.0035211267605633804
metals	0	9	0.0
parliamentary	0	1	0.0
forgotten	0	98	0.0
destinies	0	1	0.0
jack	0	511	0.0
syrup	1	120	0.008264462809917356
arts	0	146	0.0
omit	0	1	0.0
provisions	0	4	0.0
infiltrate	0	3	0.0
omnipotent	0	2	0.0
squirrels	0	3	0.0
division	2	42	0.045454545454545456
insects	0	51	0.0
grumpy	0	11	0.0
giraffe	1	32	0.030303030303030304
keeper	1	52	0.018867924528301886
grandad	0	6	0.0
expend	0	26	0.0
droves	0	1	0.0
moodier	0	3	0.0
ensued	0	1	0.0
avalanche	0	2	0.0
draftsman	0	4	0.0
technologist	0	17	0.0
capitalism	0	26	0.0
owing	0	15	0.0
email	2	2458	8.130081300813008E-4
surprisingly	0	24	0.0
hailstone	0	1	0.0
speaks	1	116	0.008547008547008548
rush	0	75	0.0
aspire	0	17	0.0
mundane	0	1	0.0
landfalls	0	1	0.0
scanty	0	2	0.0
acclaim	0	1	0.0
indulge	0	5	0.0
pigeon	0	1	0.0
imprisoned	0	8	0.0
light	9	3249	0.0027624309392265192
strong	3	1933	0.0015495867768595042
pursuing	0	8	0.0
arboreal	0	1	0.0
forges	0	1	0.0
ongoing	0	16	0.0
noises	0	25	0.0
tourism	0	219	0.0
extinguish	0	4	0.0
banana	0	288	0.0
charmer	0	2	0.0
handicapped	0	4	0.0
curled	0	7	0.0
wrapping	0	2	0.0
severer	0	1	0.0
align	0	21	0.0
fifths	0	1	0.0
revitalize	0	1	0.0
regional	0	1519	0.0
coasts	0	9	0.0
dutifully	0	1	0.0
principally	0	16	0.0
sufficiently	0	11	0.0
seeks	0	22	0.0
window	2	2562	7.8003120124805E-4
violoncello	0	2	0.0
naps	0	2	0.0
meadow	0	9	0.0
falsification	0	1	0.0
validation	0	10	0.0
gimme	0	1	0.0
jokingly	0	1	0.0
stress	0	286	0.0
legislature	0	1	0.0
curtain	1	126	0.007874015748031496
panic	0	289	0.0
phoenix	0	42	0.0
plaza	0	32	0.0
gossips	0	193	0.0
scouts	0	3	0.0
largely	0	7	0.0
curl	0	14	0.0
rood	0	7	0.0
behaving	0	6	0.0
adversely	0	1	0.0
laudable	0	2	0.0
kid	0	137	0.0
rocky	0	8	0.0
deceive	1	7	0.125
adjourned	0	1	0.0
flair	0	2	0.0
innocence	0	10	0.0
broke	1	596	0.0016750418760469012
tacos	0	30	0.0
presentable	0	5	0.0
discretion	0	4	0.0
marking	0	47	0.0
tolerance	0	7	0.0
strength	3	119	0.02459016393442623
remedy	3	720	0.004149377593360996
noticed	2	569	0.0035026269702276708
live	16	30293	5.27896004487116E-4
helping	0	415	0.0
empathy	0	5	0.0
inexpensive	1	19	0.05
plug	0	118	0.0
fishermen	0	3	0.0
balcony	1	189	0.005263157894736842
elaborating	0	2	0.0
missing	0	261	0.0
autobiographical	0	2	0.0
fluctuated	0	12	0.0
bedroom	4	1583	0.002520478890989288
regular	6	1349	0.004428044280442804
puff	0	2	0.0
anther	0	24	0.0
marred	0	22	0.0
noticing	0	10	0.0
proudest	0	1	0.0
validates	0	1	0.0
losing	0	72	0.0
adventurer	0	10	0.0
moped	0	178	0.0
cayenne	0	513	0.0
honors	0	14	0.0
villain	0	3	0.0
movie	1	2357	4.2408821034775233E-4
memorandums	0	1	0.0
bacon	1	26	0.037037037037037035
tidying	0	7	0.0
falsely	0	1	0.0
singing	4	779	0.005108556832694764
headboard	0	1	0.0
capacitor	0	1	0.0
alight	0	2	0.0
wait	2	2026	9.861932938856016E-4
waling	0	1	0.0
pioneers	0	3	0.0
igloo	0	2	0.0
hermitage	0	1	0.0
groundless	0	1	0.0
dominates	0	8	0.0
crossroads	1	6	0.14285714285714285
pupils	1	35	0.027777777777777776
abstain	0	4	0.0
worming	0	1	0.0
heredity	0	1	0.0
betrothed	0	6	0.0
killers	0	13	0.0
deviations	0	2	0.0
sophomore	0	2	0.0
administers	0	2	0.0
scatting	0	1	0.0
smoothly	1	55	0.017857142857142856
refugees	0	3	0.0
quotes	0	6	0.0
prescribed	0	31	0.0
lip	0	6	0.0
dynamic	0	101	0.0
piggy	0	3	0.0
huckleberry	1	1	0.5
agreement	0	152	0.0
unneeded	0	1	0.0
reliving	0	1	0.0
bare	0	10	0.0
littlest	0	2	0.0
croquettes	0	1	0.0
strung	0	1	0.0
mobilization	0	2	0.0
undisciplined	0	3	0.0
banter	0	1	0.0
loosed	0	3	0.0
congest	0	2	0.0
steakhouses	0	1	0.0
notebooks	1	642	0.0015552099533437014
streams	0	7	0.0
apprentice	0	15	0.0
gait	0	1	0.0
disguises	0	1	0.0
item	0	342	0.0
chores	3	2502	0.0011976047904191617
integrated	0	23	0.0
watched	0	245	0.0
ambulatory	0	2	0.0
aide	0	1	0.0
clearance	0	19	0.0
escalating	0	1	0.0
mediums	0	1	0.0
patriot	0	1	0.0
schoolboy	1	7	0.125
icing	0	1	0.0
coasters	0	2	0.0
wane	0	1	0.0
program	9	1317	0.006787330316742082
sincere	1	149	0.006666666666666667
deciding	0	14	0.0
charisma	1	8	0.1111111111111111
perceived	0	19	0.0
comics	0	13	0.0
factions	0	1	0.0
commend	0	3	0.0
never	4	6388	6.257822277847309E-4
rapes	0	2	0.0
primal	0	2	0.0
slinky	0	1	0.0
deputy	0	18	0.0
presence	0	202	0.0
snagging	0	1	0.0
confuse	0	11	0.0
caning	0	2	0.0
stimulate	1	20	0.047619047619047616
congratulate	2	87	0.02247191011235955
shopkeeper	0	8	0.0
fixing	0	44	0.0
conveyor	0	1	0.0
charts	0	22	0.0
toppled	0	1	0.0
contests	0	9	0.0
hero	0	141	0.0
probable	0	14	0.0
bronchial	0	1	0.0
developer	0	140	0.0
privet	0	4	0.0
hooligans	0	3	0.0
dedicate	0	90	0.0
sustain	0	10	0.0
dropping	0	21	0.0
economize	0	24	0.0
bacterias	0	1	0.0
exquisitely	0	14	0.0
institutes	0	8	0.0
torso	0	1	0.0
stuccos	0	1	0.0
backbone	0	6	0.0
recombination	0	1	0.0
suntan	0	5	0.0
alongside	0	3	0.0
whey	0	3	0.0
ignore	0	34	0.0
harp	0	6	0.0
peaked	0	1	0.0
ponytail	0	9	0.0
draperies	0	1	0.0
ships	0	53	0.0
refrigerate	0	1	0.0
tube	0	19	0.0
population	0	82	0.0
asthma	0	7	0.0
hep	0	4	0.0
venture	0	17	0.0
wildest	0	3	0.0
literal	0	1	0.0
newer	0	16	0.0
memento	0	2	0.0
hurled	0	1	0.0
misfortunes	0	1	0.0
affirmed	0	3	0.0
tucker	0	2	0.0
spheroid	0	1	0.0
fight	0	613	0.0
nickel	0	1	0.0
dodging	0	1	0.0
cappuccino	0	8	0.0
stressed	0	75	0.0
urology	0	1	0.0
inhabitants	0	20	0.0
greatest	0	132	0.0
blue	9	11643	7.72399588053553E-4
hindered	0	1	0.0
skills	7	2587	0.0026985350809560524
incumbency	0	1	0.0
rejecting	0	4	0.0
flame	0	11	0.0
sanding	0	5	0.0
gondola	0	6	0.0
flex	0	2	0.0
thicker	0	7	0.0
cockroaches	0	4	0.0
juggling	0	18	0.0
whose	0	157	0.0
meritorious	0	1	0.0
guard	0	49	0.0
papa	0	21	0.0
disguised	0	8	0.0
targeted	0	9	0.0
venues	0	2	0.0
corn	0	83	0.0
richness	0	4	0.0
characteristic	0	39	0.0
republic	1	89	0.011111111111111112
bounds	0	5	0.0
daiquiri	0	1	0.0
detecting	0	1	0.0
gees	0	2	0.0
evergreen	0	3	0.0
days	0	5026	0.0
surveillance	0	34	0.0
oleo	0	2	0.0
informs	0	10	0.0
insanity	0	1	0.0
nods	0	1	0.0
score	1	2492	4.0112314480545525E-4
cleat	0	1	0.0
recollection	0	2	0.0
harmonica	0	24	0.0
despotic	0	1	0.0
beefsteaks	0	1	0.0
mortgagee	0	1	0.0
waste	0	249	0.0
dwarves	1	1	0.5
tags	0	144	0.0
counsel	0	13	0.0
stroll	0	10	0.0
appendicitis	0	2	0.0
biotechnology	0	19	0.0
uncontrollable	0	3	0.0
doodles	0	1	0.0
laps	0	3	0.0
rated	0	12	0.0
enrol	0	6	0.0
suburban	0	7	0.0
sacrifice	0	18	0.0
hires	0	12	0.0
hurt	0	300	0.0
bulls	0	8	0.0
beanbags	0	1	0.0
dresser	0	21	0.0
referred	0	11	0.0
stiller	0	1	0.0
slime	0	14	0.0
executions	0	1	0.0
attempts	0	23	0.0
means	0	654	0.0
slated	0	1	0.0
disillusionment	0	1	0.0
scout	0	7	0.0
combining	1	10	0.09090909090909091
grabs	0	4	0.0
gate	0	270	0.0
mistakes	1	160	0.006211180124223602
weld	0	3	0.0
pushing	0	37	0.0
meaty	0	2	0.0
thoughtless	0	5	0.0
croissant	0	1	0.0
unreal	0	8	0.0
critics	0	16	0.0
shoed	0	1	0.0
dismissed	0	11	0.0
objection	0	4	0.0
loans	0	16	0.0
tenpin	0	2	0.0
lightweights	0	1	0.0
prostate	0	2	0.0
fallow	0	8	0.0
omens	0	1	0.0
fiat	0	6	0.0
waterway	0	1	0.0
foxes	0	4	0.0
graceful	0	9	0.0
oxygen	0	8	0.0
beam	0	13	0.0
refused	0	119	0.0
unions	0	6	0.0
according	3	1036	0.0028873917228103944
property	0	999	0.0
stages	0	49	0.0
pound	0	72	0.0
serious	7	1396	0.004989308624376337
examine	0	37	0.0
being	7	2023	0.0034482758620689655
miraculous	0	8	0.0
jingle	0	6	0.0
spoonful	2	680	0.002932551319648094
creative	0	292	0.0
approached	0	41	0.0
jockey	0	1	0.0
collection	0	152	0.0
contagious	0	34	0.0
koala	0	3	0.0
cast	0	45	0.0
upcoming	0	27	0.0
simplistic	0	3	0.0
decrepit	0	1	0.0
possessions	1	15	0.0625
spacial	0	3	0.0
manner	0	101	0.0
gray	1	1861	5.370569280343716E-4
transplantation	0	2	0.0
reacted	0	11	0.0
indescribable	0	1	0.0
solvents	0	1	0.0
example	3	1465	0.0020435967302452314
assures	0	9	0.0
bargaining	0	4	0.0
airport	11	1730	0.006318207926479035
chattering	0	1	0.0
honey	0	1086	0.0
controlling	0	39	0.0
racism	0	16	0.0
reunion	0	54	0.0
thrill	0	5	0.0
urgency	0	16	0.0
goatee	0	1	0.0
heartbreak	0	2	0.0
transactions	0	7	0.0
pagan	0	2	0.0
remarkably	0	3	0.0
nieces	0	39	0.0
indifference	0	6	0.0
disposable	0	4	0.0
rank	0	28	0.0
comforted	0	2	0.0
cutoff	0	1	0.0
goals	0	637	0.0
veal	0	4	0.0
cement	0	18	0.0
fireball	0	3	0.0
flatten	0	2	0.0
pock	0	1	0.0
bottle	14	2886	0.004827586206896552
wed	0	53	0.0
cargoes	0	1	0.0
ticked	0	8	0.0
dropped	2	166	0.011904761904761904
suggests	0	50	0.0
voodoo	0	1	0.0
exporting	0	28	0.0
froze	0	7	0.0
told	0	1832	0.0
spike	0	8	0.0
trekking	0	16	0.0
directory	0	16	0.0
pasta	2	422	0.0047169811320754715
rise	0	349	0.0
circuits	0	14	0.0
passenger	0	28	0.0
ill	0	139	0.0
insecurity	0	10	0.0
golf	2	551	0.003616636528028933
snowball	0	8	0.0
accessory	1	49	0.02
magnates	0	1	0.0
coincides	1	1	0.5
bid	0	36	0.0
butts	0	2	0.0
patrimony	0	2	0.0
conform	0	8	0.0
carpenter	0	9	0.0
gossiping	0	16	0.0
psycho	0	3	0.0
complementary	0	32	0.0
self	0	345	0.0
obeyed	0	2	0.0
mania	0	3	0.0
tutoring	0	10	0.0
therapists	0	7	0.0
statistician	0	3	0.0
afford	1	315	0.0031645569620253164
game	0	4451	0.0
conformation	0	2	0.0
waxing	0	3	0.0
archeological	0	2	0.0
personnel	1	77	0.01282051282051282
cadaver	0	3	0.0
wriggled	0	1	0.0
bridge	2	229	0.008658008658008658
ask	0	3468	0.0
eerie	0	1	0.0
spill	0	1	0.0
contracting	0	6	0.0
hairstyles	0	1	0.0
fours	0	15	0.0
sensations	0	3	0.0
spreadsheets	0	14	0.0
mums	0	4	0.0
arroyo	0	1	0.0
presidency	0	9	0.0
fittings	0	101	0.0
cashiering	0	1	0.0
cohabit	0	2	0.0
rulers	0	6	0.0
dividend	0	1	0.0
nope	0	1	0.0
portions	0	19	0.0
teller	0	13	0.0
banquet	0	2	0.0
representation	0	15	0.0
releasable	0	1	0.0
saber	0	1	0.0
oily	0	470	0.0
orthography	0	2	0.0
weir	0	1	0.0
underpin	0	1	0.0
other	5	9827	5.085435313262816E-4
treatments	1	205	0.0048543689320388345
calif	0	2	0.0
inappropriately	0	1	0.0
questionnaire	1	9	0.1
condone	0	1	0.0
hank	0	17	0.0
false	0	84	0.0
thesis	0	61	0.0
borrowing	0	2	0.0
oops	0	2	0.0
driving	1	587	0.0017006802721088435
volunteering	1	85	0.011627906976744186
cloister	0	2	0.0
tricking	0	1	0.0
chi	0	45	0.0
perchance	0	1	0.0
curiosities	0	2	0.0
thing	2	4282	4.6685340802987864E-4
thugs	0	2	0.0
planet	0	156	0.0
dieter	0	10	0.0
stationed	0	1	0.0
bawling	0	2	0.0
accompany	0	48	0.0
longing	0	10	0.0
signify	0	1	0.0
brethren	0	3	0.0
adultery	0	3	0.0
crusty	0	1	0.0
filch	0	1	0.0
minimal	0	11	0.0
reagent	0	1	0.0
streets	1	191	0.005208333333333333
craziest	0	2	0.0
tuner	0	2	0.0
reward	0	153	0.0
quests	0	8	0.0
twilight	0	22	0.0
millionth	0	1	0.0
recording	0	28	0.0
treasure	1	56	0.017543859649122806
apart	0	92	0.0
populations	0	3	0.0
crudely	0	1	0.0
handed	0	15	0.0
tides	0	11	0.0
ached	0	4	0.0
knees	0	84	0.0
ply	0	8	0.0
zoologist	0	1	0.0
rift	0	1	0.0
liens	0	1	0.0
busied	0	1	0.0
counted	0	22	0.0
porch	0	215	0.0
measurable	0	1	0.0
comparative	0	15	0.0
recidivism	0	3	0.0
receiving	0	162	0.0
spot	0	61	0.0
nutritionists	0	1	0.0
