ori_sentiment,tweet_text,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
happy,"er no, wrong again. I did my Art GCSE on Pollock. i have NEVER worked with Pollock Or Warhol. Wish I had!!!! ;","['er', 'no', 'wrong', 'again', 'i', 'did', 'do', 'my', 'art', 'gcse', 'on', 'pollock', 'i', 'have', 'never', 'worked', 'work', 'with', 'pollock', 'or', 'warhol', 'wish', 'i', 'had', 'have']",anticipation,1.0,0.391,inspired,9.0,2.4566218358699277,0.0,0.0,5.0,1.0,1.0,0.0,joy,5.0
not-relevant,The Steve Dixon Daily is out! Stories via,"['the', 'steve', 'dixon', 'daily', 'is', 'be', 'out', 'stories', 'story', 'via']",anticipation,1.0,0.35200000000000004,amused,6.0,1.0558732441181728,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,"#Gainsborough used light brushstrokes for 'The Morning Walk', blending the figures into t... via","['gainsborough', 'used', 'use', 'light', 'brushstrokes', 'brushstroke', 'for', 'the', 'morning', 'walk', 'blending', 'blend', 'the', 'figures', 'figure', 'into', 't...', 'via']",joy,2.0,0.5469999999999999,amused,11.0,2.060486353346984,1.0,1.0,5.0,0.0,0.0,1.0,joy,5.0
happy,"Great coffee at -brilliant exhibition &amp; performances, fab to catch up with too #CastleHill","['great', 'coffee', 'at', 'brilliant', 'exhibition', 'performances', 'performance', 'fab', 'to', 'catch', 'up', 'with', 'too', 'castlehill']",joy,3.0,1.723,inspired,8.0,1.5872132913005483,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,i would venture this would be a good moment to put in an offer for the remaining Elgin Marbles?,"['i', 'would', 'venture', 'this', 'would', 'be', 'a', 'good', 'moment', 'to', 'put', 'in', 'an', 'a', 'offer', 'for', 'the', 'remaining', 'remain', 'elgin', 'marbles']",trust,1.0,0.617,inspired,10.0,1.7683034102413033,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,At is being interviewed by for abt millionth visitor 2moro,"['at', 'is', 'be', 'being', 'be', 'interviewed', 'interview', 'by', 'for', 'abt', 'about', 'millionth', 'visitor', '2', 'moro']",anticipation,1.0,0.531,annoyed,6.0,1.1018550806845622,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
happy,L6 History of Art Dept on way to London to give public presentations excitement brewing photos to follow,"['l6', 'history', 'of', 'art', 'dept', 'on', 'way', 'to', 'london', 'to', 'give', 'public', 'presentations', 'presentation', 'excitement', 'brewing', 'photos', 'photo', 'to', 'follow']",anticipation,3.0,1.5859999999999999,inspired,14.0,2.6912703535895397,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
happy,"thanks for sharing National Gallery, have a great Wednesday : insight by","['thanks', 'for', 'sharing', 'share', 'national', 'gallery', 'have', 'a', 'great', 'wednesday', 'insight', 'by']",trust,2.0,1.1480000000000001,amused,8.0,1.6881597093049792,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,NOW SHOWING #102: The week is top exhibitions,"['now', 'showing', 'show', '102', 'the', 'week', 'is', 'be', 'top', 'exhibitions', 'exhibition']",trust,2.0,0.821,amused,6.0,1.0221623138899154,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,I visited some museums in London:,"['i', 'visited', 'visit', 'some', 'museums', 'museum', 'in', 'london']",,0.0,0.0,inspired,5.0,0.925145539960148,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,"The impossible world of MC Escher, of Scotland this summer","['the', 'impossible', 'world', 'of', 'mc', 'escher', 'of', 'scotland', 'this', 'summer']",joy,1.0,0.591,inspired,6.0,1.5440960164249804,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
happy,fabulous! :-,['fabulous'],joy,1.0,0.922,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
not-relevant,"The second GENOCIDE against#Biafrans as promised by#Buhari has begun, 3 days of unreported aerial Bombardment in#Biafraland","['the', 'second', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",fear,1.0,0.8440000000000001,angry,11.0,1.8440267812623912,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,"that is Edvard munch is ""The Scream,"" although the poem refers to its theft in 1994 from the #vizpoem","['that', 'is', 'be', 'edvard', 'munch', 'is', 'be', 'the', 'scream', 'although', 'the', 'poem', 'refers', 'refer', 'to', 'its', 'theft', 'in', '1994', 'from', 'the', '#vizpoem']",anger,2.0,1.34,amused,8.0,1.4881868127367934,1.0,0.0,6.0,2.0,1.0,0.0,joy,6.0
happy,Back at the with our second group of Y7s! Look! Female gladiators! #amazones,"['back', 'at', 'the', 'with', 'our', 'we', 'second', 'group', 'of', 'y7s', 'look', 'female', 'gladiators', 'gladiator', '#amazones', '#amazone']",fear,1.0,0.32799999999999996,inspired,7.0,1.1988628914089883,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
angry,#AskTheGallery Love Hate Private Sector Colonisation / Illegal Discrimination Against Unions #ReinsateCandy,"['ask', 'thegallery', 'love', 'hate', 'private', 'sector', 'colonisation', 'illegal', 'discrimination', 'against', 'unions', 'reinsatecandy']",anger,3.0,1.8279999999999998,annoyed,9.0,1.6479573900131665,1.0,1.0,2.0,1.0,1.0,0.0,joy,2.0
happy,Thanks!,['thanks'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,Book now for #wiredmoney with on 8 July,"['book', 'now', 'for', '#wiredmoney', 'with', 'on', '8', 'july']",,0.0,0.0,inspired,2.0,0.3515172235182794,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,a show of real commitment,"['a', 'show', 'of', 'real', 'commitment']",trust,2.0,0.9929999999999999,inspired,3.0,0.5449906555767404,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,"Spent the morning learning about #8mummies Fascinating and well-presented; a right balance of objects, info and interaction!","['spent', 'spend', 'the', 'morning', 'learning', 'learn', 'about', '8', 'mummies', 'mummy', 'fascinating', 'and', 'well', 'presented', 'present', 'a', 'right', 'balance', 'of', 'objects', 'object', 'info', 'and', 'interaction']",joy,3.0,0.966,inspired,17.0,3.585759584003417,0.0,0.0,11.0,0.0,0.0,0.0,joy,11.0
nocode,"#AskTheGallery : If you could be someone in a NG painting, who would you be?","['ask', 'thegallery', 'if', 'you', 'could', 'be', 'someone', 'in', 'a', 'ng', 'painting', 'who', 'would', 'you', 'be']",,0.0,0.0,inspired,6.0,1.241360087636365,1.0,1.0,0.0,0.0,1.0,0.0,,0.0
not-relevant,sexy porn sex with dance and sexual intercours,"['sexy', 'porn', 'sex', 'with', 'dance', 'and', 'sexual', 'intercours', 'intercour']",joy,2.0,1.167,amused,5.0,1.0857555822929168,0.0,0.0,6.0,0.0,0.0,1.0,joy,6.0
happy,"Hi, just wondered if you could RT our video, we are trying to raise awareness and make Arts more accessible. Thank you :","['hi', 'just', 'wondered', 'wonder', 'if', 'you', 'could', 'rt', 'rot', 'our', 'we', 'video', 'we', 'are', 'be', 'trying', 'try', 'to', 'raise', 'awareness', 'and', 'make', 'arts', 'art', 'more', 'accessible', 'thank', 'you']",disgust,1.0,0.8909999999999999,inspired,16.0,3.524003317188228,1.0,1.0,9.0,0.0,0.0,1.0,joy,9.0
happy,Great new blog on #DefiningBeauty at the Hay Festival; lively and informative,"['great', 'new', 'blog', 'on', 'definingbeauty', 'at', 'the', 'hay', 'festival', 'lively', 'and', 'informative']",joy,1.0,0.625,inspired,7.0,1.4594916475964985,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,… Really proud to be a part of The London Open this year Opening 15th July getting close!,"['really', 'proud', 'to', 'be', 'a', 'part', 'of', 'the', 'london', 'open', 'this', 'year', 'opening', 'open', '15th', 'july', 'getting', 'get', 'close']",joy,1.0,0.7040000000000001,inspired,11.0,2.032704369513713,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,{ } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics,"['korea', 'china', '#art', 'london', '#ttot', '#lp', '#vacation', '#trip', '#photography', 'photo', 'travel', '#travelpics', '#travelpic']",trust,1.0,0.42200000000000004,amused,5.0,0.7371328200972663,1.0,1.0,2.0,0.0,0.0,1.0,joy,2.0
happy,Looking forward to celebrating Marion Smith qc is silk appointment tonight,"['looking', 'look', 'forward', 'to', 'celebrating', 'celebrate', 'marion', 'smith', 'qc', 'is', 'be', 'silk', 'appointment', 'tonight']",joy,2.0,1.814,inspired,11.0,2.192009590361407,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,yep,['yep'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,#JamesRichards chooses #Bacon for final presentation of the #VACCollection MT Until Aug. 30,"['james', 'richards', 'chooses', 'choose', 'bacon', 'for', 'final', 'presentation', 'of', 'the', 'vaccollection', 'mt', 'until', 'aug.', '30']",,0.0,0.0,amused,8.0,2.0636451573839127,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,this sounds fab. Any special events on in the garden in September? Can't wait to come back and see it in autumn light,"['this', 'sounds', 'sound', 'fab', 'any', 'special', 'events', 'event', 'on', 'in', 'the', 'garden', 'in', 'september', 'ca', 'can', ""n't"", 'not', 'wait', 'to', 'come', 'back', 'and', 'see', 'it', 'in', 'autumn', 'light']",joy,5.0,1.9889999999999999,inspired,15.0,2.6886968231373474,0.0,0.0,8.0,2.0,0.0,0.0,joy,8.0
nocode,Millionth visitor arrived,"['millionth', 'visitor', 'arrived', 'arrive']",anticipation,2.0,1.125,annoyed,4.0,0.6218221069084766,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
happy,A cultural lunch break taking in Venus &amp; Mars by Botticelli. #beautiful,"['a', 'cultural', 'lunch', 'break', 'taking', 'take', 'in', 'venus', '&amp', 'mars', 'by', 'botticelli', '#beautiful']",surprise,1.0,0.461,amused,8.0,1.9740641481640855,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
happy,The perfect way to end with a picture of my favourite piece in the whole place the Sutton Hoo helmet,"['the', 'perfect', 'way', 'to', 'end', 'with', 'a', 'picture', 'of', 'my', 'favourite', 'piece', 'in', 'the', 'whole', 'place', 'the', 'sutton', 'hoo', 'helmet']",joy,1.0,0.7190000000000001,inspired,11.0,2.147727383025237,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
happy,Yes!,['yes'],,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,any suggestions for art schemes for kids this summer in East London?,"['any', 'suggestions', 'suggestion', 'for', 'art', 'schemes', 'scheme', 'for', 'kids', 'kid', 'this', 'summer', 'in', 'east', 'london']",joy,3.0,1.3399999999999999,inspired,10.0,1.956323209624295,1.0,1.0,5.0,0.0,0.0,1.0,joy,5.0
nocode,"so hey, what is with the alarms going off? Are you going to reopen soon or should I head home?","['so', 'hey', 'what', 'is', 'be', 'with', 'the', 'alarms', 'alarm', 'going', 'go', 'off', 'are', 'be', 'you', 'going', 'go', 'to', 'reopen', 'soon', 'or', 'should', 'i', 'head', 'home']",surprise,1.0,0.852,inspired,9.0,1.3543821366105047,0.0,0.0,3.0,1.0,1.0,0.0,joy,3.0
happy,. Cool! I could use one of these next time i am camping!,"['cool', 'i', 'could', 'use', 'one', 'of', 'these', 'next', 'time', 'i', 'am', 'be', 'camping', 'camp']",anticipation,1.0,0.516,amused,8.0,1.2745777567911865,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,Van Dyck showed a sense of animation in his early works. The child in this portrait is de... via,"['van', 'dyck', 'showed', 'show', 'a', 'sense', 'of', 'animation', 'in', 'his', 'he', 'early', 'works', 'work', 'the', 'child', 'in', 'this', 'portrait', 'is', 'be', 'de', 'via']",anticipation,1.0,0.523,inspired,12.0,2.006454636406787,0.0,0.0,6.0,0.0,2.0,0.0,joy,6.0
happy,our lovely volunteers and students at the CACL event thanks for hosting an inspiring event,"['our', 'we', 'lovely', 'volunteers', 'volunteer', 'and', 'students', 'student', 'at', 'the', 'cacl', 'event', 'thanks', 'for', 'hosting', 'host', 'an', 'a', 'inspiring', 'event']",trust,3.0,1.665,inspired,10.0,2.5711128643464645,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
happy,"cracking, is John Ashdown -Hill delivering the talk then?","['cracking', 'crack', 'is', 'be', 'john', 'ashdown', 'hill', 'delivering', 'deliver', 'the', 'talk', 'then']",,0.0,0.0,happy,8.0,1.775129622544098,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
nocode,Behind the scenes at Jackson pollock is new exhibition at #JustPublished,"['behind', 'the', 'scenes', 'scene', 'at', 'jackson', 'pollock', 'is', 'be', 'new', 'exhibition', 'at', 'justpublished']",,0.0,0.0,inspired,7.0,1.6474292054690487,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,Join our Index Editor Barbara Pezzini this lunchtime for her lecture on and modern British #art:,"['join', 'our', 'we', 'index', 'editor', 'barbara', 'pezzini', 'this', 'lunchtime', 'for', 'her', 'she', 'lecture', 'on', 'and', 'modern', 'british', '#art']",,0.0,0.0,inspired,8.0,1.5315354167407202,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",,0.0,0.0,inspired,2.0,0.36957788078621484,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
happy,#FollowFriday for being top influencers in my community this week :,"['follow', 'friday', 'for', 'being', 'be', 'top', 'influencers', 'influencer', 'in', 'my', 'community', 'this', 'week']",trust,2.0,0.946,inspired,7.0,1.381938445523972,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,Culture Minister Ed Vaizey places temporary export ban on Cezanne,"['culture', 'minister', 'ed', 'vaizey', 'places', 'place', 'temporary', 'export', 'ban', 'on', 'cezanne']",,0.0,0.0,amused,10.0,1.8332125668965125,2.0,2.0,2.0,0.0,0.0,0.0,,0.0
happy,Bests museums apps,"['bests', 'best', 'museums', 'museum', 'apps', 'app']",,0.0,0.0,amused,6.0,1.4825088278616056,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,"No matter how many times I come here, This is still one of my favourite places in London. #museumgeek","['no', 'matter', 'how', 'many', 'times', 'time', 'i', 'come', 'here', 'this', 'is', 'be', 'still', 'one', 'of', 'my', 'favourite', 'places', 'place', 'in', 'london', 'museumgeek']",anticipation,1.0,0.516,inspired,11.0,1.9394009939402463,0.0,0.0,6.0,1.0,1.0,0.0,joy,6.0
nocode,"What do paintings sound like?To find out, read about ""Soundscapes"", the latest project on our blog","['what', 'do', 'paintings', 'painting', 'sound', 'like', 'to', 'find', 'out', 'read', 'about', 'soundscapes', 'soundscape', 'the', 'latest', 'project', 'on', 'our', 'we', 'blog']",trust,1.0,0.484,inspired,11.0,2.2087674178228327,1.0,1.0,7.0,0.0,1.0,0.0,joy,7.0
nocode,"Rivane Neuenschwander has a solo show at as part of their 2015 children is Commission, from 23 June","['rivane', 'neuenschwander', 'has', 'have', 'a', 'solo', 'show', 'at', 'as', 'part', 'of', 'their', 'they', '2015', 'children', 'child', 'is', 'be', 'commission', 'from', '23', 'june']",trust,2.0,0.821,inspired,7.0,1.23979551974049,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,"Jackson Pollock, Jazz &amp; win tickets to stunning new exhibition:","['jackson', 'pollock', 'jazz', 'win', 'tickets', 'ticket', 'to', 'stunning', 'stun', 'new', 'exhibition']",joy,1.0,0.727,inspired,10.0,2.2824945833988273,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",,0.0,0.0,inspired,2.0,0.36957788078621484,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,cambridge is closing for two years from 22 June Director Andrew Nairn joins 17:50,"['cambridge', 'is', 'be', 'closing', 'close', 'for', 'two', 'years', 'year', 'from', '22', 'june', 'director', 'andrew', 'nairn', 'joins', 'join', '17:50']",trust,1.0,0.445,happy,12.0,2.076090411122584,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,Follow us &amp; RT this &amp; you could #win 2 tickets to the exhibition #IndigenousAustralia #BenugoTickets,"['follow', 'us', 'we', 'rt', 'this', 'you', 'could', '#win', '2', 'tickets', 'ticket', 'to', 'the', 'exhibition', 'indigenous', 'australia', 'benugotickets']",trust,1.0,0.47700000000000004,inspired,9.0,1.5403830396392215,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,This week is #PELHAMPICKS ft. Jackson Pollock: #BlindSpots opening 30 June,"['this', 'week', 'is', 'be', 'pelhampicks', 'ft.', 'jackson', 'pollock', 'blindspots', 'opening', 'open', '30', 'june']",,0.0,0.0,inspired,6.0,1.466543953267736,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,"Loved #DefiningBeauty thought it was stunning, I learnt SO MUCH. Beautifully curated. Fell in love with it all. Thank you","['loved', 'love', 'definingbeauty', 'thought', 'think', 'it', 'was', 'be', 'stunning', 'stun', 'i', 'learnt', 'learn', 'so', 'much', 'beautifully', 'curated', 'curate', 'fell', 'fall', 'in', 'love', 'with', 'it', 'all', 'thank', 'you']",joy,2.0,1.687,inspired,15.0,3.365012365476646,0.0,0.0,6.0,1.0,1.0,1.0,joy,6.0
happy,Well done looking forward to visiting next weekend for another look at #8mummies exhibit!,"['well', 'done', 'do', 'looking', 'look', 'forward', 'to', 'visiting', 'visit', 'next', 'weekend', 'for', 'another', 'look', 'at', '8', 'mummies', 'mummy', 'exhibit']",joy,1.0,0.441,amused,13.0,2.5858962811940627,0.0,0.0,9.0,0.0,0.0,0.0,joy,9.0
happy,"Highly recommend #DefiningBeauty exhibition to anyone who has not made it yet, well worth a visit before it closes next month","['highly', 'recommend', 'definingbeauty', 'exhibition', 'to', 'anyone', 'who', 'has', 'have', 'not', 'made', 'make', 'it', 'yet', 'well', 'worth', 'a', 'visit', 'before', 'it', 'closes', 'close', 'next', 'month']",trust,1.0,0.609,inspired,14.0,2.2440326450245776,0.0,0.0,9.0,1.0,1.0,0.0,joy,9.0
happy,"It was a amazing night , a pleasure to cook Bouillabaise in this stunning room for #LucyStein party","['it', 'was', 'be', 'a', 'amazing', 'night', 'a', 'pleasure', 'to', 'cook', 'bouillabaise', 'in', 'this', 'stunning', 'stun', 'room', 'for', 'lucystein', 'party']",joy,2.0,1.568,inspired,8.0,1.4703333653364012,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
not-relevant,are you out tonight?,"['are', 'be', 'you', 'out', 'tonight']",,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
sad,it is been one of those days... #sorefeet,"['it', 'is', 'be', 'been', 'be', 'one', 'of', 'those', 'days', 'day', '#sorefeet']",,0.0,0.0,inspired,3.0,0.5066627613524912,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,Beautiful exhibit. I wish to have seen it on my last trip to UK in Nov.,"['beautiful', 'exhibit', 'i', 'wish', 'to', 'have', 'seen', 'see', 'it', 'on', 'my', 'last', 'trip', 'to', 'uk', 'in', 'nov.']",joy,1.0,0.7809999999999999,inspired,8.0,1.7526803800267723,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
happy,"Today: last invigilation at gallery before closure. Thanks for having me, folks, it is been a wonderful thing to do.","['today', 'last', 'invigilation', 'at', 'gallery', 'before', 'closure', 'thanks', 'for', 'having', 'have', 'me', 'i', 'folks', 'folk', 'it', 'is', 'be', 'been', 'be', 'a', 'wonderful', 'thing', 'to', 'do']",joy,2.0,1.035,inspired,9.0,1.7718174548979033,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
nocode,Have a look at my 360 spin images from the in Exeter #devonhour,"['have', 'a', 'look', 'at', 'my', '360', 'spin', 'images', 'image', 'from', 'the', 'in', 'exeter', 'devonhour']",,0.0,0.0,amused,5.0,1.1451649031875881,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
not-relevant,,['nan'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
surprise,Oh? How so?,"['oh', 'how', 'so']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,surprise,1.0
nocode,that is such a sexy way of putting it,"['that', 'is', 'be', 'such', 'a', 'sexy', 'way', 'of', 'putting', 'put', 'it']",,0.0,0.0,inspired,4.0,0.7207138479255276,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,"thanks for sharing National Gallery, have a great Tuesday :","['thanks', 'for', 'sharing', 'share', 'national', 'gallery', 'have', 'a', 'great', 'tuesday']",joy,3.0,0.9239999999999999,amused,7.0,1.5046150615793186,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,Reminds me of this pendant I saw the other day,"['reminds', 'remind', 'me', 'i', 'of', 'this', 'pendant', 'i', 'saw', 'see', 'the', 'other', 'day']",,0.0,0.0,inspired,6.0,1.3585407403462482,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
happy,A modern looking university Fitzwilliam. Contemporary! Hubby studied here. 😉,"['a', 'modern', 'looking', 'look', 'university', 'fitzwilliam', 'contemporary', 'hubby', 'studied', 'study', 'here']",anticipation,1.0,0.406,inspired,9.0,2.4154420868492394,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,The frontal eye fits him so well,"['the', 'frontal', 'eye', 'fits', 'fit', 'him', 'he', 'so', 'well']",anger,1.0,0.561,amused,5.0,1.096186341521635,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Lucky you. I want to see this..,"['lucky', 'you', 'i', 'want', 'to', 'see', 'this']",joy,1.0,0.721,inspired,3.0,0.6258783321533541,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,#DefiningBeauty by defining ugly: what did the ancient Greeks find grotesque?,"['definingbeauty', 'by', 'defining', 'define', 'ugly', 'what', 'did', 'do', 'the', 'ancient', 'greeks', 'find', 'grotesque']",disgust,2.0,1.468,inspired,7.0,1.3183451487471343,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
nocode,Is the date 1519 correct?,"['is', 'be', 'the', 'date', '1519', 'correct']",joy,1.0,0.344,annoyed,2.0,0.35648056599656053,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,"Thanks for the fave of Wounded Amazon.I really love #DefiningBeauty ,have visited+drawn there many times:","['thanks', 'for', 'the', 'fave', 'of', 'wounded', 'amazon', 'i', 'really', 'love', 'definingbeauty', 'have', 'visited', 'visit', 'drawn', 'draw', 'there', 'many', 'times', 'time']",joy,1.0,0.828,amused,13.0,2.213202238430851,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
nocode,"New post! Interesting things i have learned from ""A #History of the World..."" podcast … #arthistory #art","['new', 'post', 'interesting', 'things', 'thing', 'i', 'have', 'learned', 'learn', 'from', 'a', 'history', 'of', 'the', 'world', 'podcast', '#arthistory']",,0.0,0.0,inspired,10.0,2.245271350348463,0.0,0.0,9.0,0.0,1.0,0.0,joy,9.0
nocode,V life -like painted in 1658 RT works by de Hooch known for orderly interiors and sunny courtyards,"['v', 'life', 'like', 'painted', 'paint', 'in', '1658', 'rt', 'works', 'work', 'by', 'de', 'hooch', 'known', 'know', 'for', 'orderly', 'interiors', 'interior', 'and', 'sunny', 'courtyards', 'courtyard']",joy,2.0,1.0,amused,16.0,3.8033710307812836,1.0,1.0,6.0,0.0,0.0,0.0,joy,6.0
nocode,#giveaway #art #dvd &amp; #book #bundles,"['#giveaway', '#art', '#dvd', '#book', '#bundles', '#bundle']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
happy,I enjoyed #Minions. The best cinematic turn from since #Skyfall. A lot of fun but not amazing. Some good laughs.,"['i', 'enjoyed', 'enjoy', 'minions', 'the', 'best', 'cinematic', 'turn', 'from', 'since', 'skyfall', 'a', 'lot', 'of', 'fun', 'but', 'not', 'amazing', 'some', 'good', 'laughs', 'laugh']",joy,5.0,3.7880000000000003,amused,14.0,3.342795435257017,0.0,0.0,8.0,1.0,1.0,0.0,joy,8.0
nocode,#ff,['#ff'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
not-relevant,Follow #FF sayeth the Lord.,"['follow', 'ff', 'sayeth', 'the', 'lord']",trust,2.0,0.922,amused,4.0,1.152751688878674,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,Enjoyable afternoon discussing restorative potential of home place &amp; everyday gesture #OpenHouse,"['enjoyable', 'afternoon', 'discussing', 'discuss', 'restorative', 'potential', 'of', 'home', 'place', 'everyday', 'gesture', 'openhouse']",joy,3.0,1.264,inspired,10.0,2.2510935310610343,0.0,0.0,3.0,1.0,1.0,0.0,joy,3.0
happy,The Newscomber is out! Stories via,"['the', 'newscomber', 'is', 'be', 'out', 'stories', 'story', 'via']",,0.0,0.0,inspired,3.0,0.6200154243276296,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,"CfP ""Negotiating art ǀ Dealers &amp; museums"" conference April 2016 via #NegotiatingArt","['cfp', 'negotiating', 'art', 'ǀ', 'dealers', 'dealer', 'museums', 'museum', 'conference', 'april', '2016', 'via', 'negotiating', 'art']",anticipation,1.0,0.391,inspired,9.0,1.478816829300013,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,i am guessing Mesoamerican from the handle?,"['i', 'am', 'be', 'guessing', 'guess', 'mesoamerican', 'from', 'the', 'handle']",surprise,1.0,0.39799999999999996,dontcare,4.0,0.9847303518083599,0.0,0.0,3.0,0.0,2.0,0.0,joy,3.0
happy,"After #CultureGeek yesterday, I have to recommend everyone follows Head of Digital &amp; Publishing &gt;&gt;&gt;&gt;","['after', 'culturegeek', 'yesterday', 'i', 'have', 'to', 'recommend', 'everyone', 'follows', 'follow', 'head', 'of', 'digital', '&amp', 'publishing', '&gt', '&gt', '&gt', '&gt']",trust,2.0,1.086,inspired,8.0,1.348542365551332,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,"Had tour round the excellent this afternoon, thanks well worth a visit #ILoveMuseums","['had', 'have', 'tour', 'round', 'the', 'excellent', 'this', 'afternoon', 'thanks', 'well', 'worth', 'a', 'visit', 'ilovemuseums']",joy,1.0,0.812,inspired,8.0,1.3482692662425684,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
nocode,wild guess -pay people less?,"['wild', 'guess', 'pay', 'people', 'less']",surprise,2.0,0.984,inspired,5.0,0.8353908445039012,0.0,0.0,1.0,1.0,1.0,0.0,,0.0
happy,The Enid Blyton show at is simply wizard!,"['the', 'enid', 'blyton', 'show', 'at', 'is', 'be', 'simply', 'wizard']",surprise,1.0,0.469,sad,5.0,1.6875336942150132,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy|sad,Queuing to get into sucks but at least it is moving pretty quickly,"['queuing', 'que', 'to', 'get', 'into', 'sucks', 'suck', 'but', 'at', 'least', 'it', 'is', 'be', 'moving', 'move', 'pretty', 'quickly']",sadness,2.0,0.6699999999999999,inspired,10.0,1.7450885294255043,1.0,1.0,5.0,0.0,0.0,0.0,joy,5.0
