ori_sentiment,tweet_text,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
angry,Agreed Eat my sandwiches daily 4 inspiring surroundings. Inspired rage that day. Whats nxt,"['agreed', 'agree', 'eat', 'my', 'sandwiches', 'sandwich', 'daily', '4', 'inspiring', 'surroundings', 'inspired', 'inspire', 'rage', 'that', 'day', 'what', 's', 'be', 'nxt']",1.0,0.9109999999999999,0.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,1.0,0.406,2.0,0.954,3.0,1.9300000000000002,trust,3.0,1.9300000000000002
nocode,what happended to the contents of bullock is Museum of Napoleonica at the Egyptian Hall in Piccadilly?,"['what', 'happended', 'happend', 'to', 'the', 'contents', 'of', 'bullock', 'is', 'be', 'museum', 'of', 'napoleonica', 'at', 'the', 'egyptian', 'hall', 'in', 'piccadilly']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Preparation for 50 VIPs at the Serving the 4 Glasses of Plymouth Gin #plymouth #gin,"['preparation', 'for', '50', 'vips', 'vip', 'at', 'the', 'serving', 'serve', 'the', '4', 'glasses', 'of', 'plymouth', 'gin', 'plymouth']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.586,1.0,0.414,anticipation,1.0,0.586
nocode,Taking it really easy at the #art #london,"['taking', 'take', 'it', 'really', 'easy', 'at', 'the', '#art', '#london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"Last chance to visit until 2017 plus Threads-style nuclear bunker, + more free at #CastleHill15 until 5pm","['last', 'chance', 'to', 'visit', 'until', '2017', 'plus', 'threads', 'thread', 'style', 'nuclear', 'bunker', 'more', 'free', 'at', 'castle', 'hill', '15', 'until', '5', 'pm']",0.0,0.0,0.0,0.0,1.0,0.375,2.0,0.763,0.0,0.0,1.0,0.516,0.0,0.0,0.0,0.0,joy,2.0,0.763
happy,"for Pollock, Ligon &amp; Brātescu PV. Top speeches","['for', 'pollock', 'ligon', '&amp', 'brātescu', 'pv', 'top', 'speeches', 'speech']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39799999999999996,1.0,0.469,trust,1.0,0.469
happy,The Top 5 Art Shows to 2C in London NOW:,"['the', 'top', '5', 'art', 'shows', 'show', 'to', '2c', 'in', 'london', 'now']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,2.0,0.7889999999999999,2.0,0.821,trust,2.0,0.821
nocode,"Napoleonic code? End of traditional monarchies? Disciplined? Brave? Excellent tactician? Visionary? Etc, etc...","['napoleonic', 'code', 'end', 'of', 'traditional', 'monarchies', 'monarchy', 'disciplined', 'brave', 'excellent', 'tactician', 'visionary', 'etc', 'etc']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.312,0.0,0.0,0.0,0.0,1.0,0.602,3.0,1.8519999999999999,trust,3.0,1.8519999999999999
happy,Thanks LOOKS really exciting slowed down perception best wishes,"['thanks', 'looks', 'look', 'really', 'exciting', 'slowed', 'down', 'perception', 'best', 'wishes', 'wish']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.853,1.0,0.281,1.0,0.672,1.0,0.797,0.0,0.0,joy,1.0,0.853
happy,Great to see represented by its excellent and hardworking Curator of Ethnography.,"['great', 'to', 'see', 'represented', 'represent', 'by', 'its', 'excellent', 'and', 'hardworking', 'curator', 'of', 'ethnography']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6559999999999999,joy,1.0,0.812
nocode,Catch #SINCru performing at the #CastleHill open day tomorrow between 4PM 5PM organised by #Cambridge,"['catch', 'sin', 'cru', 'performing', 'perform', 'at', 'the', 'castle', 'hill', 'open', 'day', 'tomorrow', 'between', '4', 'pm', '5', 'pm', 'organised', 'by', 'cambridge']",1.0,0.547,1.0,0.625,1.0,0.56,1.0,0.21899999999999997,1.0,0.516,1.0,0.32,1.0,0.648,0.0,0.0,anticipation,1.0,0.648
happy,"er no, wrong again. I did my Art GCSE on Pollock. i have NEVER worked with Pollock Or Warhol. Wish I had!!!! ;","['er', 'no', 'wrong', 'again', 'i', 'did', 'do', 'my', 'art', 'gcse', 'on', 'pollock', 'i', 'have', 'never', 'worked', 'work', 'with', 'pollock', 'or', 'warhol', 'wish', 'i', 'had', 'have']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,anticipation,1.0,0.391
not-relevant,The Steve Dixon Daily is out! Stories via,"['the', 'steve', 'dixon', 'daily', 'is', 'be', 'out', 'stories', 'story', 'via']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35200000000000004,0.0,0.0,anticipation,1.0,0.35200000000000004
nocode,"#Gainsborough used light brushstrokes for 'The Morning Walk', blending the figures into t... via","['gainsborough', 'used', 'use', 'light', 'brushstrokes', 'brushstroke', 'for', 'the', 'morning', 'walk', 'blending', 'blend', 'the', 'figures', 'figure', 'into', 't...', 'via']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5469999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,0.5469999999999999
happy,"Great coffee at -brilliant exhibition &amp; performances, fab to catch up with too #CastleHill","['great', 'coffee', 'at', 'brilliant', 'exhibition', 'performances', 'performance', 'fab', 'to', 'catch', 'up', 'with', 'too', 'castlehill']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.723,0.0,0.0,1.0,0.32,1.0,0.461,1.0,0.609,joy,3.0,1.723
nocode,i would venture this would be a good moment to put in an offer for the remaining Elgin Marbles?,"['i', 'would', 'venture', 'this', 'would', 'be', 'a', 'good', 'moment', 'to', 'put', 'in', 'an', 'a', 'offer', 'for', 'the', 'remaining', 'remain', 'elgin', 'marbles']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.547,0.0,0.0,1.0,0.21899999999999997,1.0,0.38299999999999995,1.0,0.617,trust,1.0,0.617
nocode,At is being interviewed by for abt millionth visitor 2moro,"['at', 'is', 'be', 'being', 'be', 'interviewed', 'interview', 'by', 'for', 'abt', 'about', 'millionth', 'visitor', '2', 'moro']",0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.531,0.0,0.0,anticipation,1.0,0.531
happy,L6 History of Art Dept on way to London to give public presentations excitement brewing photos to follow,"['l6', 'history', 'of', 'art', 'dept', 'on', 'way', 'to', 'london', 'to', 'give', 'public', 'presentations', 'presentation', 'excitement', 'brewing', 'photos', 'photo', 'to', 'follow']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1560000000000001,1.0,0.0,2.0,0.9060000000000001,3.0,1.5859999999999999,1.0,0.47700000000000004,anticipation,3.0,1.5859999999999999
happy,"thanks for sharing National Gallery, have a great Wednesday : insight by","['thanks', 'for', 'sharing', 'share', 'national', 'gallery', 'have', 'a', 'great', 'wednesday', 'insight', 'by']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.877,0.0,0.0,0.0,0.0,1.0,0.445,2.0,1.1480000000000001,trust,2.0,1.1480000000000001
nocode,NOW SHOWING #102: The week is top exhibitions,"['now', 'showing', 'show', '102', 'the', 'week', 'is', 'be', 'top', 'exhibitions', 'exhibition']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39799999999999996,2.0,0.821,trust,2.0,0.821
nocode,I visited some museums in London:,"['i', 'visited', 'visit', 'some', 'museums', 'museum', 'in', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"The impossible world of MC Escher, of Scotland this summer","['the', 'impossible', 'world', 'of', 'mc', 'escher', 'of', 'scotland', 'this', 'summer']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.591,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.591
happy,fabulous! :-,['fabulous'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.922
not-relevant,"The second GENOCIDE against#Biafrans as promised by#Buhari has begun, 3 days of unreported aerial Bombardment in#Biafraland","['the', 'second', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",1.0,0.606,0.0,0.0,1.0,0.8440000000000001,1.0,0.415,0.0,0.0,0.0,0.0,1.0,0.516,1.0,0.773,fear,1.0,0.8440000000000001
nocode,"that is Edvard munch is ""The Scream,"" although the poem refers to its theft in 1994 from the #vizpoem","['that', 'is', 'be', 'edvard', 'munch', 'is', 'be', 'the', 'scream', 'although', 'the', 'poem', 'refers', 'refer', 'to', 'its', 'theft', 'in', '1994', 'from', 'the', '#vizpoem']",2.0,1.34,2.0,0.938,2.0,1.25,0.0,0.0,1.0,0.531,1.0,0.7190000000000001,0.0,0.0,0.0,0.0,anger,2.0,1.34
happy,Back at the with our second group of Y7s! Look! Female gladiators! #amazones,"['back', 'at', 'the', 'with', 'our', 'we', 'second', 'group', 'of', 'y7s', 'look', 'female', 'gladiators', 'gladiator', '#amazones', '#amazone']",0.0,0.0,0.0,0.0,1.0,0.32799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.32799999999999996
angry,#AskTheGallery Love Hate Private Sector Colonisation / Illegal Discrimination Against Unions #ReinsateCandy,"['ask', 'thegallery', 'love', 'hate', 'private', 'sector', 'colonisation', 'illegal', 'discrimination', 'against', 'unions', 'reinsatecandy']",3.0,1.8279999999999998,3.0,1.789,3.0,1.375,1.0,0.828,3.0,1.7029999999999998,0.0,0.0,0.0,0.0,1.0,0.758,anger,3.0,1.8279999999999998
happy,Thanks!,['thanks'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Book now for #wiredmoney with on 8 July,"['book', 'now', 'for', '#wiredmoney', 'with', 'on', '8', 'july']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,a show of real commitment,"['a', 'show', 'of', 'real', 'commitment']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9929999999999999,trust,2.0,0.9929999999999999
happy,"Spent the morning learning about #8mummies Fascinating and well-presented; a right balance of objects, info and interaction!","['spent', 'spend', 'the', 'morning', 'learning', 'learn', 'about', '8', 'mummies', 'mummy', 'fascinating', 'and', 'well', 'presented', 'present', 'a', 'right', 'balance', 'of', 'objects', 'object', 'info', 'and', 'interaction']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.966,0.0,0.0,1.0,0.32,1.0,0.516,2.0,0.953,joy,3.0,0.966
nocode,"#AskTheGallery : If you could be someone in a NG painting, who would you be?","['ask', 'thegallery', 'if', 'you', 'could', 'be', 'someone', 'in', 'a', 'ng', 'painting', 'who', 'would', 'you', 'be']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,sexy porn sex with dance and sexual intercours,"['sexy', 'porn', 'sex', 'with', 'dance', 'and', 'sexual', 'intercours', 'intercour']",0.0,0.0,1.0,0.703,0.0,0.0,2.0,1.167,0.0,0.0,0.0,0.0,1.0,0.695,2.0,0.734,joy,2.0,1.167
happy,"Hi, just wondered if you could RT our video, we are trying to raise awareness and make Arts more accessible. Thank you :","['hi', 'just', 'wondered', 'wonder', 'if', 'you', 'could', 'rt', 'rot', 'our', 'we', 'video', 'we', 'are', 'be', 'trying', 'try', 'to', 'raise', 'awareness', 'and', 'make', 'arts', 'art', 'more', 'accessible', 'thank', 'you']",0.0,0.0,1.0,0.8909999999999999,1.0,0.594,2.0,0.84,2.0,0.5,2.0,0.6950000000000001,1.0,0.391,1.0,0.609,disgust,1.0,0.8909999999999999
happy,Great new blog on #DefiningBeauty at the Hay Festival; lively and informative,"['great', 'new', 'blog', 'on', 'definingbeauty', 'at', 'the', 'hay', 'festival', 'lively', 'and', 'informative']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,1.0,0.266,1.0,0.562,0.0,0.0,joy,1.0,0.625
happy,… Really proud to be a part of The London Open this year Opening 15th July getting close!,"['really', 'proud', 'to', 'be', 'a', 'part', 'of', 'the', 'london', 'open', 'this', 'year', 'opening', 'open', '15th', 'july', 'getting', 'get', 'close']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7040000000000001,0.0,0.0,0.0,0.0,1.0,0.406,1.0,0.547,joy,1.0,0.7040000000000001
nocode,{ } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics,"['korea', 'china', '#art', 'london', '#ttot', '#lp', '#vacation', '#trip', '#photography', 'photo', 'travel', '#travelpics', '#travelpic']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42200000000000004,trust,1.0,0.42200000000000004
happy,Looking forward to celebrating Marion Smith qc is silk appointment tonight,"['looking', 'look', 'forward', 'to', 'celebrating', 'celebrate', 'marion', 'smith', 'qc', 'is', 'be', 'silk', 'appointment', 'tonight']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.814,0.0,0.0,0.0,0.0,1.0,0.672,1.0,0.312,joy,2.0,1.814
nocode,yep,['yep'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,#JamesRichards chooses #Bacon for final presentation of the #VACCollection MT Until Aug. 30,"['james', 'richards', 'chooses', 'choose', 'bacon', 'for', 'final', 'presentation', 'of', 'the', 'vaccollection', 'mt', 'until', 'aug.', '30']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,this sounds fab. Any special events on in the garden in September? Can't wait to come back and see it in autumn light,"['this', 'sounds', 'sound', 'fab', 'any', 'special', 'events', 'event', 'on', 'in', 'the', 'garden', 'in', 'september', 'ca', 'can', ""n't"", 'not', 'wait', 'to', 'come', 'back', 'and', 'see', 'it', 'in', 'autumn', 'light']",0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9889999999999999,0.0,0.0,0.0,0.0,1.0,0.523,0.0,0.0,joy,5.0,1.9889999999999999
nocode,Millionth visitor arrived,"['millionth', 'visitor', 'arrived', 'arrive']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,2.0,1.125,0.0,0.0,anticipation,2.0,1.125
happy,A cultural lunch break taking in Venus &amp; Mars by Botticelli. #beautiful,"['a', 'cultural', 'lunch', 'break', 'taking', 'take', 'in', 'venus', '&amp', 'mars', 'by', 'botticelli', '#beautiful']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.156,0.0,0.0,1.0,0.461,0.0,0.0,0.0,0.0,surprise,1.0,0.461
happy,The perfect way to end with a picture of my favourite piece in the whole place the Sutton Hoo helmet,"['the', 'perfect', 'way', 'to', 'end', 'with', 'a', 'picture', 'of', 'my', 'favourite', 'piece', 'in', 'the', 'whole', 'place', 'the', 'sutton', 'hoo', 'helmet']",0.0,0.0,0.0,0.0,1.0,0.094,1.0,0.7190000000000001,0.0,0.0,0.0,0.0,1.0,0.445,1.0,0.539,joy,1.0,0.7190000000000001
happy,Yes!,['yes'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,any suggestions for art schemes for kids this summer in East London?,"['any', 'suggestions', 'suggestion', 'for', 'art', 'schemes', 'scheme', 'for', 'kids', 'kid', 'this', 'summer', 'in', 'east', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,joy,3.0,1.3399999999999999
nocode,"so hey, what is with the alarms going off? Are you going to reopen soon or should I head home?","['so', 'hey', 'what', 'is', 'be', 'with', 'the', 'alarms', 'alarm', 'going', 'go', 'off', 'are', 'be', 'you', 'going', 'go', 'to', 'reopen', 'soon', 'or', 'should', 'i', 'head', 'home']",0.0,0.0,0.0,0.0,1.0,0.688,1.0,0.5589999999999999,0.0,0.0,1.0,0.852,0.0,0.0,0.0,0.0,surprise,1.0,0.852
happy,. Cool! I could use one of these next time i am camping!,"['cool', 'i', 'could', 'use', 'one', 'of', 'these', 'next', 'time', 'i', 'am', 'be', 'camping', 'camp']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.221,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
nocode,Van Dyck showed a sense of animation in his early works. The child in this portrait is de... via,"['van', 'dyck', 'showed', 'show', 'a', 'sense', 'of', 'animation', 'in', 'his', 'he', 'early', 'works', 'work', 'the', 'child', 'in', 'this', 'portrait', 'is', 'be', 'de', 'via']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.466,0.0,0.0,0.0,0.0,1.0,0.523,1.0,0.35200000000000004,anticipation,1.0,0.523
happy,our lovely volunteers and students at the CACL event thanks for hosting an inspiring event,"['our', 'we', 'lovely', 'volunteers', 'volunteer', 'and', 'students', 'student', 'at', 'the', 'cacl', 'event', 'thanks', 'for', 'hosting', 'host', 'an', 'a', 'inspiring', 'event']",0.0,0.0,0.0,0.0,1.0,0.031,2.0,1.0130000000000001,1.0,0.009000000000000001,1.0,0.18,2.0,1.0,3.0,1.665,trust,3.0,1.665
happy,"cracking, is John Ashdown -Hill delivering the talk then?","['cracking', 'crack', 'is', 'be', 'john', 'ashdown', 'hill', 'delivering', 'deliver', 'the', 'talk', 'then']",0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Behind the scenes at Jackson pollock is new exhibition at #JustPublished,"['behind', 'the', 'scenes', 'scene', 'at', 'jackson', 'pollock', 'is', 'be', 'new', 'exhibition', 'at', 'justpublished']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Join our Index Editor Barbara Pezzini this lunchtime for her lecture on and modern British #art:,"['join', 'our', 'we', 'index', 'editor', 'barbara', 'pezzini', 'this', 'lunchtime', 'for', 'her', 'she', 'lecture', 'on', 'and', 'modern', 'british', '#art']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,#FollowFriday for being top influencers in my community this week :,"['follow', 'friday', 'for', 'being', 'be', 'top', 'influencers', 'influencer', 'in', 'my', 'community', 'this', 'week']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,0.0,1.0,0.39799999999999996,2.0,0.946,trust,2.0,0.946
nocode,Culture Minister Ed Vaizey places temporary export ban on Cezanne,"['culture', 'minister', 'ed', 'vaizey', 'places', 'place', 'temporary', 'export', 'ban', 'on', 'cezanne']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Bests museums apps,"['bests', 'best', 'museums', 'museum', 'apps', 'app']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,"No matter how many times I come here, This is still one of my favourite places in London. #museumgeek","['no', 'matter', 'how', 'many', 'times', 'time', 'i', 'come', 'here', 'this', 'is', 'be', 'still', 'one', 'of', 'my', 'favourite', 'places', 'place', 'in', 'london', 'museumgeek']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,1.0,0.47700000000000004,anticipation,1.0,0.516
nocode,"What do paintings sound like?To find out, read about ""Soundscapes"", the latest project on our blog","['what', 'do', 'paintings', 'painting', 'sound', 'like', 'to', 'find', 'out', 'read', 'about', 'soundscapes', 'soundscape', 'the', 'latest', 'project', 'on', 'our', 'we', 'blog']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,trust,1.0,0.484
nocode,"Rivane Neuenschwander has a solo show at as part of their 2015 children is Commission, from 23 June","['rivane', 'neuenschwander', 'has', 'have', 'a', 'solo', 'show', 'at', 'as', 'part', 'of', 'their', 'they', '2015', 'children', 'child', 'is', 'be', 'commission', 'from', '23', 'june']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.466,0.0,0.0,0.0,0.0,1.0,0.523,2.0,0.821,trust,2.0,0.821
nocode,"Jackson Pollock, Jazz &amp; win tickets to stunning new exhibition:","['jackson', 'pollock', 'jazz', 'win', 'tickets', 'ticket', 'to', 'stunning', 'stun', 'new', 'exhibition']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,1.0,0.711,0.0,0.0,0.0,0.0,joy,1.0,0.727
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,cambridge is closing for two years from 22 June Director Andrew Nairn joins 17:50,"['cambridge', 'is', 'be', 'closing', 'close', 'for', 'two', 'years', 'year', 'from', '22', 'june', 'director', 'andrew', 'nairn', 'joins', 'join', '17:50']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.445,trust,1.0,0.445
nocode,Follow us &amp; RT this &amp; you could #win 2 tickets to the exhibition #IndigenousAustralia #BenugoTickets,"['follow', 'us', 'we', 'rt', 'this', 'you', 'could', '#win', '2', 'tickets', 'ticket', 'to', 'the', 'exhibition', 'indigenous', 'australia', 'benugotickets']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47700000000000004,trust,1.0,0.47700000000000004
nocode,This week is #PELHAMPICKS ft. Jackson Pollock: #BlindSpots opening 30 June,"['this', 'week', 'is', 'be', 'pelhampicks', 'ft.', 'jackson', 'pollock', 'blindspots', 'opening', 'open', '30', 'june']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,"Loved #DefiningBeauty thought it was stunning, I learnt SO MUCH. Beautifully curated. Fell in love with it all. Thank you","['loved', 'love', 'definingbeauty', 'thought', 'think', 'it', 'was', 'be', 'stunning', 'stun', 'i', 'learnt', 'learn', 'so', 'much', 'beautifully', 'curated', 'curate', 'fell', 'fall', 'in', 'love', 'with', 'it', 'all', 'thank', 'you']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.687,2.0,0.871,1.0,0.711,1.0,0.414,1.0,0.758,joy,2.0,1.687
happy,Well done looking forward to visiting next weekend for another look at #8mummies exhibit!,"['well', 'done', 'do', 'looking', 'look', 'forward', 'to', 'visiting', 'visit', 'next', 'weekend', 'for', 'another', 'look', 'at', '8', 'mummies', 'mummy', 'exhibit']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.441
happy,"Highly recommend #DefiningBeauty exhibition to anyone who has not made it yet, well worth a visit before it closes next month","['highly', 'recommend', 'definingbeauty', 'exhibition', 'to', 'anyone', 'who', 'has', 'have', 'not', 'made', 'make', 'it', 'yet', 'well', 'worth', 'a', 'visit', 'before', 'it', 'closes', 'close', 'next', 'month']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.609,trust,1.0,0.609
happy,"It was a amazing night , a pleasure to cook Bouillabaise in this stunning room for #LucyStein party","['it', 'was', 'be', 'a', 'amazing', 'night', 'a', 'pleasure', 'to', 'cook', 'bouillabaise', 'in', 'this', 'stunning', 'stun', 'room', 'for', 'lucystein', 'party']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.568,0.0,0.0,1.0,0.711,0.0,0.0,0.0,0.0,joy,2.0,1.568
not-relevant,are you out tonight?,"['are', 'be', 'you', 'out', 'tonight']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sad,it is been one of those days... #sorefeet,"['it', 'is', 'be', 'been', 'be', 'one', 'of', 'those', 'days', 'day', '#sorefeet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Beautiful exhibit. I wish to have seen it on my last trip to UK in Nov.,"['beautiful', 'exhibit', 'i', 'wish', 'to', 'have', 'seen', 'see', 'it', 'on', 'my', 'last', 'trip', 'to', 'uk', 'in', 'nov.']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7809999999999999,0.0,0.0,1.0,0.281,0.0,0.0,0.0,0.0,joy,1.0,0.7809999999999999
happy,"Today: last invigilation at gallery before closure. Thanks for having me, folks, it is been a wonderful thing to do.","['today', 'last', 'invigilation', 'at', 'gallery', 'before', 'closure', 'thanks', 'for', 'having', 'have', 'me', 'i', 'folks', 'folk', 'it', 'is', 'be', 'been', 'be', 'a', 'wonderful', 'thing', 'to', 'do']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.035,1.0,0.195,1.0,0.45299999999999996,1.0,0.35200000000000004,1.0,0.625,joy,2.0,1.035
nocode,Have a look at my 360 spin images from the in Exeter #devonhour,"['have', 'a', 'look', 'at', 'my', '360', 'spin', 'images', 'image', 'from', 'the', 'in', 'exeter', 'devonhour']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,,['nan'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
surprise,Oh? How so?,"['oh', 'how', 'so']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,that is such a sexy way of putting it,"['that', 'is', 'be', 'such', 'a', 'sexy', 'way', 'of', 'putting', 'put', 'it']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
