ori_sentiment,text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
sadness,"My parents do not like my friend and told me not to go out with  
him.","['my', 'parents', 'do', 'not', 'like', 'my', 'friend', 'and', 'told', 'me', 'not', 'to', 'go', 'out', 'with', 'him']","['parent', ""do'"", 'not', 'like', 'my', 'friend', 'and', 'tell', ""me'"", 'not', ""to'"", 'go', 'out', 'with', 'he']",joy,1.0,0.47100000000000003,surprise,7.0,1.2726657696834163,joy,6.0
sadness,My grandmother died.,"['my', 'grandmother', 'died']","['grandmother', 'die']",sadness,2.0,1.6789999999999998,sadness,3.0,0.6166959462500515,sadness,1.0
disgust,Saw someone spitting in public.,"['saw', 'someone', 'spitting', 'in', 'public']","[""'saw"", 'someone', 'spitting', 'in', 'public']",,0.0,0.0,disgust,4.0,0.7514311428135757,joy,2.0
sadness,Failing in an examn because of lazyness.,"['failing', 'in', 'an', 'examn', 'because', 'of', 'lazyness']","['fail', 'in', 'a', 'examn', 'because', 'of', 'lazyness']",sadness,1.0,0.6409999999999999,anger,2.0,0.3312232957243658,,0.0
sadness,Losing my temper to my sister.,"['losing', 'my', 'temper', 'to', 'my', 'sister']","['lose', 'my', 'temper', ""to'"", 'my', 'sister']",anger,3.0,1.298,surprise,4.0,0.6509013994488096,sadness,1.0
joy,Finding out that I can go to your English lectures.,"['finding', 'out', 'that', 'i', 'can', 'go', 'to', 'your', 'english', 'lectures']","['find', 'out', 'that', ""i'"", 'can', 'go', ""to'"", 'you', 'english', 'lecture']",,0.0,0.0,surprise,6.0,1.6369773051142533,joy,5.0
fear,Staying alone in a dark place.,"['staying', 'alone', 'in', 'a', 'dark', 'place']","[""'stay"", 'alone', 'in', 'a', 'dark', 'place']",sadness,2.0,1.145,surprise,4.0,0.7365571495488474,joy,2.0
disgust,Being sexually assulted on a bus.,"['being', 'sexually', 'assulted', 'on', 'a', 'bus']","['be', 'sexually', 'assult', 'of', 'and', 'a', 'bus']",,0.0,0.0,surprise,3.0,0.6859358568236407,joy,3.0
sadness,Finding out that my best friend could not go to university.,"['finding', 'out', 'that', 'my', 'best', 'friend', 'could', 'not', 'go', 'to', 'university']","['find', 'out', 'that', 'my', 'best', 'friend', 'could', 'not', 'go', ""to'"", 'university']",joy,1.0,0.47100000000000003,surprise,7.0,1.160562632429716,joy,4.0
disgust,Some boys not cueing in the dining hall.,"['some', 'boys', 'not', 'cueing', 'in', 'the', 'dining', 'hall']","['some', 'boy', 'not', 'cueing', 'in', ""the'"", 'dining', 'hall']",,0.0,0.0,disgust,5.0,0.9493228052073825,joy,3.0
joy,Watching TV about china is behind in winning gold medals.,"['watching', 'tv', 'about', 'china', 'is', 'behind', 'in', 'winning', 'gold', 'medals']","['watch', ""tv'"", 'about', 'china', 'be', 'behind', 'in', 'win', 'gold', 'medal']",joy,3.0,1.854,surprise,10.0,1.9921726913334568,joy,5.0
guilt,Not being able to help my friend to do homework.,"['not', 'being', 'able', 'to', 'help', 'my', 'friend', 'to', 'do', 'homework']","['not', 'be', 'able', ""to'"", 'help', 'my', 'friend', ""to'"", ""do'"", 'homework']",joy,1.0,0.47100000000000003,surprise,4.0,0.8399024998661548,,0.0
joy,Getting into this university.,"['getting', 'into', 'this', 'university']","['get', 'into', 'this', 'university']",,0.0,0.0,surprise,3.0,0.6098668795981241,joy,1.0
disgust,Beaten up by a classmate in school.,"['beaten', 'up', 'by', 'a', 'classmate', 'in', 'school']","['beaten', 'up', 'by', ""a'"", 'classmate', 'in', 'school']",,0.0,0.0,surprise,3.0,0.5499799582697867,surprise,1.0
shame,Being insulted in public.,"['being', 'insulted', 'in', 'public']","['be', 'insult', 'in', 'public']",anger,1.0,0.603,disgust,3.0,0.6040610962349036,,0.0
sadness,A girl I love does not love me.,"['a', 'girl', 'i', 'love', 'does', 'not', 'love', 'me']","['girl', ""i'"", 'love', 'do', 'not', 'love', 'i']",joy,1.0,0.828,surprise,2.0,0.43885998534455395,,0.0
disgust,Saw some girls dressed up like Americans,"['saw', 'some', 'girls', 'dressed', 'up', 'like', 'americans']","[""'saw"", 'some', 'girl', 'dress', 'up', 'like', 'americans']",,0.0,0.0,surprise,7.0,1.1026157302579913,joy,3.0
shame,Failing university entrance examn.,"['failing', 'university', 'entrance', 'examn']","['fail', 'university', 'entrance', 'examn']",sadness,1.0,0.6409999999999999,surprise,4.0,0.6163014671791079,sadness,1.0
shame,Not handing in homework in time.,"['not', 'handing', 'in', 'homework', 'in', 'time']","['not', 'hand', 'in', 'homework', 'in', 'time']",,0.0,0.0,surprise,4.0,0.7294205799796277,sadness,2.0
joy,Getting into this university to do medicine.,"['getting', 'into', 'this', 'university', 'to', 'do', 'medicine']","['get', 'into', 'this', 'university', ""to'"", ""do'"", 'medicine']",,0.0,0.0,surprise,4.0,0.7984357495735986,,0.0
fear,First time in anatomy.,"['first', 'time', 'in', 'anatomy']","[""'first"", 'time', 'in', 'anatomy']",,0.0,0.0,surprise,3.0,0.7146135651704627,joy,1.0
guilt,Misunderstood by a close friend for the wrong reason.,"['misunderstood', 'by', 'a', 'close', 'friend', 'for', 'the', 'wrong', 'reason']","['misunderstood', 'by', ""a'"", 'close', 'friend', 'for', ""the'"", 'wrong', 'reason']",joy,1.0,0.47100000000000003,disgust,5.0,0.8855948438029668,joy,4.0
sadness,"Finding out that China is poor, so we cannot have good reference  
books.","['finding', 'out', 'that', 'china', 'is', 'poor', 'so', 'we', 'can', 'not', 'have', 'good', 'reference', 'books']","['find', 'out', 'that', 'china', 'be', 'poor', ""so'"", ""we'"", 'can', 'not', 'have', 'good', 'reference', 'book']",joy,2.0,0.683,surprise,8.0,1.5617298122778256,joy,4.0
shame,"Foreign students playing loud music in the night before the  
biology examn.","['foreign', 'students', 'playing', 'loud', 'music', 'in', 'the', 'night', 'before', 'the', 'biology', 'examn']","['foreign', 'student', 'play', 'loud', 'music', 'in', ""the'"", 'night', 'before', ""the'"", 'biology', 'examn']",joy,1.0,0.531,surprise,9.0,1.7570273582437574,joy,3.0
shame,"Finding out that the university police was afraid to stop the  
foreign students playing loud music (China's shame).
","['finding', 'out', 'that', 'the', 'university', 'police', 'was', 'afraid', 'to', 'stop', 'the', 'foreign', 'students', 'playing', 'loud', 'music', 'china', 'is', 'shame']","['find', 'out', 'that', ""the'"", 'university', 'police', 'be', 'afraid', ""to'"", 'stop', ""the'"", 'foreign', 'student', 'play', 'loud', 'music', 'china', 'be', 'shame']",fear,3.0,1.516,surprise,15.0,2.6155764344071484,joy,4.0
shame,Not doing well in the examn.,"['not', 'doing', 'well', 'in', 'the', 'examn']","['not', 'do', 'well', 'in', ""the'"", 'examn']",,0.0,0.0,,0.0,0.0,joy,2.0
joy,Aticle published.,"['aticle', 'published']","['aticle', 'publish']",,0.0,0.0,anger,2.0,0.3120833726006258,joy,1.0
anger,Made a statement that other people did not believe.,"['made', 'a', 'statement', 'that', 'other', 'people', 'did', 'not', 'believe']","['make', ""a'"", 'statement', 'that', ""'other"", 'people', 'do', 'not', 'believe']",,0.0,0.0,surprise,5.0,0.8250849885027074,joy,5.0
shame,Saw poverty in the countryside.,"['saw', 'poverty', 'in', 'the', 'countryside']","[""'saw"", 'poverty', 'in', ""the'"", 'countryside']",sadness,1.0,0.69,surprise,3.0,0.7047326538279258,joy,2.0
disgust,Saw Chinese people flattering foreigners.,"['saw', 'chinese', 'people', 'flattering', 'foreigners']","[""'saw"", 'chinese', 'people', 'flattering', 'foreigner']",joy,1.0,0.5760000000000001,anger,6.0,0.8927404774636815,joy,2.0
guilt,Not being able to argue against class leaders.,"['not', 'being', 'able', 'to', 'argue', 'against', 'class', 'leaders']","['not', 'be', 'able', ""to'"", 'argue', 'against', 'class', 'leader']",anger,1.0,0.7340000000000001,surprise,5.0,0.8818469071501859,joy,3.0
guilt,Could not help a student who needs help.,"['could', 'not', 'help', 'a', 'student', 'who', 'needs', 'help']","['could', 'not', 'help', ""a'"", 'student', ""who'"", 'need', 'help']",,0.0,0.0,surprise,5.0,1.0554118313669834,sadness,2.0
joy,China winning the Asian Olympic games.,"['china', 'winning', 'the', 'asian', 'olympic', 'games']","['china', 'win', ""the'"", 'asian', 'olympic', 'game']",joy,2.0,1.43,surprise,7.0,1.2941330715670514,joy,4.0
fear,Staying alone in the dark.,"['staying', 'alone', 'in', 'the', 'dark']","[""'stay"", 'alone', 'in', ""the'"", 'dark']",sadness,2.0,1.145,surprise,3.0,0.5618369459314441,joy,2.0
anger,Being put down by the class leaders.,"['being', 'put', 'down', 'by', 'the', 'class', 'leaders']","['be', 'put', 'dow', 'and', 'by', ""the'"", 'class', 'leader']",,0.0,0.0,surprise,5.0,0.7941153010886112,joy,4.0
sadness,Finding out that life span in China is shorter than in the West.,"['finding', 'out', 'that', 'life', 'span', 'in', 'china', 'is', 'shorter', 'than', 'in', 'the', 'west']","['find', 'out', 'that', 'life', 'span', 'in', 'china', 'be', 'shorter', 'than', 'in', ""the'"", 'west']",joy,1.0,0.43799999999999994,surprise,7.0,1.1342209948477913,joy,5.0
disgust,Girls dressed like foreigners in the university.,"['girls', 'dressed', 'like', 'foreigners', 'in', 'the', 'university']","[""'girl"", 'dress', 'like', 'foreigner', 'in', ""the'"", 'university']",fear,1.0,0.312,surprise,7.0,1.0922594651929405,joy,1.0
shame,Being insulted in public.,"['being', 'insulted', 'in', 'public']","['be', 'insult', 'in', 'public']",anger,1.0,0.603,disgust,3.0,0.6040610962349036,,0.0
disgust,Insulting other people.,"['insulting', 'other', 'people']","['insulting', ""'other"", 'people']",anger,1.0,0.652,anger,2.0,0.3361575225631641,joy,2.0
joy,When I found out that I can travel with my best friend.,"['when', 'i', 'found', 'out', 'that', 'i', 'can', 'travel', 'with', 'my', 'best', 'friend']","['when', ""i'"", 'find', 'out', 'that', ""i'"", 'can', 'travel', 'with', 'my', 'best', 'friend']",joy,3.0,1.138,surprise,5.0,0.7363620721757512,joy,7.0
fear,Walking home in the dark from college.,"['walking', 'home', 'in', 'the', 'dark', 'from', 'college']","['walk', 'home', 'in', ""the'"", 'dark', 'from', 'college']",joy,2.0,0.7469999999999999,surprise,5.0,1.0771253308171096,joy,2.0
anger,Finding out that I was deceived by a friend.,"['finding', 'out', 'that', 'i', 'was', 'deceived', 'by', 'a', 'friend']","['find', 'out', 'that', ""i'"", 'be', 'deceive', 'by', 'a', 'friend']",anger,2.0,1.109,surprise,5.0,0.8640038690866054,joy,3.0
shame,Not doing well in an examn.,"['not', 'doing', 'well', 'in', 'an', 'examn']","['not', 'do', 'well', 'in', 'a', 'and', 'examn']",,0.0,0.0,,0.0,0.0,joy,2.0
anger,Finding out that my best friend was deceiving me.,"['finding', 'out', 'that', 'my', 'best', 'friend', 'was', 'deceiving', 'me']","['find', 'out', 'that', 'my', 'best', 'friend', 'be', 'deceive', 'i']",sadness,1.0,0.562,surprise,6.0,1.0200547934176294,joy,4.0
guilt,Failing an examn because I did not work hard enough.,"['failing', 'an', 'examn', 'because', 'i', 'did', 'not', 'work', 'hard', 'enough']","['fail', 'a', 'examn', 'because', ""i'"", 'do', 'not', 'work', 'hard', 'enough']",sadness,1.0,0.6409999999999999,surprise,5.0,0.9362251895430216,sadness,3.0
shame,Not acting on my promise.,"['not', 'acting', 'on', 'my', 'promise']","['not', 'act', 'of', 'and', 'my', 'promise']",joy,1.0,0.415,disgust,3.0,0.4970537621143677,joy,3.0
joy,Finding out that I am not ill (not seriously).,"['finding', 'out', 'that', 'i', 'am', 'not', 'ill', 'not', 'seriously']","['find', 'out', 'that', ""i'"", 'be', 'not', 'ill', 'not', 'seriously']",fear,1.0,0.621,surprise,4.0,0.6034687608826271,sadness,3.0
fear,"Finding out that my health condition may be against my attending  
university lectures.","['finding', 'out', 'that', 'my', 'health', 'condition', 'may', 'be', 'against', 'my', 'attending', 'university', 'lectures']","['find', 'out', 'that', 'my', 'health', 'condition', 'may', ""be'"", 'against', 'my', 'attend', 'university', 'lecture']",joy,1.0,0.493,surprise,10.0,2.0998699647991144,joy,7.0
anger,Bought something bad from the shop and they refused to change it.,"['bought', 'something', 'bad', 'from', 'the', 'shop', 'and', 'they', 'refused', 'to', 'change', 'it']","['buy', 'something', 'bad', 'from', ""the'"", 'shop', 'and', 'they', 'refuse', ""to'"", 'change', 'it']",sadness,2.0,0.8130000000000001,surprise,8.0,1.3889694057076822,joy,6.0
sadness,Relative's death.,"['relative', 'is', 'death']","[""'relative"", 'be', 'death']",sadness,1.0,0.915,sadness,2.0,0.4116097004909761,,0.0
disgust,Saw people quarreling in a bus.,"['saw', 'people', 'quarreling', 'in', 'a', 'bus']","[""'saw"", 'people', 'quarrel', 'in', 'a', 'bus']",anger,1.0,0.7809999999999999,surprise,5.0,0.8412231112772046,joy,3.0
sadness,Running away from a fire.,"['running', 'away', 'from', 'a', 'fire']","[""'run"", 'away', 'from', 'a', 'fire']",fear,1.0,0.636,sadness,3.0,0.47890964995893387,,0.0
guilt,Forgot to give a present to my little nephew.,"['forgot', 'to', 'give', 'a', 'present', 'to', 'my', 'little', 'nephew']","['forget', ""to'"", 'give', 'a', 'present', ""to'"", 'my', 'little', 'nephew']",joy,1.0,0.441,surprise,6.0,1.1631346516735912,,0.0
joy,First public speaking.,"['first', 'public', 'speaking']","[""'first"", 'public', 'speak']",,0.0,0.0,surprise,4.0,0.6882868457545318,joy,2.0
fear,Going out alone in the dark.,"['going', 'out', 'alone', 'in', 'the', 'dark']","['go', 'out', 'alone', 'in', ""the'"", 'dark']",sadness,2.0,1.145,surprise,4.0,0.7692262653093634,joy,3.0
disgust,Saw some young people fighting for seats on a bus.,"['saw', 'some', 'young', 'people', 'fighting', 'for', 'seats', 'on', 'a', 'bus']","[""'saw"", 'some', 'young', 'people', 'fighting', 'for', 'seat', 'of', 'and', 'a', 'bus']",anger,1.0,0.868,surprise,7.0,1.029676831081357,joy,7.0
sadness,My mother's death.,"['my', 'mother', 'is', 'death']","['be', 'y', 'mother', 'be', 'death']",sadness,2.0,0.931,sadness,2.0,0.39053957630978187,sadness,1.0
disgust,Saw people spitting in public.,"['saw', 'people', 'spitting', 'in', 'public']","[""'saw"", 'people', 'spitting', 'in', 'public']",,0.0,0.0,disgust,4.0,0.7264550178657083,joy,3.0
shame,"Went to a lecture about Chinese history and hear about the Opium  
War.","['went', 'to', 'a', 'lecture', 'about', 'chinese', 'history', 'and', 'hear', 'about', 'the', 'opium', 'war']","[""'went"", ""to'"", ""a'"", 'lecture', 'about', 'chinese', 'history', 'and', 'hear', 'about', ""the'"", 'opium', 'war']",fear,2.0,1.286,surprise,7.0,1.2118540447633834,joy,6.0
joy,Falling in love.,"['falling', 'in', 'love']","['fall', 'in', 'love']",sadness,2.0,0.8400000000000001,surprise,3.0,0.5287526972283926,sadness,1.0
sadness,My friend will find out that I am in love with her.,"['my', 'friend', 'will', 'find', 'out', 'that', 'i', 'am', 'in', 'love', 'with', 'her']","['friend', 'will', 'find', 'out', 'that', ""i'"", 'be', 'in', 'love', 'with', 'she']",joy,2.0,1.299,surprise,3.0,0.6389729408755154,joy,5.0
anger,Falling in love although she is my friend (angry with myself).,"['falling', 'in', 'love', 'although', 'she', 'is', 'my', 'friend', 'angry', 'with', 'myself']","['fall', 'in', 'love', 'although', ""she'"", 'be', 'my', 'friend', 'angry', 'with', 'myself']",joy,2.0,1.299,surprise,6.0,0.948867032808532,joy,3.0
sadness,My friend still trusts me as a friend.,"['my', 'friend', 'still', 'trusts', 'me', 'as', 'a', 'friend']","[""'my"", 'friend', 'still', 'trust', ""me'"", 'as', 'a', 'friend']",joy,1.0,0.47100000000000003,disgust,4.0,0.677282437503294,joy,2.0
disgust,Someone being arrogant to me.,"['someone', 'being', 'arrogant', 'to', 'me']","[""'someone"", 'be', 'arrogant', 'to', 'i']",disgust,1.0,0.469,disgust,2.0,0.40026988097436444,,0.0
shame,Insulted by a teacher in front of the class.,"['insulted', 'by', 'a', 'teacher', 'in', 'front', 'of', 'the', 'class']","['insult', 'by', ""a'"", 'teacher', 'in', 'front', 'of', ""the'"", 'class']",anger,1.0,0.603,surprise,5.0,0.916263378377606,joy,3.0
sadness,Falling in love with a close friend.,"['falling', 'in', 'love', 'with', 'a', 'close', 'friend']","['fall', 'in', 'love', 'with', ""a'"", 'close', 'friend']",joy,2.0,1.299,surprise,5.0,0.8487542688349663,joy,2.0
joy,Doing unexpectedly well in an examn.,"['doing', 'unexpectedly', 'well', 'in', 'an', 'examn']","['do', 'unexpectedly', 'well', 'in', 'a', 'and', 'examn']",surprise,1.0,0.836,disgust,2.0,0.3019305191095806,joy,2.0
joy,Before the examn.,"['before', 'the', 'examn']","['before', ""the'"", 'examn']",,0.0,0.0,,0.0,0.0,joy,2.0
guilt,"I wanted to borrow lecture notes from a friend and he did not  
lend me them.","['i', 'wanted', 'to', 'borrow', 'lecture', 'notes', 'from', 'a', 'friend', 'and', 'he', 'did', 'not', 'lend', 'me', 'them']","[""'i"", 'want', ""to'"", 'borrow', 'lecture', 'note', 'from', 'a', 'friend', 'and', 'he', 'do', 'not', 'lend', 'i', 'they']",joy,1.0,0.47100000000000003,surprise,8.0,1.706247138148433,joy,7.0
anger,"Finding out about the university does not have enough foreign  
currency to buy the yournals in your reference list.","['finding', 'out', 'about', 'the', 'university', 'does', 'not', 'have', 'enough', 'foreign', 'currency', 'to', 'buy', 'the', 'yournals', 'in', 'your', 'reference', 'list']","['find', 'out', 'about', ""the'"", 'university', 'do', 'not', 'have', 'enough', 'foreign', 'currency', ""to'"", 'buy', ""the'"", 'yournal', 'in', 'you', 'reference', 'list']",,0.0,0.0,surprise,9.0,1.3873163947108527,joy,9.0
shame,"Someone told me he was chosen for the English lectures because he  
was a good friend of the class leader.","['someone', 'told', 'me', 'he', 'was', 'chosen', 'for', 'the', 'english', 'lectures', 'because', 'he', 'was', 'a', 'good', 'friend', 'of', 'the', 'class', 'leader']","[""'someone"", 'tell', 'i', 'he', 'be', 'choose', 'for', ""the'"", 'english', 'lecture', 'because', 'he', 'be', 'a', 'good', 'friend', 'of', ""the'"", 'class', 'leader']",joy,2.0,1.018,surprise,12.0,2.630956281713239,joy,8.0
anger,Finding out about Chinese money cannot buy foreign journals.,"['finding', 'out', 'about', 'chinese', 'money', 'can', 'not', 'buy', 'foreign', 'journals']","['find', 'out', 'about', 'chinese', 'money', 'can', 'not', 'buy', 'foreign', 'journal']",joy,1.0,0.531,surprise,8.0,1.3535564624218281,joy,5.0
guilt,Late for a lecture and therefore missed it.,"['late', 'for', 'a', 'lecture', 'and', 'therefore', 'missed', 'it']","[""'late"", 'for', ""a'"", 'lecture', 'and', 'therefore', 'miss', 'it']",sadness,2.0,0.504,surprise,5.0,0.9865032612112106,joy,5.0
joy,Talking to a close friend.,"['talking', 'to', 'a', 'close', 'friend']","['talk', ""to'"", ""a'"", 'close', 'friend']",joy,1.0,0.47100000000000003,surprise,4.0,0.7185364196462756,joy,1.0
fear,Ran into a parking car on a bicycle.,"['ran', 'into', 'a', 'parking', 'car', 'on', 'a', 'bicycle']","[""'ran"", 'into', ""a'"", 'parking', 'car', 'of', 'and', 'a', 'bicycle']",,0.0,0.0,surprise,4.0,0.6472150890563863,joy,2.0
shame,Insulted for no reason.,"['insulted', 'for', 'no', 'reason']","['insult', 'for', 'no', 'reason']",anger,1.0,0.603,disgust,3.0,0.6158900021235609,joy,2.0
sadness,Did badly in an examn.,"['did', 'badly', 'in', 'an', 'examn']","['do', 'badly', 'in', 'a', 'and', 'examn']",sadness,1.0,0.455,,0.0,0.0,joy,1.0
disgust,Saw a man dressed as a woman.,"['saw', 'a', 'man', 'dressed', 'as', 'a', 'woman']","['see', 'a', 'man', 'dress', 'as', 'a', 'woman']",,0.0,0.0,surprise,6.0,1.0481156247497103,joy,2.0
disgust,Saw a beggar on the street (China still so poor).,"['saw', 'a', 'beggar', 'on', 'the', 'street', 'china', 'still', 'so', 'poor']","['see', ""a'"", 'beggar', 'of', 'and', ""the'"", 'street', 'china', 'still', 'so', 'poor']",sadness,1.0,0.42200000000000004,surprise,7.0,1.311014841295682,joy,4.0
guilt,Could not buy a reference book because I got up too late to cue.,"['could', 'not', 'buy', 'a', 'reference', 'book', 'because', 'i', 'got', 'up', 'too', 'late', 'to', 'cue']","['could', 'not', 'buy', ""a'"", 'reference', 'book', 'because', ""i'"", 'get', 'up', 'too', 'late', ""to'"", 'cue']",,0.0,0.0,surprise,8.0,1.3574027492133784,joy,4.0
joy,"Found out that me and my best friend are both chosen for the  
English lectures.","['found', 'out', 'that', 'me', 'and', 'my', 'best', 'friend', 'are', 'both', 'chosen', 'for', 'the', 'english', 'lectures']","['find', 'out', 'that', ""me'"", 'and', 'my', 'best', 'friend', 'be', 'both', 'choose', 'for', ""the'"", 'english', 'lecture']",joy,2.0,0.7290000000000001,surprise,9.0,1.851661335186826,joy,10.0
shame,I may not be clever enough to understand your English lectures.,"['i', 'may', 'not', 'be', 'clever', 'enough', 'to', 'understand', 'your', 'english', 'lectures']","['i', 'may', 'not', ""be'"", 'clever', 'enough', ""to'"", 'understand', ""your'"", 'english', 'lecture']",,0.0,0.0,surprise,7.0,1.786195985087301,joy,5.0
anger,"Told by some people the class leader only choose his friends (not  
true).","['told', 'by', 'some', 'people', 'the', 'class', 'leader', 'only', 'choose', 'his', 'friends', 'not', 'true']","['tell', 'by', 'some', 'people', ""the'"", 'class', 'leader', 'only', 'choose', 'he', 'friend', 'not', 'true']",joy,3.0,1.299,surprise,9.0,1.4995590264729048,joy,10.0
sadness,One of my best friends was hurt by a girl he loves.,"['one', 'of', 'my', 'best', 'friends', 'was', 'hurt', 'by', 'a', 'girl', 'he', 'loves']","[""'one"", 'of', 'my', 'best', 'friend', 'be', 'hurt', 'by', 'a', 'girl', 'he', 'love']",joy,3.0,1.799,surprise,8.0,1.4289695544050347,joy,5.0
disgust,Saw a very arrogant girl walking like a queen.,"['saw', 'a', 'very', 'arrogant', 'girl', 'walking', 'like', 'a', 'queen']","['see', ""a'"", 'very', 'arrogant', 'girl', 'walk', 'like', 'a', 'queen']",disgust,1.0,0.469,surprise,8.0,1.3472943977673963,joy,4.0
shame,China cannot buy your reference.,"['china', 'can', 'not', 'buy', 'your', 'reference']","['china', 'can', 'not', 'buy', 'you', 'reference']",,0.0,0.0,disgust,3.0,0.495001314997363,joy,2.0
guilt,"A friend asked to borrow my notes and I did not give them away  
(my notes too badly written)","['a', 'friend', 'asked', 'to', 'borrow', 'my', 'notes', 'and', 'i', 'did', 'not', 'give', 'them', 'away', 'my', 'notes', 'too', 'badly', 'written']","[""'a"", 'friend', 'ask', ""to'"", 'borrow', 'my', 'note', 'and', ""i'"", 'do', 'not', 'give', 'they', 'away', 'my', 'note', 'too', 'badly', 'write']",joy,1.0,0.47100000000000003,surprise,11.0,2.0599083046134905,joy,5.0
joy,Talking to a close friend.,"['talking', 'to', 'a', 'close', 'friend']","['talk', ""to'"", ""a'"", 'close', 'friend']",joy,1.0,0.47100000000000003,surprise,4.0,0.7185364196462756,joy,1.0
sadness,Getting ill.,"['getting', 'ill']","['get', 'ill']",fear,1.0,0.621,surprise,3.0,0.5205022575483315,sadness,1.0
shame,Failed to be elected to be a class leader.,"['failed', 'to', 'be', 'elected', 'to', 'be', 'a', 'class', 'leader']","['fail', ""to'"", ""be'"", 'elect', ""to'"", ""be'"", 'a', 'class', 'leader']",,0.0,0.0,disgust,6.0,0.9803246591544132,joy,2.0
anger,Father lost his temper at home because he was mistreated at work.,"['father', 'lost', 'his', 'temper', 'at', 'home', 'because', 'he', 'was', 'mistreated', 'at', 'work']","['father', 'lose', 'he', 'temper', 'at', 'home', 'because', 'he', 'be', 'mistreate', 'at', 'work']",sadness,2.0,1.134,surprise,7.0,1.1649283484575512,joy,2.0
disgust,"Saw someone who picked up a cigarette from the floor and smoked  
it.","['saw', 'someone', 'who', 'picked', 'up', 'a', 'cigarette', 'from', 'the', 'floor', 'and', 'smoked', 'it']","[""'saw"", 'someone', ""who'"", 'pick', 'up', ""a'"", 'cigarette', 'from', ""the'"", 'floor', 'and', 'smoke', 'it']",,0.0,0.0,surprise,8.0,1.2536800704090068,joy,6.0
shame,Telling a lie.,"['telling', 'a', 'lie']","['tell', ""a'"", 'lie']",sadness,1.0,0.585,surprise,3.0,0.594117318821501,,0.0
shame,Not getting the class paper in time for the lecture.,"['not', 'getting', 'the', 'class', 'paper', 'in', 'time', 'for', 'the', 'lecture']","['not', 'get', ""the'"", 'class', 'paper', 'in', 'time', 'for', ""the'"", 'lecture']",,0.0,0.0,surprise,6.0,1.3727630768441519,joy,3.0
joy,My father promoted to be a professor.,"['my', 'father', 'promoted', 'to', 'be', 'a', 'professor']","['father', 'promote', ""to'"", ""be'"", ""a'"", 'professor']",,0.0,0.0,surprise,4.0,0.7553219526757147,joy,2.0
fear,Anatomy lesson and told we have to do it at night sometimes.,"['anatomy', 'lesson', 'and', 'told', 'we', 'have', 'to', 'do', 'it', 'at', 'night', 'sometimes']","['anatomy', 'lesson', 'and', 'tell', ""we'"", 'have', ""to'"", ""do'"", 'it', 'at', 'night', 'sometimes']",,0.0,0.0,surprise,6.0,1.3836689266005762,joy,4.0
guilt,Had an argument with my classmate for borrowed books.,"['had', 'an', 'argument', 'with', 'my', 'classmate', 'for', 'borrowed', 'books']","['have', ""an'"", 'argument', 'with', 'my', 'classmate', 'for', 'borrow', 'book']",anger,1.0,0.545,surprise,6.0,1.150724555065664,joy,3.0
shame,"Finding out that we cannot have good references because China is  
poor.","['finding', 'out', 'that', 'we', 'can', 'not', 'have', 'good', 'references', 'because', 'china', 'is', 'poor']","['find', 'out', 'that', ""we'"", 'can', 'not', 'have', 'good', 'reference', 'because', 'china', 'be', 'poor']",joy,1.0,0.547,surprise,7.0,1.1496270615420348,joy,5.0
disgust,Saw someone licking his dining bowl.,"['saw', 'someone', 'licking', 'his', 'dining', 'bowl']","[""'saw"", 'someone', 'lick', 'he', 'dining', 'bowl']",disgust,1.0,0.39799999999999996,surprise,6.0,1.1904693757260636,joy,2.0
shame,Criticized in front of the class.,"['criticized', 'in', 'front', 'of', 'the', 'class']","['criticize', 'in', 'front', 'of', ""the'"", 'class']",anger,1.0,0.516,disgust,4.0,0.727277629504947,joy,2.0
shame,Not finishing homework in time.,"['not', 'finishing', 'homework', 'in', 'time']","['not', 'finish', 'homework', 'in', 'time']",,0.0,0.0,surprise,4.0,0.8384798801891546,sadness,2.0
joy,"Found out that the girl I love loves me, too.","['found', 'out', 'that', 'the', 'girl', 'i', 'love', 'loves', 'me', 'too']","['find', 'out', 'that', ""the'"", 'girl', ""i'"", 'love', 'love', 'i', 'too']",joy,2.0,1.0859999999999999,surprise,5.0,1.0063983693060865,joy,5.0
fear,Reading a horror story alone.,"['reading', 'a', 'horror', 'story', 'alone']","[""'read"", ""a'"", 'horror', 'story', 'alone']",sadness,2.0,1.319,surprise,4.0,0.6874786724743644,joy,2.0
anger,"Being refused to attend the neuropsychology lecture in the  
medical university.","['being', 'refused', 'to', 'attend', 'the', 'neuropsychology', 'lecture', 'in', 'the', 'medical', 'university']","['be', 'refuse', ""to'"", 'attend', ""the'"", 'neuropsychology', 'lecture', 'in', ""the'"", 'medical', 'university']",sadness,1.0,0.391,surprise,6.0,1.1299100809339422,joy,3.0
sadness,My parents told me that they do not like my friend.,"['my', 'parents', 'told', 'me', 'that', 'they', 'do', 'not', 'like', 'my', 'friend']","['parent', 'tell', ""me'"", 'that', 'they', ""do'"", 'not', 'like', 'my', 'friend']",joy,1.0,0.47100000000000003,surprise,6.0,1.0717490932270313,joy,3.0
