ori_sentiment,tweet_text,sentiment,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
guilt,I hated you for not letting me go and found out that it was not your decision.,guilt,"['i', 'hated', 'hate', 'you', 'for', 'not', 'letting', 'let', 'me', 'i', 'go', 'and', 'found', 'find', 'out', 'that', 'it', 'was', 'be', 'not', 'your', 'you', 'decision']",1.0,0.828,1.0,0.695,1.0,0.484,1.0,0.258,1.0,0.6559999999999999,0.0,0.0,0.0,0.0,1.0,0.484,anger,1.0,0.828
sadness,Finding out my best friend can not go to the English lectures.,sadness,"['finding', 'find', 'out', 'my', 'best', 'friend', 'can', 'not', 'go', 'to', 'the', 'english', 'lectures', 'lecture']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,trust,1.0,0.75
disgust,Heard some postgraduate students talking about girls being unsiutable to do medicine.,disgust,"['heard', 'some', 'postgraduate', 'students', 'student', 'talking', 'talk', 'about', 'girls', 'girl', 'being', 'be', 'unsiutable', 'to', 'do', 'medicine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sadness,Failing in an exam.,sadness,"['failing', 'fail', 'in', 'an', 'a', 'exam']",1.0,0.23399999999999999,0.0,0.0,2.0,0.89,0.0,0.0,1.0,0.6409999999999999,0.0,0.0,1.0,0.38299999999999995,0.0,0.0,fear,2.0,0.89
shame,Not being able to convince my class leader that my friend is better than me to go to the English lectures.,shame,"['not', 'being', 'be', 'able', 'to', 'convince', 'my', 'class', 'leader', 'that', 'my', 'friend', 'is', 'be', 'better', 'than', 'me', 'i', 'to', 'go', 'to', 'the', 'english', 'lectures', 'lecture']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,1.0,0.36700000000000005,3.0,2.016,trust,3.0,2.016
joy,Receiving a letter from a boy I care.,joy,"['receiving', 'receive', 'a', 'letter', 'from', 'a', 'boy', 'i', 'care']",0.0,0.0,1.0,0.11699999999999999,0.0,0.0,1.0,0.287,0.0,0.0,1.0,0.258,2.0,1.125,0.0,0.0,anticipation,2.0,1.125
fear,Watching a horror film.,fear,"['watching', 'watch', 'a', 'horror', 'film']",1.0,0.75,1.0,0.6559999999999999,2.0,1.111,0.0,0.0,1.0,0.7190000000000001,1.0,0.742,1.0,0.523,0.0,0.0,fear,2.0,1.111
sadness,My parents do not like my friend and told me not to go out with him.,sadness,"['my', 'parents', 'parent', 'do', 'not', 'like', 'my', 'friend', 'and', 'told', 'tell', 'me', 'i', 'not', 'to', 'go', 'out', 'with', 'him', 'he']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.234,trust,2.0,1.234
sadness,My grandmother died.,sadness,"['my', 'grandmother', 'died', 'die']",0.0,0.0,0.0,0.0,1.0,0.7659999999999999,0.0,0.0,2.0,1.6789999999999998,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.6789999999999998
disgust,Saw someone spitting in public.,disgust,"['saw', 'see', 'someone', 'spitting', 'in', 'public']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,anticipation,1.0,0.375
sadness,Failing in an examn because of lazyness.,sadness,"['failing', 'fail', 'in', 'an', 'a', 'examn', 'because', 'of', 'lazyness']",1.0,0.23399999999999999,0.0,0.0,1.0,0.531,0.0,0.0,1.0,0.6409999999999999,0.0,0.0,1.0,0.38299999999999995,0.0,0.0,sadness,1.0,0.6409999999999999
sadness,Losing my temper to my sister.,sadness,"['losing', 'lose', 'my', 'temper', 'to', 'my', 'sister']",3.0,1.298,1.0,0.25,1.0,0.391,0.0,0.0,2.0,1.103,1.0,0.38299999999999995,0.0,0.0,0.0,0.0,anger,3.0,1.298
joy,Finding out that I can go to your English lectures.,joy,"['finding', 'find', 'out', 'that', 'i', 'can', 'go', 'to', 'your', 'you', 'english', 'lectures', 'lecture']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
fear,Staying alone in a dark place.,fear,"['staying', 'stay', 'alone', 'in', 'a', 'dark', 'place']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.145,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.145
disgust,Being sexually assulted on a bus.,disgust,"['being', 'be', 'sexually', 'assulted', 'assult', 'on', 'a', 'bus']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sadness,Finding out that my best friend could not go to university.,sadness,"['finding', 'find', 'out', 'that', 'my', 'best', 'friend', 'could', 'not', 'go', 'to', 'university']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,1.0,0.406,1.0,0.75,trust,1.0,0.75
disgust,Some boys not cueing in the dining hall.,disgust,"['some', 'boys', 'boy', 'not', 'cueing', 'cue', 'in', 'the', 'dining', 'hall']",0.0,0.0,1.0,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.508,0.0,0.0,anticipation,1.0,0.508
joy,Watching TV about china is behind in winning gold medals.,joy,"['watching', 'watch', 'tv', 'about', 'china', 'is', 'be', 'behind', 'in', 'winning', 'win', 'gold', 'medals', 'medal']",0.0,0.0,1.0,0.109,1.0,0.188,3.0,1.8539999999999999,1.0,0.094,2.0,0.742,3.0,1.6640000000000001,2.0,0.984,joy,3.0,1.8539999999999999
guilt,Not being able to help my friend to do homework.,guilt,"['not', 'being', 'be', 'able', 'to', 'help', 'my', 'friend', 'to', 'do', 'homework']",0.0,0.0,0.0,0.0,2.0,0.312,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,trust,1.0,0.75
joy,Getting into this university.,joy,"['getting', 'get', 'into', 'this', 'university']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406,0.0,0.0,anticipation,1.0,0.406
disgust,Beaten up by a classmate in school.,disgust,"['beaten', 'up', 'by', 'a', 'classmate', 'in', 'school']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.531,trust,1.0,0.531
shame,Being insulted in public.,shame,"['being', 'be', 'insulted', 'insult', 'in', 'public']",1.0,0.603,1.0,0.39299999999999996,0.0,0.0,0.0,0.0,1.0,0.484,1.0,0.539,1.0,0.375,0.0,0.0,anger,1.0,0.603
sadness,A girl I love does not love me.,sadness,"['a', 'girl', 'i', 'love', 'does', 'do', 'not', 'love', 'me', 'i']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.758,joy,1.0,0.828
disgust,Saw some girls dressed up like Americans,disgust,"['saw', 'see', 'some', 'girls', 'girl', 'dressed', 'dress', 'up', 'like', 'americans']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,trust,1.0,0.484
shame,Failing university entrance examn.,shame,"['failing', 'fail', 'university', 'entrance', 'examn']",1.0,0.23399999999999999,0.0,0.0,1.0,0.531,0.0,0.0,1.0,0.6409999999999999,0.0,0.0,2.0,0.7889999999999999,0.0,0.0,anticipation,2.0,0.7889999999999999
shame,Not handing in homework in time.,shame,"['not', 'handing', 'hand', 'in', 'homework', 'in', 'time']",0.0,0.0,0.0,0.0,1.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
joy,Getting into this university to do medicine.,joy,"['getting', 'get', 'into', 'this', 'university', 'to', 'do', 'medicine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406,0.0,0.0,anticipation,1.0,0.406
fear,First time in anatomy.,fear,"['first', 'time', 'in', 'anatomy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
guilt,Misunderstood by a close friend for the wrong reason.,guilt,"['misunderstood', 'by', 'a', 'close', 'friend', 'for', 'the', 'wrong', 'reason']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,trust,1.0,0.75
sadness,"Finding out that China is poor, so we can not have good reference books.",sadness,"['finding', 'find', 'out', 'that', 'china', 'is', 'be', 'poor', 'so', 'we', 'can', 'not', 'have', 'good', 'reference', 'books', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.683,0.0,0.0,1.0,0.21899999999999997,1.0,0.38299999999999995,1.0,0.617,joy,2.0,0.683
shame,Foreign students playing loud music in the night before the biology examn.,shame,"['foreign', 'students', 'student', 'playing', 'play', 'loud', 'music', 'in', 'the', 'night', 'before', 'the', 'biology', 'examn']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.531,1.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.531
shame,Finding out that the university police was afraid to stop the foreign students playing loud music china is shame.,shame,"['finding', 'find', 'out', 'that', 'the', 'university', 'police', 'was', 'be', 'afraid', 'to', 'stop', 'the', 'foreign', 'students', 'student', 'playing', 'play', 'loud', 'music', 'china', 'is', 'be', 'shame']",0.0,0.0,1.0,0.539,3.0,1.516,1.0,0.531,2.0,0.61,0.0,0.0,1.0,0.406,1.0,0.484,fear,3.0,1.516
shame,Not doing well in the examn.,shame,"['not', 'doing', 'do', 'well', 'in', 'the', 'examn']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
joy,Aticle published.,joy,"['aticle', 'published', 'publish']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
anger,Made a statement that other people did not believe.,anger,"['made', 'make', 'a', 'statement', 'that', 'other', 'people', 'did', 'do', 'not', 'believe']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.547,trust,1.0,0.547
shame,Saw poverty in the countryside.,shame,"['saw', 'see', 'poverty', 'in', 'the', 'countryside']",1.0,0.312,1.0,0.469,1.0,0.391,1.0,0.25,1.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.69
disgust,Saw Chinese people flattering foreigners.,disgust,"['saw', 'see', 'chinese', 'people', 'flattering', 'foreigners', 'foreigner']",0.0,0.0,0.0,0.0,1.0,0.312,1.0,0.5760000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.5760000000000001
guilt,Not being able to argue against class leaders.,guilt,"['not', 'being', 'be', 'able', 'to', 'argue', 'against', 'class', 'leaders', 'leader']",1.0,0.7340000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,anger,1.0,0.7340000000000001
guilt,Could not help a student who needs help.,guilt,"['could', 'not', 'help', 'a', 'student', 'who', 'needs', 'need', 'help']",0.0,0.0,0.0,0.0,1.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
joy,China winning the Asian Olympic games.,joy,"['china', 'winning', 'win', 'the', 'asian', 'olympic', 'games', 'game']",0.0,0.0,1.0,0.109,0.0,0.0,2.0,1.43,1.0,0.094,1.0,0.45299999999999996,1.0,0.664,1.0,0.523,joy,2.0,1.43
fear,Staying alone in the dark.,fear,"['staying', 'stay', 'alone', 'in', 'the', 'dark']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.145,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.145
anger,Being put down by the class leaders.,anger,"['being', 'be', 'put', 'down', 'by', 'the', 'class', 'leaders', 'leader']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.281,0.0,0.0,0.0,0.0,1.0,0.68,trust,1.0,0.68
sadness,Finding out that life span in China is shorter than in the West.,sadness,"['finding', 'find', 'out', 'that', 'life', 'span', 'in', 'china', 'is', 'be', 'shorter', 'than', 'in', 'the', 'west']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43799999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.43799999999999994
disgust,Girls dressed like foreigners in the university.,disgust,"['girls', 'girl', 'dressed', 'dress', 'like', 'foreigners', 'foreigner', 'in', 'the', 'university']",0.0,0.0,0.0,0.0,1.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406,1.0,0.484,trust,1.0,0.484
shame,Being insulted in public.,shame,"['being', 'be', 'insulted', 'insult', 'in', 'public']",1.0,0.603,1.0,0.39299999999999996,0.0,0.0,0.0,0.0,1.0,0.484,1.0,0.539,1.0,0.375,0.0,0.0,anger,1.0,0.603
disgust,Insulting other people.,disgust,"['insulting', 'insult', 'other', 'people']",2.0,1.255,2.0,0.854,1.0,0.435,0.0,0.0,2.0,0.875,1.0,0.539,0.0,0.0,0.0,0.0,anger,2.0,1.255
joy,When I found out that I can travel with my best friend.,joy,"['when', 'i', 'found', 'find', 'out', 'that', 'i', 'can', 'travel', 'with', 'my', 'best', 'friend']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.1380000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6560000000000001,trust,3.0,1.6560000000000001
fear,Walking home in the dark from college.,fear,"['walking', 'walk', 'home', 'in', 'the', 'dark', 'from', 'college']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7469999999999999,1.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,0.7469999999999999
anger,Finding out that I was deceived by a friend.,anger,"['finding', 'find', 'out', 'that', 'i', 'was', 'be', 'deceived', 'deceive', 'by', 'a', 'friend']",2.0,1.109,1.0,0.461,0.0,0.0,1.0,0.47100000000000003,1.0,0.562,0.0,0.0,0.0,0.0,1.0,0.75,anger,2.0,1.109
shame,Not doing well in an examn.,shame,"['not', 'doing', 'do', 'well', 'in', 'an', 'a', 'examn']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
anger,Finding out that my best friend was deceiving me.,anger,"['finding', 'find', 'out', 'that', 'my', 'best', 'friend', 'was', 'be', 'deceiving', 'deceive', 'me', 'i']",1.0,0.547,1.0,0.461,0.0,0.0,1.0,0.47100000000000003,1.0,0.562,0.0,0.0,0.0,0.0,2.0,0.9530000000000001,trust,2.0,0.9530000000000001
guilt,Failing an examn because I did not work hard enough.,guilt,"['failing', 'fail', 'an', 'a', 'examn', 'because', 'i', 'did', 'do', 'not', 'work', 'hard', 'enough']",1.0,0.23399999999999999,0.0,0.0,1.0,0.531,0.0,0.0,1.0,0.6409999999999999,0.0,0.0,1.0,0.38299999999999995,0.0,0.0,sadness,1.0,0.6409999999999999
shame,Not acting on my promise.,shame,"['not', 'acting', 'act', 'on', 'my', 'promise']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.773,trust,1.0,0.773
joy,Finding out that I am not ill not seriously.,joy,"['finding', 'find', 'out', 'that', 'i', 'am', 'be', 'not', 'ill', 'not', 'seriously']",1.0,0.33299999999999996,1.0,0.49200000000000005,1.0,0.621,0.0,0.0,1.0,0.594,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.621
fear,Finding out that my health condition may be against my attending university lectures.,fear,"['finding', 'find', 'out', 'that', 'my', 'health', 'condition', 'may', 'be', 'against', 'my', 'attending', 'attend', 'university', 'lectures', 'lecture']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.493,0.0,0.0,0.0,0.0,1.0,0.406,0.0,0.0,joy,1.0,0.493
anger,Bought something bad from the shop and they refused to change it.,anger,"['bought', 'buy', 'something', 'bad', 'from', 'the', 'shop', 'and', 'they', 'refused', 'refuse', 'to', 'change', 'it']",1.0,0.45299999999999996,1.0,0.391,2.0,0.573,0.0,0.0,2.0,0.8130000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,0.8130000000000001
sadness,relative is death.,sadness,"['relative', 'is', 'be', 'death']",1.0,0.574,1.0,0.6559999999999999,1.0,0.843,0.0,0.0,1.0,0.915,1.0,0.578,1.0,0.39799999999999996,1.0,0.57,sadness,1.0,0.915
disgust,Saw people quarreling in a bus.,disgust,"['saw', 'see', 'people', 'quarreling', 'quarrel', 'in', 'a', 'bus']",1.0,0.7809999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.7809999999999999
sadness,Running away from a fire.,sadness,"['running', 'run', 'away', 'from', 'a', 'fire']",0.0,0.0,0.0,0.0,2.0,0.886,1.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,2.0,0.886
guilt,Forgot to give a present to my little nephew.,guilt,"['forgot', 'forget', 'to', 'give', 'a', 'present', 'to', 'my', 'little', 'nephew']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.441,0.0,0.0,1.0,0.32,1.0,0.516,1.0,0.45299999999999996,anticipation,1.0,0.516
joy,First public speaking.,joy,"['first', 'public', 'speaking', 'speak']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,anticipation,1.0,0.375
fear,Going out alone in the dark.,fear,"['going', 'go', 'out', 'alone', 'in', 'the', 'dark']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.145,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.145
disgust,Saw some young people fighting for seats on a bus.,disgust,"['saw', 'see', 'some', 'young', 'people', 'fighting', 'fight', 'for', 'seats', 'seat', 'on', 'a', 'bus']",2.0,1.5350000000000001,0.0,0.0,1.0,0.7190000000000001,1.0,0.33299999999999996,0.0,0.0,1.0,0.16399999999999998,1.0,0.5,0.0,0.0,anger,2.0,1.5350000000000001
sadness,My mother is death.,sadness,"['my', 'mother', 'is', 'be', 'death']",1.0,0.574,1.0,0.6559999999999999,1.0,0.843,1.0,0.41200000000000003,2.0,0.931,1.0,0.578,2.0,0.804,1.0,0.703,sadness,2.0,0.931
disgust,Saw people spitting in public.,disgust,"['saw', 'see', 'people', 'spitting', 'in', 'public']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,anticipation,1.0,0.375
shame,Went to a lecture about Chinese history and hear about the Opium War.,shame,"['went', 'go', 'to', 'a', 'lecture', 'about', 'chinese', 'history', 'and', 'hear', 'about', 'the', 'opium', 'war']",1.0,0.18,1.0,0.445,2.0,1.286,0.0,0.0,1.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,fear,2.0,1.286
joy,Falling in love.,joy,"['falling', 'fall', 'in', 'love']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.828,2.0,0.8400000000000001,0.0,0.0,0.0,0.0,1.0,0.758,sadness,2.0,0.8400000000000001
sadness,My friend will find out that I am in love with her.,sadness,"['my', 'friend', 'will', 'find', 'out', 'that', 'i', 'am', 'be', 'in', 'love', 'with', 'her', 'she']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.299,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.508,trust,2.0,1.508
anger,Falling in love although she is my friend angry with myself.,anger,"['falling', 'fall', 'in', 'love', 'although', 'she', 'is', 'be', 'my', 'friend', 'angry', 'with', 'myself']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,2.0,1.299,2.0,0.8400000000000001,0.0,0.0,0.0,0.0,2.0,1.508,trust,2.0,1.508
sadness,My friend still trusts me as a friend.,sadness,"['my', 'friend', 'still', 'trusts', 'trust', 'me', 'i', 'as', 'a', 'friend']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,1.0,0.391,3.0,2.313,trust,3.0,2.313
disgust,Someone being arrogant to me.,disgust,"['someone', 'being', 'be', 'arrogant', 'to', 'me', 'i']",1.0,0.461,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disgust,1.0,0.469
shame,Insulted by a teacher in front of the class.,shame,"['insulted', 'insult', 'by', 'a', 'teacher', 'in', 'front', 'of', 'the', 'class']",1.0,0.603,1.0,0.39299999999999996,0.0,0.0,0.0,0.0,1.0,0.484,1.0,0.539,0.0,0.0,1.0,0.6409999999999999,trust,1.0,0.6409999999999999
sadness,Falling in love with a close friend.,sadness,"['falling', 'fall', 'in', 'love', 'with', 'a', 'close', 'friend']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.299,2.0,0.8400000000000001,0.0,0.0,0.0,0.0,2.0,1.508,trust,2.0,1.508
joy,Doing unexpectedly well in an examn.,joy,"['doing', 'do', 'unexpectedly', 'well', 'in', 'an', 'a', 'examn']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.836,0.0,0.0,0.0,0.0,surprise,1.0,0.836
joy,Before the examn.,joy,"['before', 'the', 'examn']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
guilt,I wanted to borrow lecture notes from a friend and he did not lend me them.,guilt,"['i', 'wanted', 'want', 'to', 'borrow', 'lecture', 'notes', 'note', 'from', 'a', 'friend', 'and', 'he', 'did', 'do', 'not', 'lend', 'me', 'i', 'them', 'they']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,trust,1.0,0.75
anger,Finding out about the university does not have enough foreign currency to buy the yournals in your reference list.,anger,"['finding', 'find', 'out', 'about', 'the', 'university', 'does', 'do', 'not', 'have', 'enough', 'foreign', 'currency', 'to', 'buy', 'the', 'yournals', 'yournal', 'in', 'your', 'you', 'reference', 'list']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406,0.0,0.0,anticipation,1.0,0.406
shame,Someone told me he was chosen for the English lectures because he was a good friend of the class leader.,shame,"['someone', 'told', 'tell', 'me', 'i', 'he', 'was', 'be', 'chosen', 'choose', 'for', 'the', 'english', 'lectures', 'lecture', 'because', 'he', 'was', 'be', 'a', 'good', 'friend', 'of', 'the', 'class', 'leader']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.018,0.0,0.0,1.0,0.21899999999999997,1.0,0.38299999999999995,3.0,2.047,trust,3.0,2.047
anger,Finding out about Chinese money can not buy foreign journals.,anger,"['finding', 'find', 'out', 'about', 'chinese', 'money', 'can', 'not', 'buy', 'foreign', 'journals', 'journal']",1.0,0.07400000000000001,0.0,0.0,0.0,0.0,1.0,0.531,0.0,0.0,1.0,0.203,1.0,0.586,1.0,0.359,anticipation,1.0,0.586
guilt,Late for a lecture and therefore missed it.,guilt,"['late', 'for', 'a', 'lecture', 'and', 'therefore', 'missed', 'miss', 'it']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,0.504
joy,Talking to a close friend.,joy,"['talking', 'talk', 'to', 'a', 'close', 'friend']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,trust,1.0,0.75
fear,Ran into a parking car on a bicycle.,fear,"['ran', 'run', 'into', 'a', 'parking', 'car', 'on', 'a', 'bicycle']",0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
shame,Insulted for no reason.,shame,"['insulted', 'insult', 'for', 'no', 'reason']",1.0,0.603,1.0,0.39299999999999996,0.0,0.0,0.0,0.0,1.0,0.484,1.0,0.539,0.0,0.0,0.0,0.0,anger,1.0,0.603
sadness,Did badly in an examn.,sadness,"['did', 'do', 'badly', 'in', 'an', 'a', 'examn']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.455
disgust,Saw a man dressed as a woman.,disgust,"['saw', 'see', 'a', 'man', 'dressed', 'dress', 'as', 'a', 'woman']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
disgust,Saw a beggar on the street China still so poor.,disgust,"['saw', 'see', 'a', 'beggar', 'on', 'the', 'street', 'china', 'still', 'so', 'poor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.42200000000000004
guilt,Could not buy a reference book because I got up too late to cue.,guilt,"['could', 'not', 'buy', 'a', 'reference', 'book', 'because', 'i', 'got', 'get', 'up', 'too', 'late', 'to', 'cue']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1.0,0.508,0.0,0.0,anticipation,1.0,0.508
joy,Found out that me and my best friend are both chosen for the English lectures.,joy,"['found', 'find', 'out', 'that', 'me', 'i', 'and', 'my', 'best', 'friend', 'are', 'be', 'both', 'chosen', 'choose', 'for', 'the', 'english', 'lectures', 'lecture']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.234,trust,2.0,1.234
shame,I may not be clever enough to understand your English lectures.,shame,"['i', 'may', 'not', 'be', 'clever', 'enough', 'to', 'understand', 'your', 'you', 'english', 'lectures', 'lecture']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
anger,Told by some people the class leader only choose his friends not true.,anger,"['told', 'tell', 'by', 'some', 'people', 'the', 'class', 'leader', 'only', 'choose', 'his', 'he', 'friends', 'friend', 'not', 'true']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.299,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2190000000000003,trust,3.0,2.2190000000000003
sadness,One of my best friends was hurt by a girl he loves.,sadness,"['one', 'of', 'my', 'best', 'friends', 'friend', 'was', 'be', 'hurt', 'by', 'a', 'girl', 'he', 'loves', 'love']",1.0,0.561,0.0,0.0,1.0,0.688,3.0,1.799,1.0,0.688,0.0,0.0,0.0,0.0,2.0,1.508,joy,3.0,1.799
disgust,Saw a very arrogant girl walking like a queen.,disgust,"['saw', 'see', 'a', 'very', 'arrogant', 'girl', 'walking', 'walk', 'like', 'a', 'queen']",1.0,0.461,1.0,0.469,0.0,0.0,1.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,trust,1.0,0.484
shame,China can not buy your reference.,shame,"['china', 'can', 'not', 'buy', 'your', 'you', 'reference']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
