Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text
sparkling or still? #terribledebatequestions,joy,0.146,joy,"['sparkling', 'or', 'still', 'terribledebatequestions']","['sparkle', 'or', ""'still"", 'terribledebatequestion']"
Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage,joy,0.312,joy,"['well', 'look', 'at', 'the', 'bright', 'side', 'you', 'found', 'a', 'use', 'for', 'that', 'rope', 'tips', 'to', 'survive', 'a', 'power', 'outage']","['well', 'look', 'at', ""the'"", 'bright', 'side', 'you', 'find', 'a', 'use', 'for', 'that', 'rope', 'tip', ""to'"", 'survive', 'a', 'power', 'outage']"
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,joy,0.521,joy,"['15', 'minutes', 'of', 'yoga', 'to', 'your', 'breakfast', 'routine', 'will', 'change', 'your', 'day', 'preparation', 'sunriseyoga', 'bodyawareness', 'health', 'yoga', 'stretch']","['15', ""'"", 'minute', 'of', 'yoga', ""to'"", ""your'"", 'breakfast', 'routine', 'will', 'change', 'you', 'day', 'preparation', 'sunriseyoga', 'bodyawareness', 'health', 'yoga', 'stretch']"
i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses,joy,0.14800000000000002,joy,"['i', 'wonder', 'how', 'gleeful', 'it', 'is', 'to', 'be', 'dumb', 'af', 'and', 'see', 'the', 'world', 'through', 'rose', 'tinted', 'glasses']","[""'i"", 'wonder', ""how'"", 'gleeful', 'it', 'be', ""to'"", ""be'"", 'dumb', 'af', 'and', 'see', ""the'"", 'world', 'through', 'rose', 'tint', 'glass']"
@tomderivan73 😁...I'll just people watch and enjoy a rare show of optimism,joy,0.43799999999999994,joy,"['beaming_face_with_smiling_eyes', 'i', 'will', 'just', 'people', 'watch', 'and', 'enjoy', 'a', 'rare', 'show', 'of', 'optimism']","['beaming_face_with_smiling_eyes', ""i'"", 'will', 'just', 'people', 'watch', 'and', 'enjoy', 'a', 'rare', 'show', 'of', 'optimism']"
Cool to see when smart #CowboysTwitter folks chirp the same stuff you did during your review.  This is why I joined.,joy,0.52,joy,"['cool', 'to', 'see', 'when', 'smart', 'cowboys', 'twitter', 'folks', 'chirp', 'the', 'same', 'stuff', 'you', 'did', 'during', 'your', 'review', 'this', 'is', 'why', 'i', 'joined']","['cool', ""to'"", 'see', 'when', 'smart', 'cowboy', 'twitter', 'folk', 'chirp', ""the'"", 'same', 'stuff', 'you', 'do', 'during', ""your'"", 'review', 'this', 'be', 'why', 'i', 'join']"
@safaridjh but it's so aesthetically pleasing omg,joy,0.583,joy,"['but', 'it', 'is', 'so', 'aesthetically', 'pleasing', 'omg']","['but', 'it', 'be', ""so'"", 'aesthetically', 'pleasing', 'omg']"
@harrietemmett great minds think alike. #rejoice,joy,0.519,joy,"['great', 'minds', 'think', 'alike', 'rejoice']","[""'great"", 'mind', 'think', 'alike', 'rejoice']"
"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",joy,0.7879999999999999,joy,"['i', 'am', 'absolutely', 'in', 'love', 'with', 'laurie', 'hernandez', 'she', 'is', 'so', 'adorable', 'and', 'is', 'always', 'so', 'cheerful']","[""'i"", 'be', 'absolutely', 'in', 'love', ""with'"", 'laurie', 'hernandez', ""she'"", 'be', ""so'"", 'adorable', 'and', 'be', 'always', ""so'"", 'cheerful']"
"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun #laughter",joy,0.82,joy,"['what', 'a', 'great', 'training', 'course', 'lots', 'of', 'photos', 'fun', 'and', 'laughter', 'photo', 'is', 'will', 'be', 'up', 'soon', 'boostercourse', 'fun', 'laughter']","['what', ""a'"", 'great', 'training', 'course', 'lot', 'of', 'photo', 'fun', 'and', 'laughter', 'photo', 'be', 'will', ""be'"", 'up', 'soon', 'boostercourse', 'fun', 'laughter']"
I truly believe in my heart right now that Satan is rejoicing because we are all against one another,joy,0.204,joy,"['i', 'truly', 'believe', 'in', 'my', 'heart', 'right', 'now', 'that', 'satan', 'is', 'rejoicing', 'because', 'we', 'are', 'all', 'against', 'one', 'another']","[""'i"", 'truly', 'believe', 'in', 'my', 'heart', 'right', 'now', 'that', 'satan', 'be', 'rejoice', 'because', ""we'"", 'be', 'all', 'against', 'one', 'another']"
There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,joy,0.312,joy,"['there', 'is', 'a', 'certain', 'hilarity', 'in', 'people', 'angry', 'at', 'protests', 'against', 'the', 'national', 'anthem', 'or', 'the', 'flag', 'when', 'these', 'acts', 'are', 'covered', 'by', '1st', 'amendment']","['there', 'be', ""a'"", 'certain', 'hilarity', 'in', 'people', 'angry', 'at', 'protest', 'against', ""the'"", 'national', 'anthem', 'or', ""the'"", 'flag', 'when', 'these', 'act', 'be', 'cover', 'by', '1st', 'amendment']"
"But the lady at the store said I had nice eyelashes so that's good, right? #optimism? @verizon",joy,0.385,joy,"['but', 'the', 'lady', 'at', 'the', 'store', 'said', 'i', 'had', 'nice', 'eyelashes', 'so', 'that', 'is', 'good', 'right', 'optimism']","['but', ""the'"", 'lady', 'at', ""the'"", 'store', 'say', 'i', 'have', 'nice', 'eyelash', ""so'"", 'that', 'be', 'good', 'right', 'optimism']"
The #chiropractor makes me so .,joy,0.271,joy,"['the', 'chiropractor', 'makes', 'me', 'so']","[""the'"", 'chiropractor', 'make', 'i', 'so']"
@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday,joy,0.4,joy,"['looking', 'like', 'in', 'his', 'heyday']","['look', 'like', 'in', 'he', 'heyday']"
Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically,joy,0.48200000000000004,joy,"['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'lively', 'musically']","['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'lively', 'musically']"
Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...,joy,0.406,joy,"['intermit', 'animated^', '%ncaa', 'pittsburgh', 'vs', 'mississippi', 'sprightly', 'shiny', 'bbva', 'level', 'peg', 'varsity', 'football', 'telly', 'scra']","['intermit', 'animated^', '%ncaa', 'pittsburgh', 'versus', 'mississippi', 'sprightly', 'shiny', ""bbva'"", 'level', 'peg', 'varsity', 'football', 'telly', 'scra']"
"Be happy not because everything is good, but because you can see the good side of everything. ",joy,0.604,joy,"['be', 'happy', 'not', 'because', 'everything', 'is', 'good', 'but', 'because', 'you', 'can', 'see', 'the', 'good', 'side', 'of', 'everything']","[""be'"", 'happy', 'not', 'because', 'everything', 'be', 'good', 'but', 'because', 'you', 'can', 'see', ""the'"", 'good', 'side', 'of', 'everything']"
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun,joy,0.562,joy,"['use', 'your', 'smile', 'to', 'change', 'the', 'world', 'do', ""n't"", 'let', 'the', 'world', 'change', 'your', 'smile', 'quote', 'actorslife', 'smile', 'love', 'hardwork', 'pay', 'soff', 'fun']","['you', 'smile', ""to'"", 'change', ""the'"", 'world', ""do'"", 'not', 'let', ""the'"", 'world', 'change', 'you', 'smile', 'quote', 'actorslife', 'smile', 'love', 'hardwork', 'pay', 'soff', 'fun']"
@simmy_hanley @Schrise also a #delight,joy,0.542,joy,"['also', 'a', 'delight']","['also', ""a'"", 'delight']"
Benefit out exhilaration called online backing off: JkUVmvQXY,joy,0.462,joy,"['benefit', 'out', 'exhilaration', 'called', 'online', 'backing', 'off', 'jkuvmvqxy']","['benefit', ""out'"", 'exhilaration', 'call', 'online', 'back', 'off', 'jkuvmvqxy']"
Watch this amazing live.ly broadcast by @hannah..mccloud  #musically,joy,0.5,joy,"['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'musically']","['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'musically']"
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful #joyful #do_u_see,joy,0.5,joy,"['promise', 'of', 'restoration', 'to', 'the', 'nation', 'of', 'israel', 'everywhere', 'you', 'look', 'blessing', 'barns', 'wine', 'overflow', 'everything', 'beautiful', 'joyful']","['promise', 'of', 'restoration', ""to'"", ""the'"", 'nation', 'of', 'israel', 'everywhere', 'you', 'look', 'blessing', 'barn', 'wine', 'overflow', 'everything', 'beautiful', 'joyful']"
"I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.",joy,0.938,joy,"['i', 'feel', 'so', 'blessed', 'to', 'work', 'with', 'the', 'family', 'that', 'i', 'nanny', 'for', 'red_heart', '️', 'nothing', 'but', 'love', 'appreciation', 'makes', 'me', 'smile']","[""'i"", 'feel', ""so'"", 'bless', ""to'"", 'work', 'with', ""the'"", 'family', 'that', ""i'"", 'nanny', 'for', 'red_heart', 'be', 'nothing', 'but', 'love', 'appreciation', 'make', 'i', 'smile']"
Watching driven by food and @andrewzimmern going to Devon Ave to eat nihari makes me gleeful af,joy,0.78,joy,"['watching', 'driven', 'by', 'food', 'and', 'going', 'to', 'devon', 'ave', 'to', 'eat', 'nihari', 'makes', 'me', 'gleeful', 'af']","['watch', 'drive', 'by', 'food', 'and', 'go', ""to'"", 'devon', 'ave', ""to'"", 'eat', 'nihari', 'make', ""me'"", 'gleeful', 'af']"
"@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.",joy,0.877,joy,"['luckii', 'i', 'am', 'changing', 'in', 'so', 'many', 'ways', 'bc', 'of', 'him', 'it', 'is', 'a', 'scary', 'but', 'joyful', 'feeling', 'making', 'me', 'so', 'strong']","['luckii', ""i'"", 'be', 'change', 'in', ""so'"", 'many', 'way', 'bc', 'of', 'he', 'it', 'be', 'a', 'scary', 'but', 'joyful', 'feeling', 'make', ""me'"", 'so', 'strong']"
Watch this amazing live.ly broadcast by @ittzdevin  #musically,joy,0.483,joy,"['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'musically']","['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'musically']"
Kinda wished I watched mischievous kiss before playful kiss,joy,0.40399999999999997,joy,"['kinda', 'wished', 'i', 'watched', 'mischievous', 'kiss', 'before', 'playful', 'kiss']","['kinda', 'wish', ""i'"", 'watch', 'mischievous', 'kiss', 'before', 'playful', 'kiss']"
@gatewaypundit Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!,joy,0.34,joy,"['mostly', 'animated', 'audience', 'i', 'would', 'bet', 'green', 'sceen', 'folk', 'the', 'ones', 'that', 'do', 'not', 'need', 'air']","['mostly', 'animated', 'audience', ""i'"", 'would', 'bet', 'green', 'sceen', 'folk', ""the'"", 'one', 'that', 'do', 'not', 'need', 'air']"
@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,joy,0.33,joy,"['do', 'not', 'think', 'ian', 'knew', 'of', 'pavel', 'he', 'knew', 'about', 'charlie', 'i', 'bet', 'rob', 'will', 'cackle', 'with', 'glee', 'when', 'he', 'heard', 'what', 'has', 'happened', 'thearchers']","[""do'"", 'not', 'think', 'ian', 'know', 'of', 'pavel', ""he'"", 'know', 'about', 'charlie', ""i'"", 'bet', 'rob', 'will', 'cackle', 'with', 'glee', 'when', ""he'"", 'hear', 'what', 'have', 'happen', 'thearcher']"
@emilyycos the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong,joy,0.146,joy,"['the', 'other', '26', 'was', 'last', 'night', 'at', '2', 'am', 'while', 'i', 'watched', 'the', 'balls', 'i', 'animated', 'bounce', 'for', '20', 'minutes', 'figuring', 'out', 'what', 'was', 'wrong']","[""the'"", ""'other"", '26', 'be', 'last', 'night', 'at', '2', 'am', 'while', ""i'"", 'watch', ""the'"", 'ball', ""i'"", 'animated', 'bounce', 'for', '20', 'minute', 'figure', 'out', 'what', 'be', 'wrong']"
"GKN so lively as well, mad quick",joy,0.32,joy,"['gkn', 'so', 'lively', 'as', 'well', 'mad', 'quick']","['gkn', ""so'"", 'lively', 'as', 'well', 'mad', 'quick']"
"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",joy,0.32,joy,"['symmetry', 'is', 'key', 'everything', 'must', 'be', 'aesthetically', 'pleasing', 'as', 'possible', 'that', 'is', 'why', 'i', 'hold', 'you', 'twin', 'pistols', 'death', 'the', 'kid', 'bot']","['symmetry', 'be', 'key', 'everything', 'must', ""be'"", 'aesthetically', 'pleasing', 'as', 'possible', 'that', 'be', 'why', ""i'"", 'hold', 'you', 'twin', 'pistol', 'death', ""the'"", 'kid', 'bot']"
"The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie",joy,0.5,joy,"['the', 'return', 'of', 'matt', 'damon', 'and', 'of', 'director', 'paul', 'greengrass', 'brings', 'back', 'all', 'the', 'exhilarating', 'if', 'rather', 'po-faced', 'entertainment', 'to', 'a', 'movie']","[""the'"", 'return', 'of', 'matt', 'damon', 'and', 'of', 'director', 'paul', 'greengrass', 'bring', 'back', 'all', ""the'"", 'exhilarating', 'if', 'rather', 'face', 'entertainment', 'to', ""a'"", 'movie']"
"Ooh #hygge, candles, jasmine tea &amp; #GBBO ",joy,0.68,joy,"['ooh', 'hygge', 'candles', 'jasmine', 'tea', 'gbbo']","[""ooh'"", 'hygge', 'candle', 'jasmine', 'tea', 'gbbo']"
did you know that the sparkling letters in Super Mario Galaxy spell out U R MR GAY,joy,0.312,joy,"['did', 'you', 'know', 'that', 'the', 'sparkling', 'letters', 'in', 'super', 'mario', 'galaxy', 'spell', 'out', 'u', 'r', 'mr', 'gay']","['do', 'you', 'know', 'that', ""the'"", 'sparkle', 'letter', 'in', 'super', 'mario', 'galaxy', 'spell', 'out', ""u'"", ""r'"", 'mr', 'gay']"
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering,joy,0.8540000000000001,joy,"['second', 'day', 'on', 'the', 'job', 'and', 'i', 'already', 'got', 'a', '45', 'dollar', 'tip', 'from', 'a', 'dude', 'whose', 'was', 'constantly', 'twitching', 'his', 'eye', 'lololol', 'cheering']","['second', 'day', 'of', 'and', ""the'"", 'job', 'and', 'i', 'already', 'get', ""a'"", '45', 'dollar', 'tip', 'from', 'a', 'dude', 'whose', 'be', 'constantly', 'twitch', 'he', 'eye', 'lololol', 'cheer']"
@liamch88 yeah! :) playing well ,joy,0.688,joy,"['yeah', 'playing', 'well']","['yeah', 'play', 'well']"
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. ,joy,0.28,joy,"['rec', 'would', 'call', '2', 'day', 'from', 'haitian', 'church', 'we', 'started', 'in', 'florida', 'some', '15', 'yrs', 'ago', 'preparing', 'to', 'acquire', 'their', 'own', 'bldg', 'wanted', 'me', 'to', 'know']","[""'rec"", 'would', 'call', '2', 'day', 'from', 'haitian', 'church', ""we'"", 'start', 'in', 'florida', 'some', '15', ""'"", 'year', 'ago', 'prepare', ""to'"", 'acquire', 'they', 'own', ""bldg'"", 'want', ""me'"", 'to', 'know']"
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? ",joy,0.52,joy,"['that', 'is', 'awesome', 'p.s.', 'ok', 'what', 'are', 'the', 'odds', 'of', 'that', 'swapping', 'neighborhoods']","['that', 'be', 'awesome', 'p.s.', 'ok', 'what', 'be', ""the'"", 'odd', 'of', 'that', 'swap', 'neighborhood']"
Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,joy,0.846,joy,"['oi', 'you', 'have', 'absolutely', 'fucking', 'killed', 'me', '30', 'mins', 'later', 'i', 'm', 'still', 'crying', 'with', 'laughter', 'grindah', 'grindah', 'nerd_face', 'hahahahahahaha']","[""'oi"", 'you', 'have', 'absolutely', 'fuck', 'kill', ""me'"", '30', 'min', 'later', ""i'"", 'm', 'still', 'cry', 'with', 'laughter', 'grindah', 'grindah', 'nerd_face', 'hahahahahahaha']"
"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",joy,0.40399999999999997,joy,"['turkish', 'exhilaration', 'for', 'a', '30', 'shade', 'off', 'irruptive', 'russian', 'visitors', 'this', 'twelvemonth', 'gobbler', 'is', 'nephalism', 'so']","['turkish', 'exhilaration', 'for', 'a', '30', 'shade', 'off', 'irruptive', 'russian', 'visitor', 'this', 'twelvemonth', 'gobbler', 'be', 'nephalism', 'so']"
Proverbs  27:9 Ointment and perfume rejoice the heart: so doth the sweetness of a man's friend by hearty counsel.\n#TruthfmDawnBreak,joy,0.583,joy,"['proverbs', '27:9', 'ointment', 'and', 'perfume', 'rejoice', 'the', 'heart', 'so', 'doth', 'the', 'sweetness', 'of', 'a', 'man', 'is', 'friend', 'by', 'hearty', 'counsel', 'truthfm', 'dawn', 'break']","['proverb', '27:9', 'ointment', 'and', 'perfume', 'rejoice', ""the'"", 'heart', ""so'"", 'doth', ""the'"", 'sweetness', 'of', 'a', 'man', 'be', 'friend', 'by', 'hearty', 'counsel', 'truthfm', 'daw', 'and', 'break']"
"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -",joy,0.349,joy,"['the', 'hunter', 'in', 'this', 'way', 'content', 'and', 'joyous', 'in', 'simple', 'domestic', 'bliss', 'i', 'can', 'not', 'wait', 'for', 'word', 'of', 'who', 'you', 'truly', 'are', 'to']","[""the'"", 'hunter', 'in', 'this', 'way', 'content', 'and', 'joyous', 'in', 'simple', 'domestic', 'bliss', 'i', 'can', 'not', 'wait', 'for', 'word', 'of', ""who'"", 'you', 'truly', 'be', 'to']"
I'm highly animated even though I'm decomposing.,joy,0.33299999999999996,joy,"['i', 'am', 'highly', 'animated', 'even', 'though', 'i', 'am', 'decomposing']","[""'i"", 'be', 'highly', 'animated', 'even', 'though', ""i'"", 'be', 'decompose']"
Watch this amazing live.ly broadcast by @mrgummyking  #musically,joy,0.45799999999999996,joy,"['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'musically']","['watch', 'this', 'amazing', 'live.ly', 'broadcast', 'by', 'musically']"
A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov,joy,0.667,joy,"['a', 'joyous', 'first', 'webiversary', 'web', 'mitzvah', 'to', 'smithsonian', 'is']","['joyous', 'first', 'webiversary', 'web', 'mitzvah', ""to'"", 'smithsonian', 'be']"
"@Senpai_Vanilla This would be the height of hilarity, were it not for the fact that the adult swan is highly likely to attack.",joy,0.24,joy,"['this', 'would', 'be', 'the', 'height', 'of', 'hilarity', 'were', 'it', 'not', 'for', 'the', 'fact', 'that', 'the', 'adult', 'swan', 'is', 'highly', 'likely', 'to', 'attack']","['this', 'would', ""be'"", ""the'"", 'height', 'of', 'hilarity', 'be', 'it', 'not', 'for', ""the'"", 'fact', 'that', ""tha'"", 'adult', 'swan', 'be', 'highly', 'likely', ""to'"", 'attack']"
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol",joy,0.596,joy,"['it', 'is', 'not', 'that', 'the', 'man', 'did', 'not', 'know', 'how', 'to', 'juggle', 'he', 'just', 'did', 'not', 'have', 'the', 'balls', 'to', 'do', 'it', 'funny', 'pun', 'punny', 'lol']","['it', 'be', 'not', 'that', ""the'"", 'man', 'do', 'not', 'know', 'how', ""to'"", 'juggle', 'he', 'just', 'do', 'not', 'have', ""the'"", 'ball', ""to'"", ""do'"", 'it', 'funny', 'pun', 'punny', 'lol']"
"Niggas never changed...even as a kid and a 29 year old, in his interviews, seems jovial and happy after death of his sister...he did it",joy,0.4,joy,"['niggas', 'never', 'changed', 'even', 'as', 'a', 'kid', 'and', 'a', '29', 'year', 'old', 'in', 'his', 'interviews', 'seems', 'jovial', 'and', 'happy', 'after', 'death', 'of', 'his', 'sister', 'he', 'did', 'it']","['nigga', 'never', 'change', 'even', 'as', 'be', 'kid', 'and', 'a', '29', 'year', 'old', 'in', 'he', 'interview', 'seem', 'jovial', 'and', 'happy', 'after', 'death', 'of', 'he', 'sister', 'he', 'do', 'it']"
Love your new show @driverminnie  #hilarious,joy,0.7879999999999999,joy,"['love', 'your', 'new', 'show', 'hilarious']","['love', 'you', 'new', 'show', 'hilarious']"
"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye #breezy",joy,0.25,joy,"['when', 'ya', 'will', 'talkin', 'about', 'you', 'know', 'who', 'i', 'do', 'not', 'know', 'who', 'ya', 'will', 'talkin', 'bout', 'i', 'am', 'on', 'the', 'new', 'shit', 'chuckin', 'up', 'ma', 'deuces', 'fire', 'fire', 'kanye', 'breezy']","['when', ""ya'"", 'will', 'talkin', 'about', 'you', 'know', ""who'"", 'i', 'do', 'not', 'know', ""who'"", ""ya'"", 'will', 'talkin', 'bout', ""i'"", 'be', 'of', 'and', ""the'"", 'new', 'shit', 'chuckin', 'up', ""ma'"", 'deuce', 'fire', 'fire', 'kanye', 'breezy']"
Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday,joy,0.562,joy,"['accept', 'the', 'challenges', 'so', 'that', 'you', 'can', 'feel', 'the', 'exhilaration', 'of', 'victory', 'focus', 'x10', 'motivation', 'motivationalquotes', 'quoteoftheday']","['accept', ""the'"", 'challenge', ""so'"", 'that', 'you', 'can', 'feel', ""the'"", 'exhilaration', 'of', 'victory', 'focus', '10', 'motivation', 'motivationalquote', 'quoteoftheday']"
Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,joy,0.5,joy,"['old', 'saying', 'a', 'smile', 'shared', 'is', 'one', 'gained', 'for', 'another', 'day']","[""'old"", 'say', 'a', 'smile', 'share', 'be', 'one', 'gain', 'for', 'another', 'day']"
Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything,joy,0.10400000000000001,joy,"['wanted', 'to', 'get', 'him', 'a', 'cake', 'with', 'sparkling', 'candles', 'but', 'he', 'does', 'not', 'like', 'cake', 'unamused', 'face', 'unamused_', 'face', 'ruins', 'everything']","['want', ""to'"", 'get', 'he', ""a'"", 'cake', 'with', 'sparkling', 'candle', 'but', 'he', 'do', 'not', 'like', 'cake', 'unamused', 'face', 'unamused_', 'face', 'ruin', 'everything']"
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,joy,0.14400000000000002,joy,"['i', 'meet', 'new', 'people', 'and', 'i', 'had', 'to', 'grow', 'up', 'with', 'the', 'reality', 'that', 'people', 'can', 'be', 'desgusting', 'and', 'fake', 'and', 'so', 'i', 'lost', 'my', 'cheerfulness', 'and', 'started']","[""'i"", 'meet', 'new', 'people', 'and', 'i', 'have', ""to'"", 'grow', 'up', 'with', ""the'"", 'reality', 'that', 'people', 'can', ""be'"", 'desgust', 'and', 'fake', 'and', ""so'"", 'i', 'lose', 'my', 'cheerfulness', 'and', 'start']"
backed pats -2.5 10/11 just before ,joy,0.32,joy,"['backed', 'pats', '2.5', '10', '11', 'just', 'before']","['back', 'pat', '2.5', ""'"", '10', ""'"", '11', ""'"", 'just', 'before']"
"@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!",joy,0.375,joy,"['it', 's', 'reaper', 'before', 'he', 'became', 'reaper', 'you', 'can', 'find', 'their', 'stories', 'on', 'the', 'wiki', 'and', 'thru', 'the', 'comics', 'and', 'animated', 'shorts']","['it', 's', 'reaper', 'before', 'he', 'become', 'reaper', 'you', 'can', 'find', 'they', 'story', 'of', 'and', ""the'"", 'wiki', 'and', 'through', ""the'"", 'comic', 'and', 'animated', 'short']"
American Schools are lively,joy,0.614,joy,"['american', 'schools', 'are', 'lively']","['american', 'school', 'be', 'lively']"
.@Travelanswerman: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha …,joy,0.604,joy,"['the', 'possibilities', 'r', 'endless', 'becca', 'when', 'u', 'unplug', 'from', 'the', 'matrix', 'stay', 'salty', 'and', 'happy', 'surfing', 'sunset', 'aloha']","[""the'"", 'possibility', ""r'"", 'endless', ""becca'"", 'when', ""u'"", 'unplug', 'from', ""the'"", 'matrix', 'stay', 'salty', 'and', 'happy', 'surfing', 'sunset', 'aloha']"
"Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw",joy,0.212,joy,"['why', 'bother', 'tweeting', 'poor', 'men', 'is', 'what', 'good', 'does', 'it', 'do', 'if', 'i', 'am', 'unable', 'to', 'be', 'cheery', 'i', 'go', 'quiet', 'missed', 'you', 'btw']","['why', 'bother', 'tweet', 'poor', 'man', 'be', 'what', 'good', 'do', 'it', ""do'"", 'if', ""i'"", 'be', 'unable', ""to'"", ""be'"", 'cheery', ""i'"", ""go'"", 'quiet', 'miss', 'you', 'btw']"
"Accept challenges in life, so that you may feel the exhilaration of victory.",joy,0.5,joy,"['accept', 'challenges', 'in', 'life', 'so', 'that', 'you', 'may', 'feel', 'the', 'exhilaration', 'of', 'victory']","['accept', 'challenge', 'in', 'life', ""so'"", 'that', 'you', 'may', 'feel', ""the'"", 'exhilaration', 'of', 'victory']"
You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.,joy,0.354,joy,"['you', 'head', 'north', 'and', 'arrive', 'at', 'a', 'breezy', 'cave', 'it', 'smells', 'sweet', 'you', 'glance', 'at', 'your', 'watch', 'you', 'are', 'running', '15', 'minutes', 'late']","['you', 'head', 'north', 'and', 'arrive', 'at', 'a', 'breezy', 'cave', 'it', 'smell', 'sweet', 'you', 'glance', 'at', 'you', 'watch', 'you', 'be', 'run', '15', ""'"", 'minute', 'late']"
"@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --",joy,0.667,joy,"['sylvia', 'was', 'elated', 'to', 'receive', 'kisses', 'from', 'the', 'little', 'prince', 'her', 'bright', 'smile', 'clear', 'as', 'she', 'glanced', 'to', 'garrett', 'and', 'elyse']","[""'sylvia"", 'be', 'elated', ""to'"", 'receive', 'kiss', 'from', ""the'"", 'little', 'prince', 'she', 'bright', 'smile', 'clear', 'as', ""she'"", 'glance', ""to'"", 'garrett', 'and', 'elyse']"
@lilymacintyre_ she was my favourite such a joyful soul,joy,0.528,joy,"['she', 'was', 'my', 'favourite', 'such', 'a', 'joyful', 'soul']","['she', 'be', 'my', 'favourite', 'such', 'a', 'joyful', 'soul']"
Anyone who drinks sparkling water is a demon,joy,0.12,joy,"['anyone', 'who', 'drinks', 'sparkling', 'water', 'is', 'a', 'demon']","['anyone', ""who'"", 'drink', 'sparkle', 'water', 'be', 'a', 'demon']"
"@my2k aaa Cam animated that, so proud of our boy",joy,0.583,joy,"['aaa', 'cam', 'animated', 'that', 'so', 'proud', 'of', 'our', 'boy']","['aaa', 'cam', 'animated', 'that', 'so', 'proud', 'of', 'we', 'boy']"
Why have I only just started watching glee this week I am now addicted 🙄  #GLEEK,joy,0.5,joy,"['why', 'have', 'i', 'only', 'just', 'started', 'watching', 'glee', 'this', 'week', 'i', 'am', 'now', 'addicted', 'face_with_rolling_eyes', 'gleek']","['why', 'have', ""i'"", 'only', 'just', 'start', 'watch', 'glee', 'this', 'week', ""i'"", 'be', 'now', 'addicted', 'face_with_rolling_ey', 'gleek']"
