Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text
When my friends send me ballons and fireworks through text...#amazing #smiling,joy,0.778,joy,When my friends send me ballons and fireworks through text...amazing smiling
A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle.,joy,0.43799999999999994,joy,A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle.
#PeopleLikeMeBecause of my razor wit &amp; sparkling personality,joy,0.519,joy,People Like Me Because of my razor wit &amp; sparkling personality
"@theclobra lol I thought maybe, couldn't decide if there was levity or not",joy,0.312,joy," lol I thought maybe, couldn't decide if there was levity or not"
My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism,joy,0.8240000000000001,joy,My morning started off amazing!! Hopefully the whole day is going as i want it to go!\nGreat Day optimism
@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his ,joy,0.542,joy, dhoni bcoz of is calmness nd match winning  finishers nd a proud miltirian dadhusband nd wonderful humanbeing nd his 
When your rewatching glee and break down in tears all over again. 😭😢 #glee,joy,0.375,joy,When your rewatching glee and break down in tears all over again.  loudly_crying_face  crying_face  glee
💥⚖️Yeah‼️ PAUL‼️⚖️💥 #joyous #glorious #BB18,joy,0.92,joy, collision  balance_scale ️Yeah double_exclamation_mark ️ PAUL double_exclamation_mark ️ balance_scale ️ collision  joyous glorious BB18
Miami proficiency is like pleasing by what name miami beaches: pIkxb,joy,0.34,joy,Miami proficiency is like pleasing by what name miami beaches: pIkxb
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! ,joy,0.7290000000000001,joy,Thank you disney themed episode for letting me discover how amazing the  are! 
I #love to #laugh and share #laughter as way to share #joy,joy,0.8540000000000001,joy,I love to laugh and share laughter as way to share joy
Okay~ #deepbreathes ☺️ we can do this @sydneyswans 💪🏻🔴⚪️ #cheer #cheer &amp; see you on the other side peeps ❤️ #AFLCatsSwans #ProudlySydney,joy,0.78,joy,Okay~ deepbreathes  smiling_face ️ we can do this   flexed_biceps  light_skin_tone  red_circle  white_circle ️ cheer cheer &amp; see you on the other side peeps  red_heart ️ A F L Cats Swans Proudly Sydney
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,joy,0.868,joy, happy birthday :) have a blessed day love from Toronto :) bday 
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday,joy,0.375,joy,Go follow beautiful Snowgang  heart_suit   heart_suit  Princess fitness bodyposi haircut  Whitegirlwednesday
"Another joyful encounter in Tribez &amp; Castlez! I just met Mouchole, Ogre Cook! Do you want to know who that is? Download the game and find...",joy,0.52,joy,"Another joyful encounter in Tribez &amp; Castlez! I just met Mouchole, Ogre Cook! Do you want to know who that is? Download the game and find..."
Who actually chooses to drink sparkling water 🤔,joy,0.20800000000000002,joy,Who actually chooses to drink sparkling water  thinking_face 
@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious,joy,0.5670000000000001,joy, try asking for a cheeseburger with only onion &amp; mustard at any Mc Donalds hilarious
((things that grind my gears: people drawing gideon gleeful skinny,joy,0.292,joy,((things that grind my gears: people drawing gideon gleeful skinny
"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.",joy,0.648,joy," BIG thank you for liking my little Pumpkin  :)  she is the smallest of my 4, but is very playful &amp; wakes me up most mornings."
"@flutterpolitely she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first",joy,0.32,joy," she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first"
The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.,joy,0.58,joy,The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.
@Rbrutti what a #happy looking #couple !,joy,0.542,joy, what a happy looking couple !
And thus begins my 2 week holiday! 😏😏\n#holiday #cheering #ghastinoir #rest,joy,0.86,joy,And thus begins my 2 week holiday!  smirking_face  smirking_face \nholiday cheering ghastinoir rest
"To all who follow me, whether we've ever talked or not hope you have a joyous life. Goodbye.",joy,0.45799999999999996,joy,"To all who follow me, whether we have ever talked or not hope you have a joyous life. Goodbye."
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",joy,0.688,joy,"it is not that the man did not know how to juggle, he just didn't have the balls to do it.\n funny pun punny lol "
"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.",joy,0.62,joy,"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity."
It's Thursday which means it's Grey's day #TGIT ,joy,0.6559999999999999,joy,it is Thursday which means it is grey is day TGIT 
@LoriAlan1 Seriously. Digging those eyebrows. ,joy,0.479,joy, Seriously. Digging those eyebrows. 
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,joy,0.32,joy,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;
I'm ever so cheerful,joy,0.74,joy,i am ever so cheerful
Watch this amazing live.ly broadcast by @broitzmax  #musically,joy,0.48,joy,Watch this amazing live.ly broadcast by   musically
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑,joy,0.7709999999999999,joy,it is an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good  money_mouth_face 
"Yesterday , on 21 Sept. 2016 , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up.",joy,0.396,joy,"Yesterday , on 21 Sept. 2016 , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up."
Thank you @RachelPlatten for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it,joy,0.68,joy,Thank you  for teaching me how to live again. it is been so long since &amp; this ride is about to be exhilarating. I just know it
Leon's cheerfulness is always a big help.,joy,0.625,joy,leon is cheerfulness is always a big help.
Loading mirth out to be trusted websites: LKskQUfke,joy,0.32,joy,Loading mirth out to be trusted websites: LKskQUfke
Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,joy,0.708,joy,Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!
"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) ",joy,0.6459999999999999,joy," Hey There Phil Glutting thank you for following us, it is appreciated :) "
"now that I have my future planned out, I feel so much happier #goals #life #happy #igotthis #yay",joy,0.875,joy,"now that I have my future planned out, I feel so much happier goals life happy igotthis yay"
Solange is more aesthetically pleasing than your fave.,joy,0.42,joy,Solange is more aesthetically pleasing than your fave.
Loving  #Pitch so far !! 🤗🤗🤗 @PITCHonFOX @Global_TV #chills ,joy,0.75,joy,Loving  Pitch so far !!  hugging_face  hugging_face  hugging_face    chills 
- its lit having a class with you!!! Your such a great person and good at cheer!!,joy,0.81,joy,- its lit having a class with you!!! Your such a great person and good at cheer!!
Miss my lil caramel delight 💓,joy,0.44,joy,Miss my lil caramel delight  beating_heart 
"@OutlanderHome if not filming, @TobiasMenzies smile! please. :)",joy,0.542,joy," if not filming,  smile! please. :)"
5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc,joy,0.48200000000000004,joy,5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc
"God just replaced my sadness with laughter, can't go the whole day sad ...",joy,0.615,joy,"God just replaced my sadness with laughter, can't go the whole day sad ..."
@T_newhouse13 as granny would say I don't know how to chirp,joy,0.44,joy, as granny would say I don't know how to chirp
@bradshawjp Sweet! #optimism,joy,0.56,joy, Sweet! optimism
"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @EmmyA2 @snickerfritz04",joy,0.1,joy,"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at  "
@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.,joy,0.708,joy, Thank you for follow and its a good website you have and cheering with no hassle.
"@AdamCimmering Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively.",joy,0.32,joy," Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively."
Watch this amazing live.ly broadcast by @iamjustinburke  #musically,joy,0.542,joy,Watch this amazing live.ly broadcast by   musically
@iamnotatwit Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs,joy,0.36,joy, Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? thegoldbergs
Watch this amazing live.ly broadcast by @rosannahill  #musically,joy,0.45899999999999996,joy,Watch this amazing live.ly broadcast by   musically
felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! ,joy,0.48,joy,felt a bit shit getting a very high blood sugar then i remembered it is my first one above 15 this week which is incredible for me! 
"...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live #ZeroBOT",joy,0.16699999999999998,joy,"...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live Zero B O T"
@XGames looks exhilarating! Looking forward to seeing 👍🏼,joy,0.74,joy, looks exhilarating! Looking forward to seeing  thumbs_up  medium_light_skin_tone 
Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX,joy,0.86,joy,Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou amy  XXXX
Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,joy,0.192,joy,Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs 
@WuffinArts :c You have my most heartfelt condolences. I'm glad it passed with levity and love in it's heart.,joy,0.188,joy, :c You have my most heartfelt condolences. i am glad it passed with levity and love in it is heart.
@bear_ing you asshole... you made me sexually attacked to a animated bear :-P,joy,0.20800000000000002,joy, you asshole... you made me sexually attacked to a animated bear :-P
@NateBLoL no it was that clear American naturally flavored sparkling water,joy,0.312,joy, no it was that clear American naturally flavored sparkling water
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but!  #neverchange,joy,0.479,joy,  Katie I love how you describe yourself as 'normal'. Really you are anything but!  neverchange
Some People hate nothing more than a happy confident person. Never mind  #confident,joy,0.318,joy,Some People hate nothing more than a happy confident person. Never mind  confident
Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ? #hilarious #missyou,joy,0.769,joy,Currently listening to  &amp;   podcasts!! Can you guys please move to yvr ? hilarious missyou
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated,joy,0.562,joy,   listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated
“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,joy,0.38299999999999995,joy,"""Set a goal to achieve something that is so big so exhilarating that excites you &amp; scares you at the same time."" \n― Bob Proctor"
Am I watching #BacheloretteAU or Zoolander ?  #samvrhys,joy,0.4,joy,Am I watching Bachelorette A U or Zoolander ?  samvrhys
Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling,joy,0.583,joy,Keep smiling because life is a beautiful thing and there is so much to smile about. Marilyn Monroe Keep Smiling
2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling,joy,0.88,joy,2 days until Go Pack Go and 23 days until Go Gipe Go..... i am so excited! smiling
Lea doing a mini set tour of glee my heart just cried tears of happiness and sadness,joy,0.49200000000000005,joy,Lea doing a mini set tour of glee my heart just cried tears of happiness and sadness
My siblings look all gangster &amp; I look all cheery 😅😂,joy,0.667,joy,My siblings look all gangster &amp; I look all cheery  grinning_face_with_sweat  face_with_tears_of_joy 
Will be a lively evening at ot that one.,joy,0.38,joy,Will be a lively evening at ot that one.
"@JeffBridg man, GREAT JOB!!! I am more than happy over your success in a short time.  Mom &amp; dad are smiling from heaven.  Love you, bro.",joy,0.938,joy," man, GREAT JOB!!! I am more than happy over your success in a short time.  Mom &amp; dad are smiling from heaven.  Love you, bro."
"@yap_yip --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]",joy,0.43799999999999994,joy," --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]"
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown,joy,0.076,joy, it is 5679787. Cannot DM you as we don't follow each other. Not such a  party fail letdown
"If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama",joy,0.555,joy,"If you want others to be happy, practice compassion. If you want to be happy, practice compassion.' Dalai Lama"
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done #smiling,joy,0.667,joy,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done smiling
"You don't smile and you say you're in love, but that's why I don't love",joy,0.146,joy,"You don't smile and you say you are in love, but that is why I don't love"
"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",joy,0.43799999999999994,joy," (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +"
@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots 💖💖💖💖💖💖💖🎉🎊 #chapter22 #bdaygirl #happy #love,joy,0.9,joy, happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots  sparkling_heart  sparkling_heart  sparkling_heart  sparkling_heart  sparkling_heart  sparkling_heart  sparkling_heart  party_popper  confetti_ball  chapter22 bdaygirl happy love
Watch this amazing live.ly broadcast by @izzybuzy365 #lively #musically,joy,0.51,joy,Watch this amazing live.ly broadcast by  lively musically
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling,joy,0.78,joy,Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! opengym  tumbling
I miss my naivety and blind optimism,joy,0.16699999999999998,joy,I miss my naivety and blind optimism
@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia,joy,0.66,joy, Thank you for the follow. Looking forward to your tweets as they look entertaining! smile socialmedia
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing,joy,0.56,joy,rec would call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. rejoicing
"@OkashoHime + returned her joyous focus to the pastel-haired girl. 'Wawa's okay, tooooo~!' She squealed before raising her eyebrows at the +",joy,0.604,joy," + returned her joyous focus to the pastel-haired girl. 'wawa is okay, tooooo~!' She squealed before raising her eyebrows at the +"
A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally,joy,0.259,joy,A former diplomat is quite gleeful about the situation of Pakistan on  quite stiff upper lip of diplomacy seen normally
Being in the countryside all day was so pleasing,joy,0.667,joy,Being in the countryside all day was so pleasing
"@ChrisBooker @ThePerezHilton On PHP54  and though the Kardashian stuff goes over my head, you're both hilarious, like gleeful little boys 😂😂",joy,0.8079999999999999,joy,"  On PHP54  and though the Kardashian stuff goes over my head, you are both hilarious, like gleeful little boys  face_with_tears_of_joy  face_with_tears_of_joy "
Am I watching #BacheloretteAU or Zoolander ? #hilarious #samvrhys,joy,0.6459999999999999,joy,Am I watching Bachelorette A U or Zoolander ? hilarious samvrhys
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! ,joy,0.24,joy,My ukulele bag has fallen apart.  neutral_face  WELLL AT LEAST my life hasn't yet!! 
We have been a better second half team this season. So there's that. #optimism,joy,0.45799999999999996,joy,We have been a better second half team this season. So there is that. optimism
HMS Pinafore' time.\n\nI need some mirth.,joy,0.312,joy,HMS Pinafore' time.\n\nI need some mirth.
#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy,joy,0.34,joy,Talking about our Problems is our greatest Addiction Break the habitTalk about ur Joysquote optimism problemsolving behappy
"Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ",joy,0.604,joy,"Needed levity: Hubs + I talking of  kyle is new solo album, my 7 yo says ' She loves ur news show 9News  LOLZ"
"@VBadawey Every day, we need to choose hope over fear, and diversity over division - Justin missed optimism, change, sunniness, love,",joy,0.40399999999999997,joy," Every day, we need to choose hope over fear, and diversity over division - Justin missed optimism, change, sunniness, love,"
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees,joy,0.33299999999999996,joy, he is just lucky...bad pitchers...W H A T E V E R... El Kracken is legit future bright gottawearshades Lets Go Yankees
Bring back the heyday #NominateBunkface,joy,0.38,joy,Bring back the heyday Nominate Bunkface
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism",joy,0.25,joy,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could oilandgas optimism"
Rap that will Cut other raper's throat. Who said that? @Paedeezy #badd #wicked. #bright city lights,joy,0.212,joy,Rap that will Cut other raper is throat. Who said that?  badd wicked. bright city lights
"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy",joy,0.72,joy,"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful   ! See With Eyes Of Mercy"
@Elaminova sparkling water makes your life sparkly,joy,0.521,joy, sparkling water makes your life sparkly
"During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor",joy,0.26,joy,"During the day  is jovial. At Tribal Council he is a different,  darker fellow.  Still simply but smiles are few. Survivor"
"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.",joy,0.18,joy,"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring."
@bradshawjp Sweet! ,joy,0.6459999999999999,joy, Sweet! 
@homoaesthetics YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters,joy,0.68,joy, YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",joy,0.625,joy,"it is not that the man did not know how to juggle, he just didn't have the balls to do it.\n funny pun lol  punny"
"— to reveal a broad smile. \n\n'Yeah, it's nice.' \n\nPursing his lips, he stifled his joyous expression in order —\n\n[@AVIATAUBE].",joy,0.542,joy,"— to reveal a broad smile. \n\n'Yeah, it is nice.' \n\nPursing his lips, he stifled his joyous expression in order —\n\n["
@ItWontCostMuch_ 'Bed done... floor will be done last... curtains! A-hah!' She tried to sound all happy and cheery but she really wasn't.--,joy,0.22899999999999998,joy, 'Bed done... floor will be done last... curtains! A-hah!' She tried to sound all happy and cheery but she really wasn't.--
"#PeopleLikeMeBecause    People are using this hashtag to brag about themselves.  I'm not interested in pleasing others, but in pleasing God.",joy,0.396,joy,"People Like Me Because    People are using this hashtag to brag about themselves.  i am not interested in pleasing others, but in pleasing God."
"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey #laughter #smile",joy,0.924,joy," Good morning, love! Happy first day of fall. let is make some awesome autumnmemories annabailey laughter smile"
And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?,joy,0.146,joy,And 9/10 the character is a woman. Because if a man is fat he is jovial. If a woman is fat she is useless and maybe evil amirite?
A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,joy,0.688,joy,A new day to live and smile. Hope all the followers a nice night or day. :D
@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead,joy,0.28,joy, close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead
"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",joy,0.16,joy,"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it is just pointless"
"#IfIWerePresident \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self.",joy,0.16899999999999998,joy,"If I Were President \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self."
"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs",joy,0.745,joy,"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs"
Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,joy,0.62,joy,Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love
Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen,joy,0.9,joy,Good morning! Welcome the new day into your life and your heart mindfulness smile zen
My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday  #funny #laughing ,joy,0.479,joy,My friend just messaged me 'ugh i am so hungry I can't wait for breakfast' socialmedia Wine Wednesday  funny laughing 
"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.",joy,0.654,joy,"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done."
"Latest on new optimism on keeping #Raiders in #Oakland, live right now on @KCBSNews: @NFL meets here w/Lott &amp; Schaaf to talk new stadium",joy,0.4,joy,"Latest on new optimism on keeping Raiders in Oakland, live right now on   meets here w/Lott &amp; Schaaf to talk new stadium"
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33 ",joy,0.52,joy,"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n x33 "
Sanatana Lopez is definitely me 😂 #glee,joy,0.625,joy,Sanatana Lopez is definitely me  face_with_tears_of_joy  glee
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,joy,0.604,joy,  this is too much hilarity for one day
A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,joy,0.654,joy,A warm smile is the universal language of kindness William Arthur Ward love kindness
@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,joy,0.308,joy, dudes who wanna play some bass but not buy a bass (me) rejoice
"@rubeseatsinfo from here, it's but a short step to biweekly Community Meetings over a hearty meal of soy flakes",joy,0.20800000000000002,joy," from here, it is but a short step to biweekly Community Meetings over a hearty meal of soy flakes"
"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?",joy,0.24,joy,"  Its okay to be trans just rejoice with the trans in the trans way. By the way it is not your business, so why care?"
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",joy,0.7040000000000001,joy,"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, i am rejoicing"
I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,joy,0.25,joy,I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",joy,0.542,joy," Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO "
Accept the #challenges so that you can feel the exhilaration of victory.,joy,0.396,joy,Accept the challenges so that you can feel the exhilaration of victory.
Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia @DanielFeuer merci🎈,joy,0.462,joy,Nice Idea collect all relevant socialmedia in one-But dont be automatic pls worldsapp  left_arrow ️ chirp appsworld socialmedia  merci balloon 
Literally feels sg to be happy with sam😍,joy,0.8959999999999999,joy,Literally feels sg to be happy with sam smiling_face_with_heart_eyes 
"@len_snart Mick nods. 'I would like that.' He went back to his food, smiling as he finished it.",joy,0.62,joy," Mick nods. 'I would like that.' He went back to his food, smiling as he finished it."
I found #marmite in Australia. `:) ,joy,0.5579999999999999,joy,I found marmite in Australia. `:) 
"Most of PROFITABLE FX MONEY MANAGER clients don't mind with high profit share we take, since they are very #happy with the returns they make",joy,0.44,joy,"Most of PROFITABLE FX MONEY MANAGER clients don't mind with high profit share we take, since they are very happy with the returns they make"
"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st ",joy,0.22899999999999998,joy," you may be right, but since year the bad events begin with B, i am privately hoping we have got at least C-Z to go 1st "
"every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God.",joy,0.354,joy,"every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God."
@torbalan I still have some shred of optimism. It's rapidly disappearing however...,joy,0.1,joy, I still have some shred of optimism. it is rapidly disappearing however...
"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty",joy,0.7959999999999999,joy," Glad to see that you are having fun in the sun. Water sports are always fun, challenging, and exhilarating. happiness beauty"
"I saw her, whose countenance expressed a mighty rivers were monotonous, and her lively conversation took care of the various",joy,0.42,joy,"I saw her, whose countenance expressed a mighty rivers were monotonous, and her lively conversation took care of the various"
"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! ",joy,0.833,joy,"I took a yr off school and i am proud to say I got accepted again, yo girl is going to finish! "
Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!,joy,0.66,joy,Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!
@Elliot_Eastwick just play rappers delight and have a 15 minute kip,joy,0.32,joy, just play rappers delight and have a 15 minute kip
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. ",joy,0.24,joy,"  I wish, I really, truly wish, that I had just a modicum of your banter. "
What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg #levity,joy,0.5,joy,What if.... the Metro LRT went over the Walterdale?!?!  face_with_tears_of_joy  yeg levity
@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia,joy,0.6,joy, Thank you for the follow. Looking forward to your tweets as they look entertaining!  socialmedia
Been waiting all week for this game ❤️❤️❤️ #cheer #friday ❤️,joy,0.94,joy,Been waiting all week for this game  red_heart ️ red_heart ️ red_heart ️ cheer friday  red_heart ️
"Lmboo , using my nephew for meme ",joy,0.6459999999999999,joy,"Lmboo , using my nephew for meme "
"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? ",joy,0.22899999999999998,joy," They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? "
"By the way, I'm wearing the smile you gave me today. \n #you #me ",joy,0.812,joy,"By the way, i am wearing the smile you gave me today. \n you me "
"“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya Angelou",joy,0.46,joy,"""When we give cheerfully and accept gratefully, everyone is blessed.""―Maya Angelou"
Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,joy,0.3,joy,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. ksudsm ksu recruiter instructor tumble cheer gradschool
Being playful as shit😤,joy,0.33299999999999996,joy,Being playful as shit face_with_steam_from_nose 
"Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch.",joy,0.312,joy,"Dark, dense, and exhilarating come the finale, Hell Or High Water is a gripping watch."
